This is the survey data taken September 15 & 16,  2003.
       Tpc     EAO15    -54.726 +/-    0.003     -0.182 +/-    0.002   -231.713 +/-    0.004 
       Tpc     EAO16    -47.394 +/-    0.003    -27.460 +/-    0.002   -231.718 +/-    0.004 
       Tpc     EAO17    -27.426 +/-    0.003    -47.420 +/-    0.002   -231.711 +/-    0.004 
       Tpc     EAO18     -0.134 +/-    0.003    -54.718 +/-    0.002   -231.699 +/-    0.004 
       Tpc     EAO19     27.141 +/-    0.003    -47.399 +/-    0.002   -231.675 +/-    0.004 
       Tpc     EAO20     47.104 +/-    0.003    -27.427 +/-    0.002   -231.663 +/-    0.004 
       Tpc     EAO21     54.403 +/-    0.003     -0.137 +/-    0.002   -231.668 +/-    0.004 
       Tpc     EAO22     47.082 +/-    0.003     27.141 +/-    0.002   -231.674 +/-    0.004 
       Tpc     EAO23     27.101 +/-    0.003     47.091 +/-    0.002   -231.683 +/-    0.004 
       Tpc     EAO24     -0.182 +/-    0.003     54.387 +/-    0.002   -231.695 +/-    0.004 
       Tpc    EAOCTR     -0.159 +/-    0.001     -0.164 +/-    0.001   -231.692 +/-    0.001 
       Tpc     EBO13    -59.588 +/-    0.003    102.658 +/-    0.002   -231.725 +/-    0.004 
       Tpc     EBO14   -103.053 +/-    0.005     59.175 +/-    0.004   -231.719 +/-    0.009 
       Tpc     EBO15   -118.926 +/-    0.006     -0.211 +/-    0.002   -231.731 +/-    0.010 
       Tpc     EBO16   -103.017 +/-    0.005    -59.588 +/-    0.002   -231.692 +/-    0.008 
       Tpc     EBO17    -59.496 +/-    0.003   -103.037 +/-    0.002   -231.720 +/-    0.004 
       Tpc     EBO18     -0.110 +/-    0.003   -118.911 +/-    0.002   -231.688 +/-    0.004 
       Tpc     EBO20    102.724 +/-    0.003    -59.508 +/-    0.002   -231.631 +/-    0.004 
       Tpc     EBO21    118.602 +/-    0.003     -0.115 +/-    0.002   -231.632 +/-    0.004 
       Tpc     EBO22    102.673 +/-    0.003     59.253 +/-    0.002   -231.650 +/-    0.004 
       Tpc     EBO23     59.184 +/-    0.003    102.697 +/-    0.002   -231.677 +/-    0.004 
       Tpc     EBO24     -0.208 +/-    0.003    118.566 +/-    0.002   -231.696 +/-    0.004 
       Tpc    EBOCTR     -0.158 +/-    0.001     -0.169 +/-    0.001   -231.690 +/-    0.001 
       Tpc     EDO13    -95.525 +/-    0.004    164.841 +/-    0.005   -231.701 +/-    0.007 
       Tpc     EDO16   -165.192 +/-    0.003    -95.513 +/-    0.002   -231.734 +/-    0.004 
       Tpc     EDO17    -95.400 +/-    0.003   -165.246 +/-    0.002   -231.674 +/-    0.004 
       Tpc     EDO19     95.194 +/-    0.003   -165.172 +/-    0.002   -231.608 +/-    0.004 
       Tpc     EDO20    164.927 +/-    0.003    -95.392 +/-    0.002   -231.585 +/-    0.004 
       Tpc     EDO23     95.070 +/-    0.003    164.905 +/-    0.003   -231.622 +/-    0.004 
       Tpc     EDO24     -0.234 +/-    0.003    190.405 +/-    0.003   -231.674 +/-    0.004 
       Tpc    EDOCTR     -0.166 +/-    0.002     -0.171 +/-    0.001   -231.657 +/-    0.001 
       Tpc      WAO2     46.923 +/-    0.005     27.104 +/-    0.003    231.308 +/-    0.025 
       Tpc      WAO3     54.225 +/-    0.005     -0.181 +/-    0.003    231.310 +/-    0.025 
       Tpc      WAO4     46.903 +/-    0.005    -27.453 +/-    0.003    231.310 +/-    0.025 
       Tpc      WAO5     26.930 +/-    0.005    -47.419 +/-    0.003    231.289 +/-    0.025 
       Tpc      WAO6     -0.342 +/-    0.005    -54.732 +/-    0.003    231.277 +/-    0.025 
       Tpc      WAO7    -27.622 +/-    0.006    -47.430 +/-    0.003    231.275 +/-    0.025 
       Tpc      WAO8    -47.585 +/-    0.005    -27.457 +/-    0.003    231.267 +/-    0.025 
       Tpc      WAO9    -54.889 +/-    0.006     -0.186 +/-    0.003    231.278 +/-    0.025 
       Tpc     WAO10    -47.583 +/-    0.005     27.090 +/-    0.003    231.282 +/-    0.025 
       Tpc     WAO11    -27.613 +/-    0.005     47.050 +/-    0.003    231.298 +/-    0.025 
       Tpc     WAO12     -0.335 +/-    0.006     54.363 +/-    0.003    231.298 +/-    0.025 
       Tpc    WAOCTR     -0.335 +/-    0.002     -0.183 +/-    0.002    231.291 +/-    0.008 
       Tpc      WBO1     59.054 +/-    0.005    102.659 +/-    0.003    231.298 +/-    0.025 
       Tpc      WBO2    102.529 +/-    0.005     59.191 +/-    0.003    231.314 +/-    0.025 
       Tpc      WBO3    118.429 +/-    0.005     -0.186 +/-    0.003    231.314 +/-    0.025 
       Tpc      WBO4    102.510 +/-    0.005    -59.558 +/-    0.003    231.299 +/-    0.025 
       Tpc      WBO5     59.031 +/-    0.005   -103.022 +/-    0.003    231.274 +/-    0.025 
       Tpc      WBO6     -0.346 +/-    0.005   -118.937 +/-    0.003    231.251 +/-    0.025 
       Tpc      WBO7    -59.727 +/-    0.006   -103.034 +/-    0.003    231.251 +/-    0.025 
       Tpc      WBO8   -103.189 +/-    0.005    -59.552 +/-    0.003    231.226 +/-    0.025 
       Tpc      WBO9   -119.092 +/-    0.005     -0.178 +/-    0.003    231.227 +/-    0.025 
       Tpc     WBO10   -103.191 +/-    0.005     59.190 +/-    0.003    231.243 +/-    0.025 
       Tpc     WBO11    -59.707 +/-    0.006    102.648 +/-    0.004    231.270 +/-    0.025 
       Tpc     WBO12     -0.330 +/-    0.005    118.557 +/-    0.003    231.279 +/-    0.025 
       Tpc    WBOCTR     -0.338 +/-    0.002     -0.178 +/-    0.002    231.270 +/-    0.008 
       Tpc      WDO1     94.962 +/-    0.005    164.844 +/-    0.004    231.289 +/-    0.025 
       Tpc      WDO2    164.729 +/-    0.005     95.101 +/-    0.003    231.318 +/-    0.025 
       Tpc      WDO3    190.240 +/-    0.010     -0.176 +/-    0.003    231.331 +/-    0.027 
       Tpc      WDO5     94.945 +/-    0.005   -165.202 +/-    0.003    231.280 +/-    0.025 
       Tpc      WDO6     -0.344 +/-    0.005   -190.736 +/-    0.004    231.223 +/-    0.025 
       Tpc      WDO7    -95.633 +/-    0.006   -165.220 +/-    0.004    231.209 +/-    0.025 
       Tpc     WDO10   -165.380 +/-    0.006     95.098 +/-    0.003    231.169 +/-    0.025 
       Tpc    WDOCTR     -0.338 +/-    0.003     -0.172 +/-    0.002    231.245 +/-    0.010 
       SvtE_CONE_CTR     -0.633 +/-    0.012     -0.034 +/-    0.012   -231.463 +/-    0.009 
       Svt       ED1    -18.954 +/-    0.003     35.445 +/-    0.002   -231.419 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED2    -37.529 +/-    0.004     15.324 +/-    0.002   -231.426 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED3    -35.444 +/-    0.003    -19.569 +/-    0.003   -231.457 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED4    -16.898 +/-    0.003    -36.457 +/-    0.003   -231.485 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED5     17.014 +/-    0.003    -35.867 +/-    0.003   -231.497 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED6     35.819 +/-    0.003    -16.366 +/-    0.003   -231.502 +/-    0.003 EAST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED7     35.355 +/-    0.003     17.293 +/-    0.002   -231.477 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt       ED8     17.547 +/-    0.003     35.461 +/-    0.002   -231.442 +/-    0.003 ST DIAM. 0.00 RADIAL .25 O/S STATIO
       Svt      EFL1    -41.394 +/-    0.003      7.644 +/-    0.002   -231.429 +/-    0.003 EAST FLAT .25 O/SSTATION
       Svt      EFL2    -41.206 +/-    0.003     -3.616 +/-    0.002   -231.448 +/-    0.003 EAST FLAT .25 O/SSTATION
       Svt      EFL3     40.041 +/-    0.003     -3.027 +/-    0.002   -231.501 +/-    0.003 EAST FLAT .25 O/SSTATION
       Svt      EFL4     39.945 +/-    0.003      2.943 +/-    0.002   -231.495 +/-    0.003 EAST FLAT .25 O/SSTATION
       Svt       ES1    -17.438 +/-    0.003     35.351 +/-    0.002   -230.801 +/-    0.008 EAST SIDE PASTE ON TARGET
       Svt       ES2    -38.371 +/-    0.003     11.951 +/-    0.002   -230.807 +/-    0.003 EAST SIDE PASTE ON TARGET
       Svt       ES3    -35.721 +/-    0.004    -17.504 +/-    0.003   -230.835 +/-    0.008 EAST SIDE PASTE ON TARGET
       Svt       ES4    -18.180 +/-    0.004    -34.958 +/-    0.003   -230.857 +/-    0.008 EAST SIDE PASTE ON TARGET
       Svt       ES5     18.156 +/-    0.003    -34.399 +/-    0.003   -230.880 +/-    0.008 EAST SIDE PASTE ON TARGET
       Svt       ES6     36.090 +/-    0.003    -13.961 +/-    0.003   -230.887 +/-    0.008 EAST SIDE PASTE ON TARGET
       Svt       ES7     36.128 +/-    0.003     14.149 +/-    0.002   -230.857 +/-    0.003 EAST SIDE PASTE ON TARGET
       Svt       ES8     15.435 +/-    0.004     35.750 +/-    0.003   -230.824 +/-    0.008 EAST SIDE PASTE ON TARGET
       Svt     ESSD1     -2.445 +/-    0.003     31.607 +/-    0.002    -52.944 +/-    0.010 EAST SILICON STRIP DETECTOR
       Svt     ESSD2      7.835 +/-    0.003     30.602 +/-    0.002    -52.948 +/-    0.010 EAST SILICON STRIP DETECTOR
       Svt    ESSD10      9.253 +/-    0.002    -30.487 +/-    0.003    -52.840 +/-    0.007 EAST SILICON STRIP DETECTOR
       Svt    ESSD11      0.160 +/-    0.002    -31.980 +/-    0.003    -52.777 +/-    0.007 EAST SILICON STRIP DETECTOR
       Svt    ESSD12     -9.020 +/-    0.003    -30.797 +/-    0.003    -52.710 +/-    0.007 EAST SILICON STRIP DETECTOR
       Svt    ESSD20     -9.986 +/-    0.003     30.182 +/-    0.002    -52.919 +/-    0.010 EAST SILICON STRIP DETECTOR
       Svt     ESVT1      6.002 +/-    0.007      6.128 +/-    0.003    -28.992 +/-    0.078 EAST SILICON VERTEX TRACKER
       Svt     ESVT2     -6.519 +/-    0.004      5.971 +/-    0.002    -28.927 +/-    0.024 EAST SILICON VERTEX TRACKER
       Svt     ESVT3     -6.367 +/-    0.004     -6.437 +/-    0.002    -28.873 +/-    0.022 EAST SILICON VERTEX TRACKER
       Svt     ESVT4      6.151 +/-    0.004     -6.267 +/-    0.002    -28.849 +/-    0.023 EAST SILICON VERTEX TRACKER
       SvtW_CONE_CTR     -0.095 +/-    0.024     -0.028 +/-    0.024    231.194 +/-    0.017 
       Svt       WD1    -19.942 +/-    0.005     34.545 +/-    0.003    231.211 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD2    -36.159 +/-    0.005     17.199 +/-    0.003    231.239 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD3    -35.390 +/-    0.005    -18.800 +/-    0.003    231.246 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD4    -21.580 +/-    0.005    -33.637 +/-    0.003    231.231 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD5     10.100 +/-    0.005    -38.554 +/-    0.003    231.209 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD6     34.411 +/-    0.005    -20.158 +/-    0.003    231.157 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD7     36.420 +/-    0.005     16.279 +/-    0.003    231.133 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt       WD8     16.040 +/-    0.005     36.423 +/-    0.003    231.151 +/-    0.014 WEST DIAM. 0.00 RADIAL .25 O/S STA
       Svt      WFL1    -40.797 +/-    0.005      1.997 +/-    0.003    231.252 +/-    0.014 WEST FLAT .25 O/S STA
       Svt      WFL2    -40.680 +/-    0.005     -5.015 +/-    0.003    231.247 +/-    0.014 WEST FLAT .25 O/S STA
       Svt      WFL3     40.659 +/-    0.005     -5.337 +/-    0.003    231.139 +/-    0.014 WEST FLAT .25 O/S STA
       Svt      WFL4     40.509 +/-    0.005      3.447 +/-    0.003    231.137 +/-    0.014 WEST FLAT .25 O/S STA
       Svt       WS1    -21.152 +/-    0.004     32.971 +/-    0.002    230.589 +/-    0.008 WEST SIDE PASTE ON TARGET
       Svt       WS2    -36.063 +/-    0.005     15.504 +/-    0.003    230.622 +/-    0.014 WEST SIDE PASTE ON TARGET
       Svt       WS3    -35.401 +/-    0.004    -17.395 +/-    0.002    230.619 +/-    0.009 WEST SIDE PASTE ON TARGET
       Svt       WS4    -20.222 +/-    0.004    -33.798 +/-    0.003    230.608 +/-    0.008 WEST SIDE PASTE ON TARGET
       Svt       WS5     11.755 +/-    0.004    -37.353 +/-    0.003    230.580 +/-    0.008 WEST SIDE PASTE ON TARGET
       Svt       WS6     34.800 +/-    0.004    -18.002 +/-    0.002    230.537 +/-    0.009 WEST SIDE PASTE ON TARGET
       Svt       WS7     36.466 +/-    0.005     14.463 +/-    0.003    230.507 +/-    0.014 WEST SIDE PASTE ON TARGET
       Svt       WS8     14.444 +/-    0.004     36.277 +/-    0.002    230.534 +/-    0.008 WEST SIDE PASTE ON TARGET
       Svt     WSSD1     -0.891 +/-    0.003     31.731 +/-    0.002     52.344 +/-    0.008 EAST SILICON STRIP DETECTOR
       Svt    WSSD2       8.134 +/-    0.003     30.612 +/-    0.002     52.314 +/-    0.008 EAST SILICON STRIP DETECTOR
       Svt    WSSD10      9.558 +/-    0.002    -30.545 +/-    0.003     52.407 +/-    0.008 EAST SILICON STRIP DETECTOR
       Svt    WSSD11      0.695 +/-    0.002    -31.937 +/-    0.003     52.434 +/-    0.008 EAST SILICON STRIP DETECTOR
       Svt    WSSD12     -7.926 +/-    0.002    -30.874 +/-    0.003     52.522 +/-    0.008 EAST SILICON STRIP DETECTOR
       Svt    WSSD20     -9.841 +/-    0.003     30.257 +/-    0.002     52.290 +/-    0.008 EAST SILICON STRIP DETECTOR
       Svt     WSVT1      5.902 +/-    0.005      6.146 +/-    0.004     28.537 +/-    0.039 WEST SILICON VERTEX TRACKER
       Svt     WSVT2     -6.545 +/-    0.005      5.947 +/-    0.003     28.630 +/-    0.028 WEST SILICON VERTEX TRACKER
       Svt     WSVT3     -6.365 +/-    0.005     -6.481 +/-    0.003     28.681 +/-    0.029 WEST SILICON VERTEX TRACKER
       Svt     WSVT4      6.112 +/-    0.005     -6.281 +/-    0.003     28.642 +/-    0.030 WEST SILICON VERTEX TRACKER
