47	1	3	6	25	N			0	4	2	25	D	2	LEMO
48	1	3	7	25	N			0	4	2	26	D	3	LEMO
49	1	3	8	25	N			0	4	2	27	D	4	LEMO
50	1	3	9	25	N			0	4	2	28	D	5	LEMO
51	1	3	10	25	N			0	4	2	29	D	6	LEMO
52	1	3	11	25	N			0	4	2	30	D	7	LEMO
53	1	3	12	25	N			0	4	2	31	D	8	LEMO
54	1	3	13	25	W			0	4	3	0	A	1	LEMO
55	1	3	14	25	W			0	4	3	1	A	2	LEMO
56	1	3	15	25	W			0	4	3	2	A	3	LEMO
57	1	3	16	25	W			0	4	3	3	A	4	LEMO
58	1	3	17	25	W			0	4	3	4	A	5	LEMO
59	1	3	18	25	W			0	4	3	5	A	6	LEMO
60	1	3	19	25	W			0	4	3	6	A	7	LEMO
61	1	3	20	25	W			0	4	3	7	A	8	LEMO
62	1	3	21	25	W			0	4	3	8	B	1	LEMO
105	2	3	1	25	N			0	5	3	9	B	2	LEMO
106	2	3	2	25	N			0	5	3	10	B	3	LEMO
107	2	3	3	25	N			0	5	3	11	B	4	LEMO
108	2	3	4	25	N			0	5	3	12	B	5	LEMO
109	2	3	5	25	N			0	5	3	13	B	6	LEMO
110	2	3	6	25	N			0	5	3	14	B	7	LEMO
111	2	3	7	25	N			0	5	3	15	B	8	LEMO
112	2	3	8	25	N			0	5	3	16	C	1	LEMO
113	2	3	9	25	N			0	5	3	17	C	2	LEMO
114	2	3	10	25	N			0	5	3	18	C	3	LEMO
115	2	3	11	25	N			0	5	3	19	C	4	LEMO
116	2	3	12	25	N			0	5	3	20	C	5	LEMO
117	2	3	13	25	W			0	5	3	21	C	6	LEMO
118	2	3	14	25	W			0	5	3	22	C	7	LEMO
119	2	3	15	25	W			0	5	3	23	C	8	LEMO
120	2	3	16	25	W			0	5	3	24	D	1	LEMO
121	2	3	17	25	W			0	5	3	25	D	2	LEMO
122	2	3	18	25	W			0	5	3	26	D	3	LEMO
123	2	3	19	25	W			0	5	3	27	D	4	LEMO
124	2	3	20	25	W			0	5	3	28	D	5	LEMO
126	3	1	1	50	N			1	0	4	0	A	1	BNC
127	3	1	2	50	N			1	0	4	1	A	2	BNC
128	3	1	3	50	N			1	0	4	2	A	3	BNC
129	3	1	4	50	N			1	0	4	3	A	4	BNC
130	3	1	5	50	N			1	0	4	4	A	5	BNC
131	3	1	6	50	N			1	0	4	5	A	6	BNC
132	3	1	7	50	N			1	0	4	6	A	7	BNC
133	3	1	8	50	N			1	0	4	7	A	8	BNC
134	3	1	9	50	N			1	0	4	8	B	1	BNC
135	3	1	10	50	N			1	0	4	9	B	2	BNC
136	3	1	11	50	N			1	0	4	10	B	3	BNC
137	3	1	12	50	N			1	0	4	11	B	4	BNC
138	3	1	13	50	W			1	0	4	12	B	5	BNC
139	3	1	14	50	W			1	0	4	13	B	6	BNC
140	3	1	15	50	W			1	0	4	14	B	7	BNC
141	3	1	16	50	W			1	0	4	15	B	8	BNC
142	3	1	17	50	W			1	0	4	16	C	1	BNC
143	3	1	18	50	W			1	0	4	17	C	2	BNC
144	3	1	19	50	W			1	0	4	18	C	3	BNC
145	3	1	20	50	W			1	0	4	19	C	4	BNC
146	3	1	21	50	W			1	0	4	20	C	5	BNC
189	4	1	1	50	N			1	1	4	21	C	6	BNC
190	4	1	2	50	N			1	1	4	22	C	7	BNC
191	4	1	3	50	N			1	1	4	23	C	8	BNC
192	4	1	4	50	N			1	1	4	24	D	1	BNC
193	4	1	5	50	N			1	1	4	25	D	2	BNC
194	4	1	6	50	N			1	1	4	26	D	3	BNC
195	4	1	7	50	N			1	1	4	27	D	4	BNC
196	4	1	8	50	N			1	1	4	28	D	5	BNC
197	4	1	9	50	N			1	1	4	29	D	6	BNC
198	4	1	10	50	N			1	1	4	30	D	7	BNC
199	4	1	11	50	W			1	1	4	31	D	8	BNC
200	4	1	12	50	W			1	1	5	0	A	1	BNC
201	4	1	13	50	W			1	1	5	1	A	2	BNC
202	4	1	14	50	W			1	1	5	2	A	3	BNC
203	4	1	15	50	W			1	1	5	3	A	4	BNC
204	4	1	16	50	W			1	1	5	4	A	5	BNC
205	4	1	17	50	W			1	1	5	5	A	6	BNC
206	4	1	18	50	W			1	1	5	6	A	7	BNC
207	4	1	19	50	W			1	1	5	7	A	8	BNC
147	3	2	1	50	N			1	2	5	8	B	1	LEMO
148	3	2	2	50	N			1	2	5	9	B	2	LEMO
149	3	2	3	50	N			1	2	5	10	B	3	LEMO
150	3	2	4	50	N			1	2	5	11	B	4	LEMO
151	3	2	5	50	N			1	2	5	12	B	5	LEMO
152	3	2	6	50	N			1	2	5	13	B	6	LEMO
153	3	2	7	50	N			1	2	5	14	B	7	LEMO
154	3	2	8	50	N			1	2	5	15	B	8	LEMO
155	3	2	9	50	N			1	2	5	16	C	1	LEMO
156	3	2	10	50	N			1	2	5	17	C	2	LEMO
157	3	2	11	50	N			1	2	5	18	C	3	LEMO
158	3	2	12	50	N			1	2	5	19	C	4	LEMO
159	3	2	13	50	W			1	2	5	20	C	5	LEMO
160	3	2	14	50	W			1	2	5	21	C	6	LEMO
161	3	2	15	50	W			1	2	5	22	C	7	LEMO
162	3	2	16	50	W			1	2	5	23	C	8	LEMO
163	3	2	17	50	W			1	2	5	24	D	1	LEMO
164	3	2	18	50	W			1	2	5	25	D	2	LEMO
165	3	2	19	50	W			1	2	5	26	D	3	LEMO
166	3	2	20	50	W			1	2	5	27	D	4	LEMO
167	3	2	21	50	W			1	2	5	28	D	5	LEMO
210	4	2	1	50	N			1	3	6	0	A	1	LEMO
211	4	2	2	50	N			1	3	6	1	A	2	LEMO
212	4	2	3	50	N			1	3	6	2	A	3	LEMO
213	4	2	4	50	N			1	3	6	3	A	4	LEMO
214	4	2	5	50	N			1	3	6	4	A	5	LEMO
215	4	2	6	50	N			1	3	6	5	A	6	LEMO
216	4	2	7	50	N			1	3	6	7	A	8	LEMO
217	4	2	8	50	N			1	3	6	6	A	7	LEMO
218	4	2	9	50	N			1	3	6	8	B	1	LEMO
219	4	2	10	50	N			1	3	6	9	B	2	LEMO
220	4	2	11	50	N			1	3	6	10	B	3	LEMO
221	4	2	12	50	N			1	3	6	11	B	4	LEMO
222	4	2	13	50	W			1	3	6	12	B	5	LEMO
223	4	2	14	50	W			1	3	6	13	B	6	LEMO
224	4	2	15	50	W			1	3	6	14	B	7	LEMO
225	4	2	16	50	W			1	3	6	15	B	8	LEMO
226	4	2	17	50	W			1	3	6	16	C	1	LEMO
227	4	2	18	50	W			1	3	6	17	C	2	LEMO
228	4	2	19	50	W			1	3	6	18	C	3	LEMO
229	4	2	20	50	W			1	3	6	19	C	4	LEMO
168	3	3	1	25	N			1	4	6	20	C	5	LEMO
169	3	3	2	25	N			1	4	6	21	C	6	LEMO
170	3	3	3	25	N			1	4	6	22	C	7	LEMO
171	3	3	4	25	N			1	4	6	23	C	8	LEMO
172	3	3	5	25	N			1	4	6	24	D	1	LEMO
173	3	3	6	25	N			1	4	6	25	D	2	LEMO
174	3	3	7	25	N			1	4	6	26	D	3	LEMO
175	3	3	8	25	N			1	4	6	27	D	4	LEMO
176	3	3	9	25	N			1	4	6	28	D	5	LEMO
177	3	3	10	25	N			1	4	6	29	D	6	LEMO
178	3	3	11	25	N			1	4	6	30	D	7	LEMO
179	3	3	12	25	N			1	4	6	31	D	8	LEMO
180	3	3	13	25	W			1	4	7	0	A	1	LEMO
181	3	3	14	25	W			1	4	7	1	A	2	LEMO
182	3	3	15	25	W			1	4	7	2	A	3	LEMO
183	3	3	16	25	W			1	4	7	3	A	4	LEMO
184	3	3	17	25	W			1	4	7	4	A	5	LEMO
185	3	3	18	25	W			1	4	7	5	A	6	LEMO
186	3	3	19	25	W			1	4	7	6	A	7	LEMO
187	3	3	20	25	W			1	4	7	7	A	8	LEMO
188	3	3	21	25	W			1	4	7	8	B	1	LEMO
231	4	3	1	25	N			1	5	7	9	B	2	LEMO
232	4	3	2	25	N			1	5	7	10	B	3	LEMO
233	4	3	3	25	N			1	5	7	11	B	4	LEMO
234	4	3	4	25	N			1	5	7	12	B	5	LEMO
235	4	3	5	25	N			1	5	7	13	B	6	LEMO
236	4	3	6	25	N			1	5	7	14	B	7	LEMO
237	4	3	7	25	N			1	5	7	15	B	8	LEMO
238	4	3	8	25	N			1	5	7	16	C	1	LEMO
239	4	3	9	25	N			1	5	7	17	C	2	LEMO
240	4	3	10	25	N			1	5	7	18	C	3	LEMO
241	4	3	11	25	N			1	5	7	19	C	4	LEMO
242	4	3	12	25	N			1	5	7	20	C	5	LEMO
243	4	3	13	25	W			1	5	7	21	C	6	LEMO
244	4	3	14	25	W			1	5	7	22	C	7	LEMO
245	4	3	15	25	W			1	5	7	23	C	8	LEMO
246	4	3	16	25	W			1	5	7	24	D	1	LEMO
247	4	3	17	25	W			1	5	7	25	D	2	LEMO
248	4	3	18	25	W			1	5	7	26	D	3	LEMO
249	4	3	19	25	W			1	5	7	27	D	4	LEMO
250	4	3	20	25	W			1	5	7	28	D	5	LEMO
