3 81 12.2 3
3 82 10.5 3
3 83 9.7 3
3 84 12.9 3
3 85 11.4 3
3 86 7.6 4
3 87 8.4 4
3 88 6.0 4
3 89 5.7 4
3 90 9.2 3
3 91 5.5 4
3 92 4.6 5
3 93 7.9 4
3 94 6.8 4
3 95 13.8 2
3 96 17.9 1
3 97 15.9 2
3 98 20.4 1
3 99 22.2 0
3 100 23.6 0
3 101 14.7 2
3 102 17.9 1
3 103 18.5 1
3 104 21.8 0
3 105 18.3 1
3 106 19.4 1
3 107 14.5 2
3 108 19.2 1
3 109 14.9 2
3 110 18.8 1
3 111 19.7 1
3 112 12.2 3
3 113 25.3 0
3 114 12.1 3
3 115 18.0 1
3 116 20.2 1
3 117 20.2 1
3 118 16.8 2
3 119 22.6 0
3 120 15.2 2
3 121 16.4 2
3 122 16.3 2
3 123 15.1 2
3 124 16.6 2
3 125 18.8 1
3 126 14.7 2
3 127 15.8 2
4 0 14.4 2
4 1 7.9 4
4 2 15.3 2
4 3 16.7 2
4 4 13.4 2
4 5 4.4 5
4 6 11.8 3
4 7 8.6 4
4 8 16.8 2
4 9 8.5 4
4 10 11.6 3
4 11 10.5 3
4 12 15.1 2
4 13 12.8 3
4 14 8.6 4
4 15 8.9 4
4 16 16.6 2
4 17 14.0 2
4 18 -34.3 14
4 19 13.0 3
4 20 16.1 2
4 21 16.0 2
4 22 16.3 2
4 23 12.2 3
4 24 11.4 3
4 25 13.9 2
4 26 21.6 0
4 27 11.9 3
4 28 17.7 1
4 29 13.7 2
4 30 14.3 2
4 31 6.1 4
4 32 12.4 3
4 33 14.8 2
4 34 15.4 2
4 35 7.4 4
4 36 14.3 2
4 37 14.4 2
4 38 12.4 3
4 39 8.0 4
4 40 12.1 3
4 41 14.1 2
4 42 15.8 2
4 43 17.3 1
4 44 12.7 3
4 45 10.3 3
4 46 11.0 3
4 47 16.5 2
4 48 10.1 3
4 49 9.3 3
4 50 11.9 3
4 51 12.7 3
4 52 14.0 2
4 53 9.7 3
4 54 13.7 2
4 55 15.6 2
4 56 10.2 3
4 57 13.9 2
4 58 12.3 3
4 59 7.6 4
4 60 14.4 2
4 61 10.8 3
4 62 13.0 2
4 63 15.2 2
4 64 20.3 1
4 65 13.6 2
4 66 13.0 3
4 67 16.2 2
4 68 16.6 2
4 69 13.6 2
4 70 13.2 2
4 71 16.5 2
4 72 22.0 0
4 73 15.0 2
4 74 16.4 2
4 75 17.2 1
4 76 20.4 1
4 77 16.7 2
4 78 17.2 1
4 79 15.8 2
4 80 18.6 1
4 81 12.9 3
4 82 20.0 1
4 83 18.7 1
4 84 17.5 1
4 85 17.2 1
4 86 16.6 2
4 87 17.2 1
4 88 17.9 1
4 89 18.0 1
4 90 24.0 0
4 91 15.9 2
4 92 12.5 3
4 93 13.5 2
4 94 16.0 2
4 95 17.8 1
4 96 11.1 3
4 97 18.0 1
4 98 17.1 1
4 99 17.4 1
4 100 9.4 3
4 101 12.5 3
4 102 14.6 2
4 103 13.4 2
4 104 8.3 4
4 105 8.5 4
4 106 14.9 2
4 107 12.0 3
4 108 12.6 3
4 109 9.5 3
4 110 16.5 2
4 111 13.9 2
4 112 12.1 3
4 113 7.5 4
4 114 12.5 3
4 115 12.9 3
4 116 17.7 1
4 117 12.0 3
4 118 12.3 3
4 119 11.1 3
4 120 13.5 2
4 121 12.4 3
4 122 10.3 3
4 123 13.6 2
4 124 12.1 3
4 125 9.8 3
4 126 11.5 3
4 127 8.5 4
5 0 21.5 0
5 1 15.2 2
5 2 19.2 1
5 3 19.5 1
5 4 20.4 1
5 5 16.6 2
5 6 20.4 1
5 7 23.7 0
5 8 18.7 1
5 9 16.8 2
5 10 20.0 1
5 11 16.6 2
5 12 16.9 2
5 13 21.7 0
5 14 16.5 2
5 15 17.3 1
5 16 17.2 1
5 17 17.1 1
5 18 19.3 1
5 19 16.9 2
5 20 17.5 1
5 21 17.5 1
5 22 15.6 2
5 23 17.9 1
5 24 22.1 0
5 25 18.8 1
5 26 18.0 1
5 27 13.9 2
5 28 14.0 2
5 29 22.6 0
5 30 17.4 1
5 31 12.6 3
5 32 8.3 4
5 33 18.0 1
5 34 19.5 1
5 35 24.4 0
5 36 16.6 2
5 37 21.3 0
5 38 22.2 0
5 39 28.2 -1
5 40 19.6 1
5 41 19.6 1
5 42 14.3 2
5 43 18.2 1
5 44 19.3 1
5 45 7.3 4
5 46 22.1 0
5 47 20.7 1
5 48 14.2 2
5 49 18.0 1
5 50 18.9 1
5 51 24.2 0
5 52 4.9 5
5 53 6.5 4
5 54 13.4 2
5 55 15.6 2
5 56 18.3 1
5 57 11.5 3
5 58 18.3 1
5 59 16.6 2
5 60 11.5 3
5 61 14.8 2
5 62 12.7 3
5 63 18.1 1
5 64 20.7 1
5 65 22.7 0
5 66 19.4 1
5 67 21.6 0
5 68 25.1 0
5 69 22.8 0
5 70 19.9 1
5 71 22.7 0
5 72 22.0 0
5 73 11.7 3
5 74 22.0 0
5 75 19.7 1
5 76 21.8 0
5 77 20.1 1
5 78 20.1 1
5 79 22.2 0
5 80 19.3 1
5 81 22.0 0
5 82 18.9 1
5 83 21.6 0
5 84 17.6 1
5 85 15.5 2
5 86 14.3 2
5 87 20.9 1
5 88 20.4 1
5 89 14.6 2
5 90 17.0 1
5 91 12.1 3
5 92 20.5 1
5 93 18.5 1
5 94 9.6 3
5 95 17.8 1
5 96 19.4 1
5 97 20.1 1
5 98 22.2 0
5 99 20.2 1
5 100 21.6 0
5 101 21.3 0
5 102 17.1 1
5 103 17.6 1
5 104 20.7 1
5 105 22.1 0
5 106 16.2 2
5 107 18.8 1
5 108 18.6 1
5 109 17.9 1
5 110 18.0 1
5 111 15.6 2
5 112 17.8 1
5 113 19.9 1
5 114 15.4 2
5 115 14.2 2
5 116 17.8 1
5 117 17.5 1
5 118 19.2 1
5 119 14.4 2
5 120 16.3 2
5 121 17.3 1
5 122 16.9 2
5 123 13.2 2
5 124 16.8 2
5 125 18.1 1
5 126 15.6 2
5 127 17.0 1
6 0 11.7 3
6 1 24.5 0
6 2 27.5 -1
6 3 28.9 -1
6 4 15.8 2
6 5 25.6 0
6 6 24.8 0
6 7 23.7 0
6 8 23.7 0
6 9 26.5 -1
6 10 20.6 1
6 11 24.6 0
6 12 18.4 1
6 13 14.8 2
6 14 23.7 0
6 15 24.5 0
6 16 15.9 2
6 17 21.5 0
6 18 21.0 0
6 19 22.9 0
6 20 14.2 2
6 21 15.6 2
6 22 15.7 2
6 23 16.0 2
6 24 15.8 2
6 25 20.9 1
6 26 18.2 1
6 27 25.2 0
6 28 11.7 3
6 29 22.8 0
6 30 23.6 0
6 31 23.4 0
6 32 16.3 2
6 33 13.9 2
6 34 24.6 0
6 35 27.9 -1
6 36 18.6 1
6 37 23.2 0
6 38 23.7 0
6 39 26.7 -1
6 40 15.6 2
6 41 14.1 2
6 42 22.1 0
6 43 28.5 -1
6 44 16.1 2
6 45 15.1 2
6 46 21.1 0
6 47 26.5 -1
6 48 17.6 1
6 49 15.0 2
6 50 19.0 1
6 51 23.7 0
6 52 10.5 3
6 53 18.8 1
6 54 13.5 2
6 55 17.3 1
6 56 15.2 2
6 57 16.1 2
6 58 18.9 1
6 59 21.0 1
6 60 19.3 1
6 61 20.4 1
6 62 19.9 1
6 63 26.1 -1
6 64 13.3 2
6 65 18.9 1
6 66 21.2 0
6 67 18.6 1
6 68 28.5 -1
6 69 26.8 -1
6 70 27.1 -1
6 71 28.9 -1
6 72 17.5 1
6 73 17.4 1
6 74 17.9 1
6 75 21.6 0
6 76 18.3 1
6 77 17.4 1
6 78 21.2 0
6 79 26.4 -1
6 80 22.4 0
6 81 21.7 0
6 82 27.8 -1
6 83 20.1 1
6 84 14.2 2
6 85 17.5 1
6 86 13.5 2
6 87 17.7 1
6 88 10.8 3
6 89 15.4 2
6 90 16.0 2
6 91 26.7 -1
6 92 20.7 1
6 93 16.9 2
6 94 22.9 0
6 95 20.2 1
6 96 18.2 1
6 97 13.7 2
6 98 20.4 1
6 99 25.5 0
6 100 20.5 1
6 101 25.3 0
6 102 27.7 -1
6 103 29.0 -1
6 104 25.6 0
6 105 24.6 0
6 106 23.4 0
6 107 25.0 0
6 108 15.5 2
6 109 20.8 1
6 110 25.0 0
6 111 25.2 0
6 112 13.8 2
6 113 21.5 0
6 114 16.8 2
6 115 24.7 0
6 116 11.9 3
6 117 10.4 3
6 118 19.1 1
6 119 19.4 1
6 120 14.0 2
6 121 15.7 2
6 122 15.6 2
6 123 21.2 0
6 124 15.5 2
6 125 14.7 2
6 126 17.5 1
6 127 21.1 0
