#L2-ped algorithm finishRun(7075084)
#L2H10,6,total event counter; x=cases,25182,25182,25182,0,0,0,
#L2ped  CPU/eve MPV 128 kTicks,  FWHM=3, seen eve=25182
# L2ped-Adc spectra, run=7075084, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 02TB11  25  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:2479::85.:.........:.........:......... qa=+
 02TB12  22  1.3 0x02 0x1f         P02TB01  187 :.........<.........*.........>........169::85....:.........:.........:......... qa=+
 02TC01  14  1.3 0x02 0x20         P02TC01  193 :.........<.........*.........>279:9862.:.........:.........:.........:......... qa=+
 02TC02  13  1.3 0x02 0x21         P02TC02  199 :.........<.........*.........48::973...:.........:.........:.........:......... qa=+
 02TC03  20  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>......58::851......:.........:.........:......... qa=+
 02TC04  15  1.7 0x02 0x60         P02TC04  577 :.........<.........*.........>1589:98641.........:.........:.........:......... qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>......589:9751.....:.........:.........:......... qa=+
 02TC06  22  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>......13479::862...:.........:.........:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........168::963..:.........:.........:......... qa=+
 02TC08  21  1.7 0x02 0x23         P02TC08  211 :.........<.........*.........>........69:9752....:.........:.........:......... qa=+
 02TC09  15  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........>3699:9863:.........:.........:.........:......... qa=+
 02TC10  24  1.3 0x02 0x25         P02TC10  223 :.........<.........*.........>.........268::9741.:.........:.........:......... qa=+
 02TC11  20  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>.....1589:9741.....:.........:.........:......... qa=+
 02TC12  19  1.7 0x02 0x27         P02TC12  235 :.........<.........*.........>.....479:9751......:.........:.........:......... qa=+
 02TD01  15  1.3 0x02 0x28         P02TD01  241 :.........<.........*.........>168::975.:.........:.........:.........:......... qa=+
 02TD02  14  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>169:974..:.........:.........:.........:......... qa=+
 02TD03  13  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........379:9851..:.........:.........:.........:......... qa=+
 02TD04  21  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>.2578....9998......:.........:.........:......... qa=+
 02TD05  16  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>15799998631........:.........:.........:......... qa=+
 02TD06  20  1.3 0x02 0x66         P02TD06  613 :.........<.........*.........>.....1479:9874.....:.........:.........:......... qa=+
 02TD07  18  1.3 0x02 0x67         P02TD07  619 :.........<.........*.........>...1479:9964.......:.........:.........:......... qa=+
 02TD08  22  1.3 0x02 0x2b         P02TD08  259 :.........<.........*.........>........48::963....:.........:.........:......... qa=+
 02TD09  19  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>....2689:974.......:.........:.........:......... qa=+
 02TD10  12  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.......369::863....:.........:.........:.........:......... qa=+
 02TD11  22  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>........489:973....:.........:.........:......... qa=+
 02TD12  21  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>.......47::974.....:.........:.........:......... qa=+
 02TE01  13  1.3 0x02 0x30         P02TE01  289 :.........<.........*........158::974...:.........:.........:.........:......... qa=+
 02TE02  14  1.3 0x02 0x31         P02TE02  295 :.........<.........*.........>58::963..:.........:.........:.........:......... qa=+
 02TE03  15  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>1589:973.:.........:.........:.........:......... qa=+
 02TE04  20  1.3 0x02 0x68         P02TE04  625 :.........<.........*.........>......379::974.....:.........:.........:......... qa=+
 02TE05  25  0.9 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.279:963.:.........:.........:......... qa=+
 02TE06  23  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........269::851..:.........:.........:......... qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........269:984...:.........:.........:......... qa=+
 02TE08  16  1.3 0x02 0x33         P02TE08  307 :.........<.........*.........>..379:9852.........:.........:.........:......... qa=+
 02TE09   5  1.3 0x02 0x34         P02TE09  313 :.........<.........*..48::851>.........:.........:.........:.........:......... qa=0
 02TE10   9  1.7 0x02 0x35         P02TE10  319 :.........<.........*.....589:972.......:.........:.........:.........:......... qa=+
 02TE11  13  1.7 0x02 0x36         P02TE11  325 :.........<.........*.........279:974...:.........:.........:.........:......... qa=+
 02TE12  11  1.3 0x02 0x37         P02TE12  331 :.........<.........*......158::85.1....:.........:.........:.........:......... qa=+
 03TA01   9  1.3 0x02 0x38         P03TA01  337 :.........<.........*.....479:974.......:.........:.........:.........:......... qa=+
 03TA02  10  1.3 0x02 0x39         P03TA02  343 :.........<.........*......268::851.....:.........:.........:.........:......... qa=+
 03TA03  18  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>...1479:973........:.........:.........:......... qa=+
 03TA04  20  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>.....1589:9852.....:.........:.........:......... qa=+
 03TA05  16  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>.1479::863.........:.........:.........:......... qa=+
 03TA06  18  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>...1479:985........:.........:.........:......... qa=+
 03TA07  20  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>.....1589:9742.....:.........:.........:......... qa=+
 03TA08  14  1.3 0x02 0x3b         P03TA08  355 :.........<.........*.........1479:9852.:.........:.........:.........:......... qa=+
 03TA09  10  1.3 0x02 0x3c         P03TA09  361 :.........<.........*......379::841.....:.........:.........:.........:......... qa=+
 03TA10  16  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>..27::85.:.........:.........:.........:......... qa=+
 03TA11  14  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>.59:984..:.........:.........:.........:......... qa=+
 03TA12  12  1.3 0x02 0x3f         P03TA12  379 :.........<.........*........379::84....:.........:.........:.........:......... qa=+
 03TB01  16  1.7 0x02 0x40         P03TB01  385 :.........<.........*.........>.4789999752........:.........:.........:......... qa=+
 03TB02  18  2.2 0x02 0x41         P03TB02  391 :.........<.........*.........>..4689999751.......:.........:.........:......... qa=+
 03TB03  28  1.3 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:...2579:99752......:.........:......... qa=+
 03TB04  18  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>...1489:962........:.........:.........:......... qa=+
 03TB05  18  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>...1479:984........:.........:.........:......... qa=+
 03TB06  27  1.3 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:..368::962.........:.........:......... qa=+
 03TB07  23  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........268::9652.:.........:.........:......... qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........2689:9864.:.........:.........:......... qa=+
 03TB09  18  1.7 0x02 0x44         P03TB09  409 :.........<.........*.........>.146789999751......:.........:.........:......... qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....3689999863....:.........:.........:......... qa=+
 03TB11  24  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>........14789998641:.........:.........:......... qa=+
 03TB12  33  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:........4799:9751..:.........:......... qa=+
 03TC01  23  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>.......13689:9863..:.........:.........:......... qa=+
 03TC02  25  1.3 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:4799:9741:.........:.........:......... qa=+
 03TC03  25  1.7 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:1589:973.:.........:.........:......... qa=+
 03TC04  10  0.9 0x02 0x74         P03TC04  697 :.........<.........*......269:972......:.........:.........:.........:......... qa=+
 03TC05  11  1.3 0x02 0x75         P03TC05  703 :.........<.........*.......269:972.....:.........:.........:.........:......... qa=+
 03TC06  18  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>....479:974........:.........:.........:......... qa=+
 03TC07  19  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>......68::863......:.........:.........:......... qa=+
 03TC08  27  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:..368::962.........:.........:......... qa=+
 03TC09  22  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>......13699:9752...:.........:.........:......... qa=+
 03TC10  13  1.3 0x02 0x4d         P03TC10  463 :.........<.........*........1589:9752..:.........:.........:.........:......... qa=+
 03TC11  26  1.3 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.268::963:.........:.........:......... qa=+
 03TC12  28  0.9 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....279:9853.......:.........:......... qa=+
 03TD01  14  1.3 0x03 0x00         P03TD01    2 :.........<.........*.........158::86411:.........:.........:.........:......... qa=+
 03TD02  18  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>....379:97411......:.........:.........:......... qa=+
 03TD03  26  1.7 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:..579:973:.........:.........:......... qa=+
 03TD04  12  1.3 0x03 0x50         P03TD04  482 :.........<.........*......2579::862....:.........:.........:.........:......... qa=+
 03TD05  12  1.3 0x03 0x51         P03TD05  488 :.........<.........*.......3589:9742...:.........:.........:.........:......... qa=+
 03TD06  10  1.7 0x03 0x52         P03TD06  494 :.........<.........*.....2589:98621....:.........:.........:.........:......... qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*....2689:9752......:.........:.........:.........:......... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:1489:985.:.........:.........:......... qa=+
 03TD09  19  1.7 0x03 0x04         P03TD09   26 :.........<.........*.........>...36789:9741......:.........:.........:......... qa=+
 03TD10  24  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........3689:9863.:.........:.........:......... qa=+
 03TD11  12  1.3 0x03 0x06         P03TD11   38 :.........<.........*........269:9851...:.........:.........:.........:......... qa=+
 03TD12  14  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>48::963..:.........:.........:.........:......... qa=+
 03TE01  20  1.3 0x03 0x08         P03TE01   50 :.........<.........*.........>.....1589:974......:.........:.........:......... qa=+
 03TE02  16  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>..369::851.........:.........:.........:......... qa=+
 03TE03  17  1.7 0x03 0x0a         P03TE03   62 :.........<.........*.........>..168::9741........:.........:.........:......... qa=+
 03TE04  11  1.3 0x03 0x54         P03TE04  506 :.........<.........*.......158::85.....:.........:.........:.........:......... qa=+
 03TE05  10  1.3 0x03 0x55         P03TE05  512 :.........<.........*......27::85.......:.........:.........:.........:......... qa=+
 03TE06   6  1.3 0x03 0x56         P03TE06  518 :.........<.........*..58::963>.........:.........:.........:.........:......... qa=+
 03TE07   8  0.9 0x03 0x57         P03TE07  524 :.........<.........*....179:962........:.........:.........:.........:......... qa=+
 03TE08  15  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>.589:9742:.........:.........:.........:......... qa=+
 03TE09  20  1.3 0x03 0x0c         P03TE09   74 :.........<.........*.........>......379:98631....:.........:.........:......... qa=+
 03TE10  10  1.7 0x03 0x0d         P03TE10   80 :.........<.........*.....1579:9841.....:.........:.........:.........:......... qa=+
 03TE11  13  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........158::973..:.........:.........:.........:......... qa=+
 03TE12  11  1.3 0x03 0x0f         P03TE12   92 :.........<.........*......158::973.....:.........:.........:.........:......... qa=+
 04TA01  14  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........158::861..:.........:.........:.........:......... qa=+
 04TA02  16  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>..479:9841.........:.........:.........:......... qa=+
 04TA03  14  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>269:9863.:.........:.........:.........:......... qa=+
 04TA04   6  1.3 0x03 0x58         P04TA04  530 :.........<.........*.3689:9751.........:.........:.........:.........:......... qa=+
 04TA05   5  1.3 0x03 0x59         P04TA05  536 :.........<.........*1369::851>.........:.........:.........:.........:......... qa=0
 04TA06   9  0.9 0x03 0x5a         P04TA06  542 :.........<.........*.....489:972.......:.........:.........:.........:......... qa=+
 04TA07   5  1.3 0x03 0x5b         P04TA07  548 :.........<.........*158::973.>.........:.........:.........:.........:......... qa=0
 04TA08  13  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........379:9852..:.........:.........:.........:......... qa=+
 04TA09   6  1.3 0x03 0x14         P04TA09  122 :.........<.........*..389:973>.........:.........:.........:.........:......... qa=+
 04TA10   8  1.3 0x03 0x15         P04TA10  128 :.........<.........*....379:984........:.........:.........:.........:......... qa=+
 04TA11   8  1.3 0x03 0x16         P04TA11  134 :.........<.........*...1489:96.........:.........:.........:.........:......... qa=+
 04TA12   8  1.3 0x03 0x17         P04TA12  140 :.........<.........*....479:973........:.........:.........:.........:......... qa=+
 04TB01   8  1.3 0x03 0x18         P04TB12  146 :.........<.........*....379:9741.......:.........:.........:.........:......... qa=+
 04TB02  12  1.7 0x03 0x19         P04TB11  152 :.........<.........*........579:9852...:.........:.........:.........:......... qa=+
 04TB03  13  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>58::851..:.........:.........:.........:......... qa=+
 04TB04   4  1.3 0x03 0x5c         P04TB09  554 :.........<.........1589:951..>.........:.........:.........:.........:......... qa=0
 04TB05   8  0.9 0x03 0x5d         P04TB08  560 :.........<.........*....279:972........:.........:.........:.........:......... qa=+
 04TB06   6  1.3 0x03 0x5e         P04TB07  566 :.........<.........*..479:984>.........:.........:.........:.........:......... qa=+
 04TB07  10  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.....4...a...8.....:.........:.........:.........:......... qa=+
 04TB08  19  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.....479:974.......:.........:.........:......... qa=+
 04TB09  17  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>...38::84:.........:.........:.........:......... qa=+
 04TB10  18  0.9 0x03 0x1d         P04TB03  176 :.........<.........*.........>....269:961........:.........:.........:......... qa=+
 04TB11  13  1.3 0x03 0x1e         P04TB02  182 :.........<.........*.........379:96....:.........:.........:.........:......... qa=+
 04TB12  11  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.......17::95......:.........:.........:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....589:974.......:.........:.........:......... qa=+
 04TC02  14  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>48::962..:.........:.........:.........:......... qa=+
 04TC03  18  1.3 0x03 0x22         P04TC10  206 :.........<.........*.........>...2689:961........:.........:.........:......... qa=+
 04TC04  18  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>....369:9851.......:.........:.........:......... qa=+
 04TC05  15  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>.579:9851:.........:.........:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>......48::851......:.........:.........:......... qa=+
 04TC07  22  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>........279:962....:.........:.........:......... qa=+
 04TC08  20  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>......58::851......:.........:.........:......... qa=+
 04TC09  11  1.7 0x03 0x24         P04TC04  218 :.........<.........*.......379:9741....:.........:.........:.........:......... qa=+
 04TC10  18  1.3 0x03 0x25         P04TC03  224 :.........<.........*.........>....57::9732.......:.........:.........:......... qa=+
 04TC11  13  1.3 0x03 0x26         P04TC02  230 :.........<.........*.........>48::863..:.........:.........:.........:......... qa=+
 04TC12  12  1.3 0x03 0x27         P04TC01  236 :.........<.........*.........69:9852...:.........:.........:.........:......... qa=+
 04TD01  14  1.3 0x03 0x28         P04TD12  242 :.........<.........*.........>48::851..:.........:.........:.........:......... qa=+
 04TD02  21  1.3 0x03 0x29         P04TD11  248 :.........<.........*.........>.......37::85......:.........:.........:......... qa=+
 04TD03   9  0.9 0x03 0x2a         P04TD10  254 :.........<.........*.....379:974.......:.........:.........:.........:......... qa=+
 04TD04  22  1.7 0x03 0x64         P04TD09  602 :.........<.........*.........>.......1589:9863...:.........:.........:......... qa=+
 04TD05  14  1.3 0x03 0x65         P04TD08  608 :.........<.........*.........>379::862.:.........:.........:.........:......... qa=+
 04TD06  16  1.3 0x03 0x66         P04TD07  614 :.........<.........*.........>..379:9862.........:.........:.........:......... qa=+
 04TD07  18  1.3 0x03 0x67         P04TD06  620 :.........<.........*.........>...258::862........:.........:.........:......... qa=+
 04TD08  13  1.3 0x03 0x2b         P04TD05  260 :.........<.........*.........>38::85...:.........:.........:.........:......... qa=+
 04TD09  16  1.3 0x03 0x2c         P04TD04  266 :.........<.........*.........>..369::863.........:.........:.........:......... qa=+
 04TD10  17  1.3 0x03 0x2d         P04TD03  272 :.........<.........*.........>...369::862........:.........:.........:......... qa=+
 04TD11  19  1.3 0x03 0x2e         P04TD02  278 :.........<.........*.........>.....169::84.......:.........:.........:......... qa=+
 04TD12  16  1.3 0x03 0x2f         P04TD01  284 :.........<.........*.........>..159::851.........:.........:.........:......... qa=+
