#L2-ped algorithm finishRun(7132018), 
#L2H10,6,total event counter; x=cases,2953,2953,2953,0,0,0,
#L2ped  CPU/eve MPV 152 kTicks,  FWHM=3, seen eve=2953
# L2ped-Adc spectra, run=7132018, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 02TC10  26  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:.2467775322211111111111..1.1.:......... qa=+
 02TC11  22  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>........46787521.21212111.1..111.1.....1......... qa=+
 02TC12  20  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>.....2467864221121111.11.1...2.1......11......... qa=+
 02TD01  16  1.3 0x02 0x28         P02TD01  241 :.........<.........*.........>.146777533222211..11.11......:.........:......... qa=+
 02TD02  15  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.257875323212.11.11:.11...1..:.........:......... qa=+
 02TD03  16  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........>..1477764322111122.1.1.......:.......1.:......... qa=+
 02TD04  17  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>..236677754322112.111.....1..:..1......:........1 qa=+
 02TD05  17  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>..24677764322211.21:.1.11....:.........:......... qa=+
 02TD06  22  1.3 0x02 0x66         P02TD06  613 :.........<.........*.........>........35787643221122111.1.1:1..1....1:......... qa=+
 02TD07  18  1.3 0x02 0x67         P02TD07  619 :.........<.........*.........>....1467775322221.21..1...11.:111.....1:......... qa=+
 02TD08  23  1.3 0x02 0x2b         P02TD08  259 :.........<.........*.........>.........367875322121..2.1111:.1.....1.:.1.1..... qa=+
 02TD09  19  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....467775332222121.2.11...1:..1......:......... qa=+
 02TD10  17  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.........>..3567774233.12211.1....1.1..:....1..1.:1.1.....1 qa=+
 02TD11  24  1.7 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:25787532221112111.111.1....1.1...1.1... qa=+
 02TD12  23  1.7 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........36787642212122111.1.:..1.1.1..:......1.. qa=+
 02TE01  13  1.7 0x02 0x30         P02TE01  289 :.........<.........*.........>46777542221.11..111:.....1...:.1.......:......... qa=+
 02TE02  14  1.3 0x02 0x31         P02TE02  295 :.........<.........*.........>2567775322112.1..11:.....1...:.1..1.1..1......... qa=+
 02TE03  17  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>..25677764232111.21:11.111.1.:.1.......:......... qa=+
 02TE04  20  1.3 0x02 0x68         P02TE04  625 :.........<.........*.........>......25687653222111221..1..1:.2.1.....:.....1... qa=+
 02TE05  25  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.36786432112.11.1..:.1..1..11:......... qa=+
 02TE06  25  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:.46886422212.111.11:..1.2....:.1.1..1.. qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:47875322111.21.11..1111......:....1.... qa=+
 02TE08  18  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>..135677753222.1211:..1.11.1.:........1:......... qa=+
 02TE09   8  0.9 0x02 0x34         P02TE09  313 :.........<.........*....1578742231111112..2.....1:1........11.......1:......... qa=+
 02TE10  10  0.9 0x02 0x35         P02TE10  319 :.........<.........*......15787522211211111111.11:.........:.......1.:......... qa=+
 02TE11  15  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........>.257875322121.2111111....1.1.1.........:......... qa=+
 02TE12  14  1.7 0x02 0x37         P02TE12  331 :.........<.........*.........>2578753211211112.12:2..1..1..:.1.......:......... qa=+
 03TA01  12  0.9 0x02 0x38         P03TA01  337 :.........<.........*........25787532212212....1.1:.........:.....1...:.1....1.. qa=+
 03TA02  12  0.9 0x02 0x39         P03TA02  343 :.........<.........*........357875322212.1.1.21..:1.1..1...:...1.....:.1....... qa=+
 03TA03  20  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>......25787533321221.1...1..1:..1.1....:......... qa=+
 03TA04  20  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>......5678764312.2.1111.1....:.1.......:......... qa=+
 03TA05  18  1.7 0x02 0x6d         P03TA05  655 :.........<.........*.........>...13578763223211121.....11.1:.........:......... qa=+
 03TA06  19  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>....13678753212221121.1...1.111..1.11..1.1....... qa=+
 03TA07  20  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>......2478764322211121..1.1..:1........:......... qa=+
 03TA08  17  1.3 0x02 0x3b         P03TA08  355 :.........<.........*.........>..2467774222111111.:.11..1..1:1........:......... qa=+
 03TA09  13  1.3 0x02 0x3c         P03TA09  361 :.........<.........*.........>478764222211.111.21:....1.1..:.........:......... qa=+
 03TA10  18  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>....15787422212112.21....1...:.1.....1.:....1.... qa=+
 03TA11  17  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>....4688633112211111.1..1.111:.1.......:1........ qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>...57875322111.1..11.1.1.....:1.1......:........1 qa=+
 03TB01  14  2.6 0x02 0x40         P03TB01  385 :.........<.........*.........13567776653121.121..11...1....:1........:......... qa=+
 03TB02  19  2.2 0x02 0x41         P03TB02  391 :.........<.........*.........>..1246777765321112111.11.....:.........:......... qa=+
 03TB03  28  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:...2467776543322112111.1.2...:......... qa=+
 03TB04  18  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>.....468763322222.1211.11....:.1.......:......... qa=+
 03TB05  19  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>.....36787422122211111..11..11.........:......... qa=+
 03TB06  27  1.3 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:...367875332.11111111.1.1.1..:.1....... qa=+
 03TB07  23  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........36787532312....1.111:....1....:1.......1 qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........1467776543211211111.11..1.....:......... qa=+
 03TB09  15  2.6 0x02 0x44         P03TB09  409 :.........<.........*.........22567777665322.2.211:1.1......:.........:......... qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....456777654222122112..11..:..1......:......... qa=+
 03TB11  26  2.2 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:.357777642222.21..1:2..1.....1.2...1.1. qa=+
 03TB12  31  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......367776532221221111..12:1......1. qa=+
 03TC01  21  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>......24567775422211..1.....1:.......1.:......... qa=+
 03TC02  25  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:1467776432121221111:.....11..:......... qa=+
 03TC03  26  1.7 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:.136787532222212111:.........:........1 qa=+
 03TC04  12  0.9 0x02 0x74         P03TC04  697 :.........<.........*........157875322111212.....1:..111....:.........:........1 qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........>257874232322121..2111....11..:.........:......... qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>......1478764222222:1.1.2....:....1....:......... qa=+
 03TC07  21  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>........478763211122211111.11:1.11..1..:..1....1. qa=+
 03TC08  26  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:..35787632211.1.11211........:......1.. qa=+
 03TC09  20  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>......46777653221112111112.11:1.......1:.1....... qa=+
 03TC10  15  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>.46777643212112..11:11.1.1.1.:1..1....1:..1.....1 qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.136777643212221.1.1.1.1.11..:1....1... qa=+
 03TC12  27  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:...14677642222211111..111...1:1........ qa=+
 03TD01  17  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>.2467776532.1.21.1.:..11.1.1.:...1.....:......... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.......467775323.121..11111..:.....1..1:......... qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:...1578753332221...:.111.1...:....1.... qa=+
 03TD04  13  1.3 0x03 0x50         P03TD04  482 :.........<.........*........236777533222222211...:1.......11.........:......... qa=+
 03TD05  14  1.3 0x03 0x51         P03TD05  488 :.........<.........*.........146786533232212.111.1111.1....:.11......:......... qa=+
 03TD06  12  0.9 0x03 0x52         P03TD06  494 :.........<.........*.......135787532322111.1112.1:.........:.1...1...:.1....... qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*.....25787642222111:11.112..1:.....1...:..1......:......... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:125777643121211..1.1..1.1....:.......1. qa=+
 03TD09  20  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>..124567776643211211.1112111.1.........:......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........1356777642221.1121111.1.1111..1....1.... qa=+
 03TD11  16  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.146787522131.1111111...1..1.:.1....1..:......... qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>..257875322112121211.11......:....1....:......... qa=+
 03TE01  22  1.3 0x03 0x08         P03TE01   50 :.........<.........*.........>.......146777643221111..1..1.:11..1....:......1.1 qa=+
 03TE02  18  1.7 0x03 0x09         P03TE02   56 :.........<.........*.........>...246787532222.211:1111.1...:.........:......... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>......25787642221121111.1....:1..1.1...:..1...... qa=+
 03TE04  15  1.7 0x03 0x54         P03TE04  506 :.........<.........*.........>..578753232222.12.1:11.......1....11...:......... qa=+
 03TE05  12  1.3 0x03 0x55         P03TE05  512 :.........<.........*.........3687532221222211...1:...1.1...1.........:......... qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*....4787632221112111.111.11..1..11.....:.........:......... qa=+
 03TE07  12  1.3 0x03 0x57         P03TE07  524 :.........<.........*........2678642211.1221111.111.1....1..:.........:......... qa=+
 03TE08  16  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>..357776412112111.11..1..1...:.1.1..1..:......... qa=+
 03TE09  21  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>......2467776422111121..11...:...11....:......... qa=+
 03TE10  13  1.3 0x03 0x0d         P03TE10   80 :.........<.........*........125777743121212.11.1.21.......1:....1....:..11..... qa=+
 03TE11  17  1.7 0x03 0x0e         P03TE11   86 :.........<.........*.........>..2367776321221221111.112.1.11.1.....1.:......... qa=+
 03TE12  14  1.3 0x03 0x0f         P03TE12   92 :.........<.........*.........146777542222111.21.1111..1...11.1.......1......... qa=+
 04TA01  15  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>.357876432232.2.1..1....1..1.:.........:......... qa=+
 04TA02  17  1.3 0x03 0x11         P04TA02  104 :.........<.........*.........>...3577764332112211:...1....1:......1..:1........ qa=+
 04TA03  17  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>..1467875322221111.1..1......:1........:......... qa=+
 04TA04   9  1.7 0x03 0x58         P04TA04  530 :.........<.........*.....257875332121..1..1111...:......1.1:.1..1....:......... qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*.....147876432222..11112.....:......1..:.........:......... qa=+
 04TA06  10  1.3 0x03 0x5a         P04TA06  542 :.........<.........*......1477764121212221..111..1....1.1..:...1.....:......... qa=+
 04TA07   8  1.3 0x03 0x5b         P04TA07  548 :.........<.........*....2578764322111.1111....2..:.11....1.:.........:....1.... qa=+
 04TA08  14  1.3 0x03 0x13         P04TA08  116 :.........<.........*.........>367775422211..1.1..:.1.11....:..1......1......... qa=+
 04TA09   9  0.9 0x03 0x14         P04TA09  122 :.........<.........*......468753221111.111..11.1.:1....1.1.:......1..:.1....... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......368764.1112.111121111..:.1...1.1.:......1..1......... qa=+
 04TA11  11  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......25787522111121211.1...1..111..1.:.........:......... qa=+
 04TA12  11  1.3 0x03 0x17         P04TA12  140 :.........<.........*.......257874212.1111111..211:.1.......:1........:...1....1 qa=+
 04TB01  13  1.3 0x03 0x18         P04TB12  146 :.........<.........*.........4678742211112..1..1.:.........:.........:......... qa=+
 04TB02  16  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>..467776332211211111.11...11.1...1.....:......... qa=+
 04TB03  17  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...2578753222111111:111......1.........:......... qa=+
 04TB04   8  1.3 0x03 0x5c         P04TB09  554 :.........<.........*....367874222221121111.1.....:.....1..1:.........:......... qa=+
 04TB05  10  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......2578642311112111..11.1.12........:.....1..1:......... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*.....3688632122112.1.11....1.:..1.1....:.........:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........6...8...4.:.2...2...2...2...1.:.........1...1..... qa=+
 04TB08  23  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........25787652212112.21211:.1.......:......11. qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......1578642.2221111.11.1..1:1........:1......1. qa=+
 04TB10  21  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>........47874322.1.11...1.21.:.1.......:.1....... qa=+
 04TB11  15  1.3 0x03 0x1e         P04TB02  182 :.........<.........*.........>..26876331222.1.11.11122.1.11:.....1...:.1....... qa=+
 04TB12  14  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>.57875222211121211.:1........:...1.....:....1.... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>....24678753222.211:.111..1.1:...1.....:......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...157876432211222.:.1.......:.....1...:......... qa=+
 04TC03  11  1.3 0x03 0x22         P04TC10  206 :.........<.........*.......1468864222211.2.....111.11......:..1.....1:......... qa=+
 04TC04  19  1.7 0x03 0x60         P04TC09  578 :.........<.........*.........>......4777643221221:.1..1.1.1:....11...:......... qa=+
 04TC05  17  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>...3677764221211111:.111.....:.........:1........ qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>.....11578754322212:2112.1.1.1...1.....:........1 qa=+
