#L2-ped Run(7139043)
#L2H10,6,total event counter; x=cases,447,447,447,0,0,0,
#L2ped  CPU/eve MPV 155 kTicks,  FWHM=3, seen eve=447
# L2ped-Adc spectra, run=7139043, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TE06  18  1.7 0x02 0x56         P01TE06  517 :.........<.........*.........>....2455543211.....:...1..1..:.........:......... qa=+
 01TE07  18  1.3 0x02 0x57         P01TE07  523 :.........<.........*.........>....1356541211.1.1.1.........:.........:......... qa=+
 01TE08  23  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>.........:2466411..:11...1...:.........:......... qa=+
 01TE09  24  1.3 0x02 0x0c         P01TE09   73 :.........<.........*.........>.........:1356543..:..1....1.:......1..:......... qa=+
 01TE10  20  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>......14564121...1.:....1..1.:.........:..1...... qa=+
 01TE11  27  1.3 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:...2456522.........:.........:......... qa=+
 01TE12  22  1.3 0x02 0x0f         P01TE12   91 :.........<.........*.........>.........256554...1:.1.......:.........:......... qa=+
 02TA01  17  1.3 0x02 0x10         P02TA12   97 :.........<.........*.........>....3566421.1..1...:.........:.....1...:......... qa=+
 02TA02  19  1.3 0x02 0x11         P02TA11  103 :.........<.........*.........>......246642111.1..1.........:.........:......... qa=+
 02TA03  21  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>........14664...1.1:.....1...:...1.....:......... qa=+
 02TA04  14  0.9 0x02 0x58         P02TA09  529 :.........<.........*.........>1256542111..1......:........11.........:......... qa=+
 02TA05  15  1.3 0x02 0x59         P02TA08  535 :.........<.........*.........>..256542.1.........:.11...1..:.........:......... qa=+
 02TA06  19  1.7 0x02 0x5a         P02TA07  541 :.........<.........*.........>......35653211...1.:.....1...:.........:......... qa=+
 02TA07  30  1.7 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:.......356543.1.1..:11.11....:..1...... qa=+
 02TA08  23  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.........:3565311111.........:.........:......... qa=+
 02TA09  12  0.9 0x02 0x14         P02TA04  121 :.........<.........*.........356521..1.1...1..1..:.........:.........:......... qa=+
 02TA10  14  1.3 0x02 0x15         P02TA03  127 :.........<.........*.........>.45652.11:1.1......:.........:.........:......... qa=+
 02TA11  16  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>...246642:.....11.1:.......1.1.........:......... qa=+
 02TA12  20  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>......256642111....11........:.........:......... qa=+
 02TB01   9  1.3 0x02 0x18         P02TB12  145 :.........<.........*......2565421.1.1..:..1....1.:..1......:.........:......... qa=+
 02TB02  22  1.7 0x02 0x19         P02TB11  151 :.........<.........*.........>.......234565321.21:.1.......:.........:......... qa=+
 02TB03  20  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>.......2565412.1...:........1:....1....:......... qa=+
 02TB04  21  1.7 0x02 0x5c         P02TB09  553 :.........<.........*.........>.......1456532.1.111.........:.........:......... qa=+
 02TB05  22  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>.........2466422...:.1.1.....1.......1.:......... qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.......356542..1..1:1........:.....1...:......... qa=+
 02TB07  21  1.7 0x02 0x5f         P02TB06  571 :.........<.........*.........>.......145654121.1.:1......1.:.........:......... qa=+
 02TB08  22  1.7 0x02 0x1b         P02TB05  163 :.........<.........*.........>.......12455542.1..1...11....:.........:.......1. qa=+
 02TB09  18  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>.....246642111.....:...1.....:.........:......... qa=+
 02TB10  24  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:.3665211111........:1........:......... qa=+
 02TB11  25  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:..256642111..1.....1.........:......... qa=+
 02TB12  23  1.7 0x02 0x1f         P02TB01  187 :.........<.........*.........>.........2456531..1:......1..:.........:......... qa=+
 02TC01  17  1.3 0x02 0x20         P02TC01  193 :.........<.........*.........>..135555321111.11..:.........:.........:......... qa=+
 02TC02  13  1.3 0x02 0x21         P02TC02  199 :.........<.........*........12456532..11.1..1.1..:.........:.........:......... qa=+
 02TC03  23  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>.........14565311..:.11.1...1:.........:......... qa=+
 02TC04  14  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>13565331.1.........:.........:.........:......... qa=+
 02TC05  20  0.9 0x02 0x61         P02TC05  583 :.........<.........*.........>.......356542.1.1.111........:.........:......... qa=+
 02TC06  23  1.7 0x02 0x62         P02TC06  589 :.........<.........*.........>.........13565422.1:1.11.....:....1....:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:.356543111.........1.11......:......... qa=+
 02TC08  23  1.3 0x02 0x23         P02TC08  211 :.........<.........*.........>.........:3565421111.......1.:.........:......... qa=+
 02TC09  16  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........>..34555422.1....1..:1........:.........1......... qa=+
 02TC10  25  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:.145655211...1..11.1.........:......... qa=+
 02TC11  21  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>........356642.1...1.1.11..1.:.1.......:.......1. qa=+
 02TC12  19  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>.....1356642111....:.1......1:.........:......... qa=+
 02TD01  15  1.3 0x02 0x28         P02TD01  241 :.........<.........*.........>.125664211.1111....:.........:.........:......... qa=+
 02TD02  15  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.14565311:1..1...1.:.........:.........:......... qa=+
 02TD03  16  1.7 0x02 0x2a         P02TD03  253 :.........<.........*.........>..2456531111.1.1...:...1.....:.........:......... qa=+
 02TD04  18  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>..11345554211.....1:..1.....1:1........:......... qa=+
 02TD05  17  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>..13455542.11.1112.:.........:.........:......... qa=+
 02TD06  22  1.3 0x02 0x66         P02TD06  613 :.........<.........*.........>........1356542..111.......1.:.....1...:......1.. qa=+
 02TD07  18  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>.....3565421...1..11.1..1....:.1.......:......... qa=+
 02TD08  23  1.7 0x02 0x2b         P02TD08  259 :.........<.........*.........>.........:3565321..:.........:.........:......... qa=+
 02TD09  19  1.3 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....34565321...1..:.........:.........:......... qa=+
 02TD10  17  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.........>..12456531.1.1..1..:.........:.........:......... qa=+
 02TD11  24  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:1356542.11.........:.........:......... qa=+
 02TD12  23  1.7 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........135654211.:1..1.....:.........:......... qa=+
 02TE01  14  1.7 0x02 0x30         P02TE01  289 :.........<.........*.........>2455531.1:1......1.:.........:.........:......... qa=+
 02TE02  14  1.7 0x02 0x31         P02TE02  295 :.........<.........*.........>.356553211...1.....:.........:.........:......... qa=+
 02TE03  17  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>...23565421.....1.11.........:.........:......... qa=+
 02TE04  20  1.3 0x02 0x68         P02TE04  625 :.........<.........*.........>......1356553121...:...1.....:......1..:......... qa=+
 02TE05  25  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.14664221:.1.1.....:.........:.1....... qa=+
 02TE06  24  1.7 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:1356532..:....1....:........1:......... qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:15654..11:......1..:....1....:......... qa=+
 02TE08  18  1.3 0x02 0x33         P02TE08  307 :.........<.........*.........>...125565311..1....:...1.....1..1......:......... qa=+
 02TE09   8  0.9 0x02 0x34         P02TE09  313 :.........<.........*.....35653.1.....1.1......11.:.........:.........:......... qa=+
 02TE10  10  1.3 0x02 0x35         P02TE10  319 :.........<.........*......135653.111...:1.......1:.........:.........:......... qa=+
 02TE11  15  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........>.1356532.1.1...1...11........:.........:......... qa=+
 02TE12  14  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........>125664211:1.....1..:...11....:.........:......... qa=+
 03TA01  12  1.3 0x02 0x38         P03TA01  337 :.........<.........*........1356541112.:.......1.:.........:.........:......... qa=+
 03TA02  12  0.9 0x02 0x39         P03TA02  343 :.........<.........*........13565321...:1.1......:.........:.........:......... qa=+
 03TA03  20  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>......245653.2.2...:.........:.........:......... qa=+
 03TA04  20  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>.....1245654211..11:.....1...:....1....:......... qa=+
 03TA05  18  1.7 0x02 0x6d         P03TA05  655 :.........<.........*.........>....24565321...1...:.........:.........:......... qa=+
 03TA06  19  0.9 0x02 0x6e         P03TA06  661 :.........<.........*.........>.....1356531.11.11.1.........:.........:......... qa=+
 03TA07  20  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>.......3465522.21..:.........:1........:......... qa=+
 03TA08  16  1.3 0x02 0x3b         P03TA08  355 :.........<.........*.........>...35654221.1......:.........:.........:......... qa=+
 03TA09  13  1.3 0x02 0x3c         P03TA09  361 :.........<.........*.........>35654211.1..1..1.1.:.....1...:.........:......... qa=+
 03TA10  18  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>....135653.2.......:....1....:.........:......... qa=+
 03TA11  18  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>....146641.1.1...1.:.........:.........:......... qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>...356531:...1..1.1:.........:.........:......... qa=+
 03TB01  16  1.7 0x02 0x40         P03TB01  385 :.........<.........*.........>.2355554411........:.........:.........:......... qa=+
 03TB02  19  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>.....345554312.1...:....1....:.........:......... qa=+
 03TB03  29  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:....13455543211.11.:.........:......... qa=+
 03TB04  18  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>.....35653111.1....1.........:.........:......... qa=+
 03TB05  19  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>....1246641111.1...:.......1.:.........:......... qa=+
 03TB06  27  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:.1.14565221...1....:..1......:......... qa=+
 03TB07  23  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........245653.11.1...1.....1..1......:..1...... qa=+
 03TB08  25  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:2455554311.....1...:......1..:......... qa=+
 03TB09  17  2.2 0x02 0x44         P03TB09  409 :.........<.........*.........>.3345555431.....1..:1.11.....:.........:......... qa=+
 03TB10  21  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....2345555321....:.........:.........:......... qa=+
 03TB11  26  2.2 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:.235555421.....11..:.........:......... qa=+
 03TB12  32  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......145555311...:1.1......:......... qa=+
 03TC01  21  2.2 0x02 0x48         P03TC01  433 :.........<.........*.........>......22455553.1..1:..1......:.........:......... qa=+
 03TC02  25  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:134565312111....1..:.........:......... qa=+
 03TC03  26  1.7 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:..3456531:.1.......:.........:......... qa=+
 03TC04  12  0.9 0x02 0x74         P03TC04  697 :.........<.........*.........256522.1..12.......1:.1.......:.........:......... qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........>1256542.1:11......1:....1....:.........:......... qa=+
 03TC06  21  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>.......1466431.1...:.1....1..:.........:......... qa=+
 03TC07  21  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>........146642.....:1.1.11...:.........:......... qa=+
 03TC08  26  1.7 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:..345653.:.........:.1.......:......... qa=+
 03TC09  20  1.3 0x02 0x4c         P03TC09  457 :.........<.........*.........>.....124565421...111.........:.........:......... qa=+
 03TC10  14  2.2 0x02 0x4d         P03TC10  463 :.........<.........*.........>13555531.:1..1.....:.........:.........:......... qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:..2455541:...11.1.1:1........:......... qa=+
 03TC12  28  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....3556421..1..1.1:.....11..:......... qa=+
 03TD01  17  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>..245555321..1....1:.........:1........:......... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.......2466541.1...1......1..:.........:......... qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:....256541....1....:.........:......... qa=+
 03TD04  13  1.7 0x03 0x50         P03TD04  482 :.........<.........*.........1456541...:.1.....11:.........:.........:......... qa=+
 03TD05  14  1.3 0x03 0x51         P03TD05  488 :.........<.........*.........>1456542111......11.:.........:.........1......... qa=+
 03TD06  12  0.9 0x03 0x52         P03TD06  494 :.........<.........*........145654..111:.........:.........:.........:......... qa=+
 03TD07  10  1.3 0x03 0x53         P03TD07  500 :.........<.........*......2456532......:11......1:.........:.........:......... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:12355543.1..1..11..1.........1......... qa=+
 03TD09  19  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>...1.345555431.....:.........:.........1......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........112456543111..1.....:....1....:......... qa=+
 03TD11  16  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>..2466531:1........:.1.1.....:.........:......... qa=+
 03TD12  16  1.7 0x03 0x07         P03TD12   44 :.........<.........*.........>...45653.:...1.....:.........:.........:......... qa=+
 03TE01  22  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>.......1245654211..:......1..:.........:......... qa=+
 03TE02  18  1.7 0x03 0x09         P03TE02   56 :.........<.........*.........>....245654.11.11.1.1.........:.........:......... qa=+
 03TE03  20  0.9 0x03 0x0a         P03TE03   62 :.........<.........*.........>......1356542.1..1.1.1.......:.........:......... qa=+
 03TE04  15  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>..3565311:111.1....:.........:.........:......... qa=+
 03TE05  12  1.3 0x03 0x55         P03TE05  512 :.........<.........*.........246631111.:..11...11:.........:.........:......... qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*....2565411.2....1.:.1.......:.........:.........:......... qa=+
 03TE07  12  0.9 0x03 0x57         P03TE07  524 :.........<.........*........1256531..1.:1........:.1.......:.........:......... qa=+
 03TE08  16  1.3 0x03 0x0b         P03TE08   68 :.........<.........*.........>...3566421.11....11:....1....:.1.......:......... qa=+
 03TE09  21  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>.......245554311...:1......1.:.11......:......... qa=+
 03TE10  13  1.7 0x03 0x0d         P03TE10   80 :.........<.........*.........>35555311.:1.....1..:....11...:.........:......... qa=+
 03TE11  17  1.7 0x03 0x0e         P03TE11   86 :.........<.........*.........>...24565421.....1..:.........:.........:......... qa=+
 03TE12  13  1.3 0x03 0x0f         P03TE12   92 :.........<.........*.........>356552.1.:......1..:.1.1.....:.........:......... qa=+
 04TA01  16  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>..3566431:..1......:.........:.........:......... qa=+
 04TA02  18  1.3 0x03 0x11         P04TA02  104 :.........<.........*.........>...2356643111....1.1..1..1.1.:.........:......... qa=+
 04TA03  17  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>..12356533111.1....:.........:.........:......1.. qa=+
 04TA04   9  0.9 0x03 0x58         P04TA04  530 :.........<.........*......3565421..11..:.........:.........:.........:......... qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*......24664211...111.....1...:.........:.........:......... qa=+
 04TA06  10  1.3 0x03 0x5a         P04TA06  542 :.........<.........*.......256642111...1.1.......1.........:.........:......... qa=+
 04TA07   8  1.3 0x03 0x5b         P04TA07  548 :.........<.........*....135654111111...:.........:.........:.........:......... qa=+
 04TA08  14  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........>24565421.:1...1....:.........:.........:......... qa=+
 04TA09   9  1.3 0x03 0x14         P04TA09  122 :.........<.........*......2466421...11.:.........:.1.......:.........:......... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......1566411.1....:1.....1..:...1.....:.........:......... qa=+
 04TA11  11  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......13565221....:...1.....:...1.....:.........:......... qa=+
 04TA12  11  1.3 0x03 0x17         P04TA12  140 :.........<.........*.......13565211...1:1........:.........:.........:......... qa=+
 04TB01  13  1.3 0x03 0x18         P04TB12  146 :.........<.........*.........2456531112:.........:.........:.........:......... qa=+
 04TB02  16  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>..24565422.1.1.11..:.........:.........:......... qa=+
 04TB03  17  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...1356531..11.11..:.........:.........:......... qa=+
 04TB04   8  1.3 0x03 0x5c         P04TB09  554 :.........<.........*....246652.1.......:...1.....:.........:.........:......... qa=+
 04TB05  10  1.3 0x03 0x5d         P04TB08  560 :.........<.........*.......35651..2..1.:......1..:.........:.........:......... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*.....146641...1....1...1.....:.........:.........:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........4...6...1.:.1.......1.........:.........:......... qa=+
 04TB08  24  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........12566531..1111....1.1.........:......... qa=+
 04TB09  20  0.9 0x03 0x1c         P04TB04  170 :.........<.........*.........>.......356521...1..:.........:.........:......... qa=+
 04TB10  21  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>........256532.....:.....1...:.........:......... qa=+
 04TB11  15  1.3 0x03 0x1e         P04TB02  182 :.........<.........*.........>...4654..1.1.11....:.........:.........:......... qa=+
 04TB12  14  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>.256532..:.1.......:11.......:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....135654221.1...:.........:.........:......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...12565412..1..11.:.........:.........:......... qa=+
 04TC03  12  1.3 0x03 0x22         P04TC10  206 :.........<.........*........13565321..12.........:.........:.........:......... qa=+
 04TC04  20  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>......2566411111..11.........:.........:...1..... qa=+
 04TC05  17  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>...145654211.1.1.1.:.........:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>.......35654221.11.1..1.12...:.........:......... qa=+
 04TC07  21  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>........35653212.111..1.1....:.........:......... qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>.........256542.1..:1..11....:......1..:......... qa=+
 04TC09  12  1.3 0x03 0x24         P04TC04  218 :.........<.........*.......1145653.....:.........:.........:.........:......... qa=+
 04TC10  20  1.3 0x03 0x25         P04TC03  224 :.........<.........*.........>.......456541..1...:1........:.....1...1......... qa=+
 04TC11  16  0.9 0x03 0x26         P04TC02  230 :.........<.........*.........>..1256531:11.......:........1:.........:......... qa=+
 04TC12  14  1.7 0x03 0x27         P04TC01  236 :.........<.........*.........>.456542..:1..1.....:1........:.........:......... qa=+
 04TD01  14  1.3 0x03 0x28         P04TD12  242 :.........<.........*.........>.14664212:...1.....:.........:.........:......... qa=+
 04TD02  23  1.3 0x03 0x29         P04TD11  248 :.........<.........*.........>.........1456531.1.11..1.....:......1..:......... qa=+
 04TD03  10  1.7 0x03 0x2a         P04TD10  254 :.........<.........*.......356532......:...1.....:.........:.........:......... qa=+
 04TD04  20  1.3 0x03 0x64         P04TD09  602 :.........<.........*.........>......24565431.1112:1...1....:.........:...1..... qa=+
