#L2-ped algorithm finishRun(7090019), compiled: Mar 27 2006 , 16:21:09
#L2H10,6,total event counter; x=cases,183019,45755,45755,0,0,0,
#L2ped  CPU/eve MPV 30 kTicks,  FWHM=2, seen eve=183019
#L2ped  will save full spectra for all towers
# L2ped-Adc spectra, run=7090019, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TC08  31  1.3 0x01 0x4b         P01TC08  450 :.........<.........*.........>.........:.......479::975554444443333232123212122 qa=+
 01TC09  20  1.7 0x01 0x4c         P01TC09  456 :.........<.........*.........>.....379:::975444444343433322222222211221.12.1.2. qa=+
 01TC10  29  1.7 0x01 0x4d         P01TC10  462 :.........<.........*.........>.........:....368:::8755544434333333332322.122112 qa=+
 01TC11  31  1.7 0x01 0x4e         P01TC11  468 :.........<.........*.........>.........:.......479:::86544444433333233222212221 qa=+
 01TC12  24  1.7 0x01 0x4f         P01TC12  474 :.........<.........*.........>.........158:::865544444343333322322122212122111. qa=+
 01TD01  19  1.7 0x02 0x00         P01TD01    1 :.........<.........*.........>....148:::86555444443333323211.22121111111..2.... qa=+
 01TD02  23  1.7 0x02 0x01         P01TD02    7 :.........<.........*.........>........158:::8765544443333332312222.221.211..11. qa=+
 01TD03  28  1.3 0x02 0x02         P01TD03   13 :.........<.........*.........>.........:...168::986555444333333232222212211221. qa=+
 01TD04  17  1.7 0x02 0x50         P01TD04  481 :.........<.........*.........>..468:::97555444433332232321112211.21.1:.2.....1. qa=+
 01TD05  19  1.7 0x02 0x51         P01TD05  487 :.........<.........*.........>...1589::9755554444433322322322.12121111121.111.1 qa=+
 01TD06  24  1.7 0x02 0x52         P01TD06  493 :.........<.........*.........>........1589:::9755544443333323322222211.22122.2. qa=+
 01TD07  21  1.7 0x02 0x53         P01TD07  499 :.........<.........*.........>.....2579:::986554444443333232221211212112211.1.. qa=+
 01TD08  26  1.3 0x02 0x03         P01TD08   19 :.........<.........*.........>.........:.268:::85554444444333323321222221221211 qa=+
 01TD09  13  2.2 0x02 0x04         P01TD09   25 :.........<.........*........268:::9875544443443333333322111222111111111.1.11.11 qa=+
 01TD10  22  1.7 0x02 0x05         P01TD10   31 :.........<.........*.........>.......3689::9865544444343343332322222121121.1111 qa=+
 01TD11  22  1.7 0x02 0x06         P01TD11   37 :.........<.........*.........>.......469:::87554444443333223312222111222121.111 qa=+
 01TD12  28  1.3 0x02 0x07         P01TD12   43 :.........<.........*.........>.........:...379::987544444443333233333322222.221 qa=+
 01TE01  22  1.7 0x02 0x08         P01TE01   49 :.........<.........*.........>.......158:::976554544433322312121..11111..2...11 qa=+
 01TE02  21  1.7 0x02 0x09         P01TE02   55 :.........<.........*.........>.......47:::8655454443333333212211212.111.1..1... qa=+
 01TE03  27  1.7 0x02 0x0a         P01TE03   61 :.........<.........*.........>.........:..158:::86555544433333321.212112122.1.1 qa=+
 01TE04  15  1.3 0x02 0x54         P01TE04  505 :.........<.........*.........>148:::865554444333433221232112111.111..:1.11.1.11 qa=+
 01TE05  16  1.3 0x02 0x55         P01TE05  511 :.........<.........*.........>..269::96655544444433333223322.222212.1:221111... qa=+
 01TE06  18  1.7 0x02 0x56         P01TE06  517 :.........<.........*.........>....479:::865554444433323322.2221121121:...1.2... qa=+
 01TE07  18  1.7 0x02 0x57         P01TE07  523 :.........<.........*.........>...168:::865554444434333332222232121.1222..2.1... qa=+
 01TE08  24  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>.........:48:::86555444444234322223222222211112.1 qa=+
 01TE09  25  1.3 0x02 0x0c         P01TE09   73 :.........<.........*.........>.........:479::98655544444433333322221221222..122 qa=+
 01TE10  20  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>......58:::86544444343433332233322212222211.1..2. qa=+
 01TE11  26  1.3 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:..27:a:85544444433333333332211221222212 qa=+
 01TE12  24  1.3 0x02 0x0f         P01TE12   91 :.........<.........*.........>.........169::9865444434333333333232213221121.121 qa=+
 02TA01  18  1.7 0x02 0x10         P02TA12   97 :.........<.........*.........>...378:::865544444332312222211121211...111.1..... qa=+
 02TA02  19  1.3 0x02 0x11         P02TA11  103 :.........<.........*.........>.....489::86555444433332321321112111.1.121...1.11 qa=+
 02TA03  22  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>.......148::9765554444433432322232121211211111111 qa=+
 02TA04  14  0.9 0x02 0x58         P02TA09  529 :.........<.........*.........>37:a:865555544443333332332222221.211112111121.21. qa=+
 02TA05  16  1.7 0x02 0x59         P02TA08  535 :.........<.........*.........>..58:::8655544444443322332.21221121.2111..1.11... qa=+
 02TA06  20  1.3 0x02 0x5a         P02TA07  541 :.........<.........*.........>.....379::97555444444433332222323221222122.221..1 qa=+
 02TA07  30  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:......379::9755544444444333233222322211 qa=+
 02TA08  23  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.........37:::865545444433333332222212222..12111. qa=+
 02TA09  12  0.9 0x02 0x14         P02TA04  121 :.........<.........*........279a:855544444333333232322222222212111112:1.1111..1 qa=+
 02TA10  14  1.3 0x02 0x15         P02TA03  127 :.........<.........*.........1479::865544444334433333333232122122111112.1111111 qa=+
 02TA11  16  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>..169::96554444434333332223222222211121111..1.1.. qa=+
 02TA12  19  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>.....479::965544444343343333322222121222121111.2. qa=+
 02TB01  10  1.7 0x02 0x18         P02TB12  145 :.........<.........*.....158:::865554444333322332222.12111.1.11.21.1.:..1..1... qa=+
 02TB02  22  1.7 0x02 0x19         P02TB11  151 :.........<.........*.........>......2589:::8655545444333223322222.11221.11..1.1 qa=+
 02TB03  20  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>......269::976555544434333231332211121122112.1111 qa=+
 02TB04  21  1.3 0x02 0x5c         P02TB09  553 :.........<.........*.........>......158:::975555444333423222212211111:1.1..11.. qa=+
 02TB05  23  1.3 0x02 0x5d         P02TB08  559 :.........<.........33222212121..111....48:::76555444333322332222222221121..11.. qa=+
 02TB06  21  1.7 0x02 0x5e         P02TB07  565 :.........<.........*.........>......158:::8655554443433433322321122221111111... qa=+
 02TB07  21  1.3 0x02 0x5f         P02TB06  571 :.........<.........*.........>.......479::9865545444433332222222211.22111111111 qa=+
 02TB08  22  1.7 0x02 0x1b         P02TB05  163 :.........<.........*.........>.......2589::986555444443333223321212.2112.111..1 qa=+
 02TB09  19  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>....269::96554444443432233332222222.111:..1...... qa=+
 02TB10  24  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:169::855544443443333322232221211212.221 qa=+
 02TB11  25  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:.479::965444444333323332223322122.21111 qa=+
 02TB12  23  1.7 0x02 0x1f         P02TB01  187 :.........<.........*.........>.........58:::96544444433333323332222211212.12111 qa=+
 02TC01  17  1.3 0x02 0x20         P02TC01  193 :.........<.........*.........>.1589::986554444433322322221.22121.11..:.111.1.11 qa=+
 02TC02  13  1.7 0x02 0x21         P02TC02  199 :.........<.........*........168:::9765554443332222212222112:11111.1..:..1.1.... qa=+
 02TC03  23  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>........269:::8655544433333322232222122:.1112.1.1 qa=+
 02TC04  14  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>269::98655554444333323322222122221.12.2:21111.1.. qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>......479::9865555444443333222231221221:1221111.. qa=+
 02TC06  23  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>........1479::97555544444333321222222211...11.2.. qa=+
 02TC07  25  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:279::986554544443433323222222122221211. qa=+
 02TC08  24  1.3 0x02 0x23         P02TC08  211 :.........<.........*.........>.........479::9755554444443333322221221212221111. qa=+
 02TC09  16  2.2 0x02 0x24         P02TC09  217 :.........<.........*.........>14789::98655444443333333233212122121112212.111111 qa=+
 02TC10  26  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:1579:::8655444444333333323221221112.1.2 qa=+
 02TC11  22  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>......1479::9855444434333332322332222211212111121 qa=+
 02TC12  20  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>.....369::975544444333333333322322.222111.2.21.11 qa=+
 02TD01  16  1.7 0x02 0x28         P02TD01  241 :.........<.........*.........>.158:::87655544433432322221.111.12.211.11..11.... qa=+
 02TD02  15  1.7 0x02 0x29         P02TD02  247 :.........<.........*.........>158:::86555444433333222.12.1122..1.11..1..1.1.... qa=+
 02TD03  17  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........>..379::976555444443433333312122212112.11.12.1.11. qa=+
 02TD04  21  2.2 0x02 0x64         P02TD04  601 :.........<.........*.........>.1468....::::....5545....4433:...2222..:.2211.... qa=+
 02TD05  18  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>.13689::9865544444433323232212212211...1..2...... qa=+
 02TD06  22  1.7 0x02 0x66         P02TD06  613 :.........<.........*.........>.......469:::97555444444333332322222122211111.1.1 qa=+
 02TD07  19  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>....158:::9865554444333332222:212221211222121..11 qa=+
 02TD08  23  1.7 0x02 0x2b         P02TD08  259 :.........<.........*.........>........158:::8655444443433322332112122122212.1.. qa=+
 02TD09  19  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>....268:::97555444444433332222222212221:22.1.111. qa=+
 02TD10  17  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.........>..368:::8655544444433333332322222221..21212.1.11. qa=+
 02TD11  24  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:479::975554443333333333223222112.221.2. qa=+
 02TD12  23  1.7 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........58:::975444444444333332233122121222..212 qa=+
 02TE01  14  1.7 0x02 0x30         P02TE01  289 :.........<.........*.........158:::976555444333332221122112:.11.111..:1........ qa=+
 02TE02  15  1.7 0x02 0x31         P02TE02  295 :.........<.........*.........1369:::86554544433323321221.11111111....:.11...... qa=+
 02TE03  17  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>..3689::986555444444333232222321222121111.111...1 qa=+
 02TE04  21  1.7 0x02 0x68         P02TE04  625 :.........<.........*.........>......368:::9765554444433332223223221121121111.2. qa=+
 02TE05  25  0.9 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.48:a:865554444433333322222221221221211 qa=+
 02TE06  25  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:168::9865544444443333333313212121112112 qa=+
 02TE07  24  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:58::97555544444433333321231122222111.11 qa=+
 02TE08  18  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>..1479:::8655444444343333322222211211111.121.1.11 qa=+
 02TE09   8  1.3 0x02 0x34         P02TE09  313 :.........<.........*.....69a:8655444444433333333332232121.11....11..1:1...1121. qa=+
 02TE10  10  1.3 0x02 0x35         P02TE10  319 :.........<.........*......269::9655444444443323333332222222112222.11.111111..11 qa=+
 02TE11  15  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........>.58:::8655444434443333323222212222221.1:11111111. qa=+
 02TE12  14  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........>379::9654444443333333332332222122.11111121.11111. qa=+
 03TA01  12  0.9 0x02 0x38         P03TA01  337 :.........<.........*.......258:::866554433333232222211211211..111..21:.......1. qa=+
 03TA02  12  1.3 0x02 0x39         P03TA02  343 :.........<.........*.......1479::975555544443333321221211211112.111.1:11....... qa=+
 03TA03  20  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>.....158:::8655554443334333222212222122:1111..111 qa=+
 03TA04  20  1.3 0x02 0x6c         P03TA04  649 :.........<.........*.........>....14689::986554444333332332322111121.1221.11..2 qa=+
 03TA05  18  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>....579::975554444433333333222211221.111121..1.11 qa=+
 03TA06  19  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>....1479::9755554444443333323:23211212.2.112112.1 qa=+
 03TA07  21  1.7 0x02 0x6f         P03TA07  667 :.........<.........*.........>.......58:::975545443444333322222222211:111212122 qa=+
 03TA08  17  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>..379:::8654444443433322232221211.1122.21111.1..1 qa=+
 03TA09  13  1.3 0x02 0x3c         P03TA09  361 :.........<.........*........137:::9655444444333323321322122:2..11112121111.1.1. qa=+
 03TA10  18  0.9 0x02 0x3d         P03TA10  367 :.........<.........*.........>....37:a:8554444443333232333121112221112.111.1.1. qa=+
 03TA11  18  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>...158::975554444443333333322:222..1.22:111..1..1 qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>..37:::8654444443333332333232212312212111.121111. qa=+
 03TB01  16  2.6 0x02 0x40         P03TB01  385 :.........<.........*.........>4689:::98765544343332222121.11..211....:.11.11... qa=+
 03TB02  19  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>..23689:::9865554433333322222112112.21.:11112.... qa=+
 03TB03  29  2.2 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:...1479:::98765544443333223221111121.11 qa=+
 03TB04  19  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>....268::965555444433333222322122222.21:1.111...1 qa=+
 03TB05  19  1.7 0x02 0x71         P03TB05  679 :.........<.........*.........>....258:::8655555444433233323222122.212121.111.1. qa=+
 03TB06  27  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:..158:::86555444344433333322221212.21.1 qa=+
 03TB07  23  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>........1479::9765554444433333323212212122211121. qa=+
 03TB08  25  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........2589:::987554444343332222222223.12221121 qa=+
 03TB09  17  2.6 0x02 0x44         P03TB09  409 :.........<.........*.........1467999:9997654444443333333232212121.2..12121.1.11 qa=+
 03TB10  20  2.2 0x02 0x45         P03TB10  415 :.........<.........*.........>...13579:::987654444333333322222222212.111...2.1. qa=+
 03TB11  26  2.2 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:1479:::986544444443333332323122112.122. qa=+
 03TB12  32  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:......1579:::97544444343333322122122.12 qa=+
 03TC01  22  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>......3679:::9765554443333332222221121.1.....1..1 qa=+
 03TC02  25  1.3 0x02 0x49         P03TC02  439 :.........<.........*.........>.........14689::97655444343333222221222211111112. qa=+
 03TC03  26  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:.2589::9655545444333332222222121121.121 qa=+
 03TC04  12  0.9 0x02 0x74         P03TC04  697 :.........<.........*........379a:86555554443333333322322222211111..1.2.1.1.111. qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........158:::7655544444334333222222222111.1211.:.11.111.1 qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>......37:::86555444444333333221222221212221.11... qa=+
 03TC07  22  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>........38:::86555444444344333332211212222122.111 qa=+
 03TC08  26  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:.2589::97554444443433332222212212112122 qa=+
 03TC09  21  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>.....2689::987554444443333333223222122211111112.1 qa=+
 03TC10  16  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>368:::9865444444433333332322122212111.2:2111.11.. qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.1689::97555444443333333332231121121121 qa=+
 03TC12  28  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:...268:::86544443333433322232232.21111. qa=+
 03TD01  17  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>.1589:::8755544433332222222121211...11.111.2...1. qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.....1479::9865555444433333322212212211111.1111.1 qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:...479::8655544444433233222232211.12122 qa=+
 03TD04  13  1.7 0x03 0x50         P03TD04  482 :.........<.........*.......1368:::865545443333333322212211111111.111.1...11.1.. qa=+
 03TD05  14  1.3 0x03 0x51         P03TD05  488 :.........<.........*.........479::986555444444333323223222222122..1..111.111.1. qa=+
 03TD06  12  0.9 0x03 0x52         P03TD06  494 :.........<.........*.......268::98654544443333333322232222.11212.12.11111.....1 qa=+
 03TD07  10  1.3 0x03 0x53         P03TD07  500 :.........<.........*.....479::97554444444343333323221112222111.1..111111.11.... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:158:::975554444433333332322211222.22.1. qa=+
 03TD09  20  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>...35789:::986554444433433322322122212121121.12.. qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........2579:::98655444344343333323322112222.212 qa=+
 03TD11  15  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.479::97554444344423322323222222221..1111112.1..1 qa=+
 03TD12  16  1.7 0x03 0x07         P03TD12   44 :.........<.........*.........>..58:::8554444344333333232212212112.111:21.111... qa=+
 03TE01  22  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>......1469:::9755544433323223212122111.:1.111.1.1 qa=+
 03TE02  19  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>...2579::976554444333333223222122.1211.:.1.11.11. qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>.....1479::9755555444433332232222122111121..11..1 qa=+
 03TE04  15  1.7 0x03 0x54         P03TE04  506 :.........<.........*.........>.37:::8655544444333333122122121111211..11.2...1.. qa=+
 03TE05  13  1.3 0x03 0x55         P03TE05  512 :.........<.........*.........48::9655555444444333323222222221212..111:.1.1..11. qa=+
 03TE06   8  1.3 0x03 0x56         P03TE06  518 :.........<.........*...159::9755544444443433333222222222121111111.1.21.111.1.11 qa=+
 03TE07  11  1.3 0x03 0x57         P03TE07  524 :.........<.........*.......379::8655544444433333333322222221112222.2.111.11.... qa=+
 03TE08  17  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>..479:::8655444444333332332122122211.11111.1.111. qa=+
 03TE09  21  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>.....2579:::9754444443333331222223212221212211112 qa=+
 03TE10  14  1.7 0x03 0x0d         P03TE10   80 :.........<.........*........1469:::87554444443333222332232212111111111..21.1.1. qa=+
 03TE11  17  1.7 0x03 0x0e         P03TE11   86 :.........<.........*.........>.1468:::97544444343333333232222212.11111..1...111 qa=+
 03TE12  14  1.7 0x03 0x0f         P03TE12   92 :.........<.........*.........479::9875444444443333232222322222212121122.21..1.. qa=+
 04TA01  16  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>.479::9865554443341332221221111221.2.1.:.1..1111. qa=+
 04TA02  18  1.3 0x03 0x11         P04TA02  104 :.........<.........*.........>..1589::97655444443332332212321111.12.111.11...11 qa=+
 04TA03  17  1.7 0x03 0x12         P04TA03  110 :.........<.........*.........>..268:::86555544443323222212231221121..1.1.211.11 qa=+
 04TA04   9  1.3 0x03 0x58         P04TA04  530 :.........<.........*....158:::8655544444333332322212211221.1..2....1111........ qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*.....479::86555444443333222123.2221111.21.121111.1...1.1..1 qa=+
 04TA06  11  1.7 0x03 0x5a         P04TA06  542 :.........<.........*......368:::85555444444333333222322221.1111.111.11111.1..1. qa=+
 04TA07   8  1.3 0x03 0x5b         P04TA07  548 :.........<.........*...1479::9755454444433333333223322122111.122121111.111.1.1. qa=+
 04TA08  14  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........258:::986544444433333222222221:2112.1..1:111.1.11. qa=+
 04TA09   9  1.3 0x03 0x14         P04TA09  122 :.........<.........*.....159a:9655544444323233333222322221212111.111.111.1.1.11 qa=+
 04TA10  10  1.3 0x03 0x15         P04TA10  128 :.........<.........*.....269::97554444443433233232222222122:1222.1.11:1..11..1. qa=+
 04TA11  11  1.3 0x03 0x16         P04TA11  134 :.........<.........*......1379::855444443443332322222321221221.11.11121....1..1 qa=+
 04TA12  11  1.3 0x03 0x17         P04TA12  140 :.........<.........*......1369::865444444433333323231322222:111111212121..111.. qa=+
 04TB01  13  1.3 0x03 0x18         P04TB12  146 :.........<.........*.......1368:::865544443333222222211111.11..11....:......... qa=+
 04TB02  16  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>.379:::975555544443322222321221121212.11121.....1 qa=+
 04TB03  17  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>..158:::865544444433333233221212121122.:1.1112.1. qa=+
 04TB04   8  1.7 0x03 0x5c         P04TB09  554 :.........<.........*....48:::86554444434333123222112.1.1.21:11.111...:.......1. qa=+
 04TB05  10  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......48:a97554444444333332311221212211:1.111....12..11111. qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*....169::965554444443333323332322212111111121.1211.1111..1. qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........9...a...6.:.5...5...4...3...3.:.3...2...1...2..... qa=+
 04TB08  24  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........479::97555444433433333223212122112.1111. qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>.....158:a9655544444333332332322211211.111..11111 qa=+
 04TB10  21  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>........69a:85555444434333332223221121221112111.1 qa=+
 04TB11  15  1.3 0x03 0x1e         P04TB02  182 :.........<.........*.........>..58::9655444444433333332332312.2122.122.111..11. qa=+
 04TB12  14  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>279::8655444443434333323222112211212111211.2.1.1. qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>....378:::8755554444333322222222.211112:..11...1. qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...379::97555544443333132221221211.21111..1.121.. qa=+
 04TC03  12  1.3 0x03 0x22         P04TC10  206 :.........<.........*........479::865555444433333222212121.2111.11.1.1:1.11..... qa=+
 04TC04  19  1.7 0x03 0x60         P04TC09  578 :.........<.........*.........>....258:::86555444432433322322211121111:..21.1111 qa=+
 04TC05  17  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>..258:::8755554444443332331222111121221121111211. qa=+
