#L2-ped algorithm finishRun(7075009)
#L2H10,6,total event counter; x=cases,15014,15014,15014,0,0,0,
#L2ped  CPU/eve MPV 129 kTicks,  FWHM=5, seen eve=15014
# L2ped-Adc spectra, run=7075009, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TD09  14  1.3 0x02 0x04         P01TD09   25 :.........<.........*.........16899863..:.........:.........:.........:......... qa=+
 01TD10  21  1.7 0x02 0x05         P01TD10   31 :.........<.........*.........>......368998751....:.........:.........:......... qa=+
 01TD11  23  1.7 0x02 0x06         P01TD11   37 :.........<.........*.........>.........5799975...:.........:.........:......... qa=+
 01TD12  27  1.3 0x02 0x07         P01TD12   43 :.........<.........*.........>.........:...16999741........:.........:......... qa=+
 01TE01  23  1.3 0x02 0x08         P01TE01   49 :.........<.........*.........>.........36899863..:.........:.........:......... qa=+
 01TE02  22  1.3 0x02 0x09         P01TE02   55 :.........<.........*.........>........16899851...:.........:.........:......... qa=+
 01TE03  25  1.3 0x02 0x0a         P01TE03   61 :.........<.........*.........>.........:.15899861:.........:.........:......... qa=+
 01TE04  15  1.3 0x02 0x54         P01TE04  505 :.........<.........*.........>1589985..:.........:.........:.........:......... qa=+
 01TE05  15  1.3 0x02 0x55         P01TE05  511 :.........<.........*.........>..689974.:.........:.........:.........:......... qa=+
 01TE06  18  1.3 0x02 0x56         P01TE06  517 :.........<.........*.........>....3799862........:.........:.........:......... qa=+
 01TE07  17  1.3 0x02 0x57         P01TE07  523 :.........<.........*.........>...4799851.........:.........:.........:......... qa=+
 01TE08  24  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>.........:5799863..:.........:.........:......... qa=+
 01TE09  25  1.3 0x02 0x0c         P01TE09   73 :.........<.........*.........>.........:.26899852:.........:.........:......... qa=+
 01TE10  18  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>....4799973........:.........:.........:......... qa=+
 01TE11  26  1.3 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:..2699861:.........:.........:......... qa=+
 01TE12  24  1.3 0x02 0x0f         P01TE12   91 :.........<.........*.........>.........158998741.:.........:.........:......... qa=+
 02TA01  18  1.3 0x02 0x10         P02TA12   97 :.........<.........*.........>.....589985........:.........:.........:......... qa=+
 02TA02  19  1.3 0x02 0x11         P02TA11  103 :.........<.........*.........>.....489985........:.........:.........:......... qa=+
 02TA03  21  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>........489973.....:.........:.........:......... qa=+
 02TA04  13  1.3 0x02 0x58         P02TA09  529 :.........<.........*.........5899852...:.........:.........:.........:......... qa=+
 02TA05  14  1.3 0x02 0x59         P02TA08  535 :.........<.........*.........>.5899852.:.........:.........:.........:......... qa=+
 02TA06  19  1.3 0x02 0x5a         P02TA07  541 :.........<.........*.........>.....4799841.......:.........:.........:......... qa=+
 02TA07  29  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:.....25999751......:.........:......... qa=+
 02TA08  24  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.........:1589964..:.........:.........:......... qa=+
 02TA09  10  0.9 0x02 0x14         P02TA04  121 :.........<.........*.......59:952......:.........:.........:.........:......... qa=+
 02TA10  12  1.3 0x02 0x15         P02TA03  127 :.........<.........*.........179972....:.........:.........:.........:......... qa=+
 02TA11  15  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>.1589972.:.........:.........:.........:......... qa=+
 02TA12  18  0.9 0x02 0x17         P02TA01  139 :.........<.........*.........>....479996.........:.........:.........:......... qa=+
 02TB01   9  1.3 0x02 0x18         P02TB12  145 :.........<.........*.....2699974.......:.........:.........:.........:......... qa=+
 02TB02  21  1.3 0x02 0x19         P02TB11  151 :.........<.........*.........>......14799862.....:.........:.........:......... qa=+
 02TB03  19  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>.....26899852......:.........:.........:......... qa=+
 02TB04  19  1.3 0x02 0x5c         P02TB09  553 :.........<.........*.........>.....1699851.......:.........:.........:......... qa=+
 02TB05  21  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>........389984.....:.........:.........:......... qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.......589973......:.........:.........:......... qa=+
 02TB07  20  1.3 0x02 0x5f         P02TB06  571 :.........<.........*.........>......1589985......:.........:.........:......... qa=+
 02TB08  22  1.7 0x02 0x1b         P02TB05  163 :.........<.........*.........>.......368999741...:.........:.........:......... qa=+
 02TB09  18  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>....1689973........:.........:.........:......... qa=+
 02TB10  24  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:269985...:.........:.........:......... qa=+
 02TB11  26  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:.1579985.:.........:.........:......... qa=+
 02TB12  23  1.3 0x02 0x1f         P02TB01  187 :.........<.........*.........>........1589985....:.........:.........:......... qa=+
 02TC01  14  1.3 0x02 0x20         P02TC01  193 :.........<.........*.........>16899751.:.........:.........:.........:......... qa=+
 02TC02  13  1.3 0x02 0x21         P02TC02  199 :.........<.........*.........3699974...:.........:.........:.........:......... qa=+
 02TC03  20  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>......4799851......:.........:.........:......... qa=+
 02TC04  15  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>.36899874:.........:.........:.........:......... qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>......36899752.....:.........:.........:......... qa=+
 02TC06  23  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>...2233336899864...:.........:.........:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:4799973..:.........:.........:......... qa=+
 02TC08  21  1.3 0x02 0x23         P02TC08  211 :.........<.........*.........>.......16999741....:.........:.........:......... qa=+
 02TC09  15  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........>1689997521.........:.........:.........:......... qa=+
 02TC10  23  1.3 0x02 0x25         P02TC10  223 :.........<.........*.........>.........26899863..:.........:.........:......... qa=+
 02TC11  20  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>.....158998742.....:.........:.........:......... qa=+
 02TC12  19  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>.....4799863.......:.........:.........:......... qa=+
 02TD01  15  1.7 0x02 0x28         P02TD01  241 :.........<.........*.........>15799975.:.........:.........:.........:......... qa=+
 02TD02  14  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.489974..:.........:.........:.........:......... qa=+
 02TD03  14  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........258998631.:.........:.........:.........:......... qa=+
 02TD04  18  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>.14688998741.......:.........:.........:......... qa=+
 02TD05  16  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>.468999863.........:.........:.........:......... qa=+
 02TD06  20  1.3 0x02 0x66         P02TD06  613 :.........<.........*.........>......47899864.....:.........:.........:......... qa=+
 02TD07  19  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>....158999742......:.........:.........:......... qa=+
 02TD08  22  0.9 0x02 0x2b         P02TD08  259 :.........<.........*.........>........2699974....:.........:.........:......... qa=+
 02TD09  19  1.3 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....47899752......:.........:.........:......... qa=+
 02TD10  12  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.......24799864....:.........:.........:.........:......... qa=+
 02TD11  22  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>........1689975....:.........:.........:......... qa=+
 02TD12  21  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>.......158998511...:.........:.........:......... qa=+
 02TE01  13  1.3 0x02 0x30         P02TE01  289 :.........<.........*.........3699975...:.........:.........:.........:......... qa=+
 02TE02  14  1.3 0x02 0x31         P02TE02  295 :.........<.........*.........>3799863..:.........:.........:.........:......... qa=+
 02TE03  15  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>.3699974.:.........:.........:.........:......... qa=+
 02TE04  21  1.7 0x02 0x68         P02TE04  625 :.........<.........*.........>.....115799975.....:.........:.........:......... qa=+
 02TE05  25  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:..689972.:.........:.........:......... qa=+
 02TE06  23  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:589974...:.........:.........:......... qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:589974...:.........:.........:......... qa=+
 02TE08  16  1.3 0x02 0x33         P02TE08  307 :.........<.........*.........>..25899862.........:.........:.........:......... qa=+
 02TE09   6  1.3 0x02 0x34         P02TE09  313 :.........<.........*..279986.>.........:.........:.........:.........:......... qa=+
 02TE10   9  1.7 0x02 0x35         P02TE10  319 :.........<.........*.....4799963.......:.........:.........:.........:......... qa=+
 02TE11  13  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........2699973...:.........:.........:.........:......... qa=+
 02TE12  11  1.3 0x02 0x37         P02TE12  331 :.........<.........*.......4799851.....:.........:.........:.........:......... qa=+
 03TA01   9  1.3 0x02 0x38         P03TA01  337 :.........<.........*.....4799862.......:.........:.........:.........:......... qa=+
 03TA02  10  1.3 0x02 0x39         P03TA02  343 :.........<.........*......2689974......:.........:.........:.........:......... qa=+
 03TA03  18  0.9 0x02 0x3a         P03TA03  349 :.........<.........*.........>....2799962........:.........:.........:......... qa=+
 03TA04  20  1.3 0x02 0x6c         P03TA04  649 :.........<.........*.........>......47899852.....:.........:.........:......... qa=+
 03TA05  17  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>..46899863.........:.........:.........:......... qa=+
 03TA06  18  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>....36899851.......:.........:.........:......... qa=+
 03TA07  20  1.7 0x02 0x6f         P03TA07  667 :.........<.........*.........>.....247999741.....:.........:.........:......... qa=+
 03TA08  14  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>37999742.:.........:.........:.........:......... qa=+
 03TA09  11  1.3 0x02 0x3c         P03TA09  361 :.........<.........*......2689985......:.........:.........:.........:......... qa=+
 03TA10  16  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>..279:85.:.........:.........:.........:......... qa=+
 03TA11  15  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>.379985..:.........:.........:.........:......... qa=+
 03TA12  12  1.3 0x02 0x3f         P03TA12  379 :.........<.........*........2689974....:.........:.........:.........:......... qa=+
 03TB01  17  1.7 0x02 0x40         P03TB01  385 :.........<.........*.........>.2578998752........:.........:.........:......... qa=+
 03TB02  18  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>..2578998752.......:.........:.........:......... qa=+
 03TB03  28  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:...14689987531.....:.........:......... qa=+
 03TB04  18  0.9 0x02 0x70         P03TB04  673 :.........<.........*.........>....3699962........:.........:.........:......... qa=+
 03TB05  19  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>....15899851.......:.........:.........:......... qa=+
 03TB06  27  1.3 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:..15899862.........:.........:......... qa=+
 03TB07  24  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........:479986521:.........:.........:......... qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:579998631:.........:.........:......... qa=+
 03TB09  19  1.7 0x02 0x44         P03TB09  409 :.........<.........*.........>..25678998752......:.........:.........:......... qa=+
 03TB10  21  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....3578999763....:.........:.........:......... qa=+
 03TB11  24  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........3679998641:.........:.........:......... qa=+
 03TB12  33  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:........268999752..:.........:......... qa=+
 03TC01  23  1.3 0x02 0x48         P03TC01  433 :.........<.........*.........>........2578998741.:.........:.........:......... qa=+
 03TC02  25  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:268999752:.........:.........:......... qa=+
 03TC03  25  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:.4789974.:.........:.........:......... qa=+
 03TC04  10  1.3 0x02 0x74         P03TC04  697 :.........<.........*.......489984......:.........:.........:.........:......... qa=+
 03TC05  11  1.3 0x02 0x75         P03TC05  703 :.........<.........*.......1589972.....:.........:.........:.........:......... qa=+
 03TC06  18  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>....2689984........:.........:.........:......... qa=+
 03TC07  20  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>......5799863......:.........:.........:......... qa=+
 03TC08  27  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:..25899862.........:.........:......... qa=+
 03TC09  22  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>.......258999763...:.........:.........:......... qa=+
 03TC10  13  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........47999763..:.........:.........:.........:......... qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:..4799975:.........:.........:......... qa=+
 03TC12  28  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....168998631......:.........:......... qa=+
 03TD01  14  1.3 0x03 0x00         P03TD01    2 :.........<.........*.........>4899863..:.........:.........:.........:......... qa=+
 03TD02  18  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>....2699974........:.........:.........:......... qa=+
 03TD03  26  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:.14699973:.........:.........:......... qa=+
 03TD04  12  1.3 0x03 0x50         P03TD04  482 :.........<.........*.......36899863....:.........:.........:.........:......... qa=+
 03TD05  12  1.3 0x03 0x51         P03TD05  488 :.........<.........*.......247899751...:.........:.........:.........:......... qa=+
 03TD06  10  1.3 0x03 0x52         P03TD06  494 :.........<.........*......47899863.....:.........:.........:.........:......... qa=+
 03TD07   9  1.7 0x03 0x53         P03TD07  500 :.........<.........*....1579997531.....:.........:.........:.........:......... qa=+
 03TD08  25  1.3 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:.36899851:.........:.........:......... qa=+
 03TD09  19  1.7 0x03 0x04         P03TD09   26 :.........<.........*.........>..11468999742......:.........:.........:......... qa=+
 03TD10  24  1.3 0x03 0x05         P03TD10   32 :.........<.........*.........>.........257899852.:.........:.........:......... qa=+
 03TD11  12  1.3 0x03 0x06         P03TD11   38 :.........<.........*........15899851...:.........:.........:.........:......... qa=+
 03TD12  14  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........13799862..:.........:.........:.........:......... qa=+
 03TE01  20  1.3 0x03 0x08         P03TE01   50 :.........<.........*.........>.....147899742.....:.........:.........:......... qa=+
 03TE02  16  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>..26899852.........:.........:.........:......... qa=+
 03TE03  17  1.7 0x03 0x0a         P03TE03   62 :.........<.........*.........>..15899974.........:.........:.........:......... qa=+
 03TE04  12  1.3 0x03 0x54         P03TE04  506 :.........<.........*........479985.....:.........:.........:.........:......... qa=+
 03TE05  10  0.9 0x03 0x55         P03TE05  512 :.........<.........*......169:85.......:.........:.........:.........:......... qa=+
 03TE06   6  1.3 0x03 0x56         P03TE06  518 :.........<.........*..3799874>.........:.........:.........:.........:......... qa=+
 03TE07   8  0.9 0x03 0x57         P03TE07  524 :.........<.........*....1689963........:.........:.........:.........:......... qa=+
 03TE08  15  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>147999741:.........:.........:.........:......... qa=+
 03TE09  20  1.3 0x03 0x0c         P03TE09   74 :.........<.........*.........>......36899763.....:.........:.........:......... qa=+
 03TE10  10  1.7 0x03 0x0d         P03TE10   80 :.........<.........*......37999742.....:.........:.........:.........:......... qa=+
 03TE11  14  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>4799863..:.........:.........:.........:......... qa=+
 03TE12  11  1.3 0x03 0x0f         P03TE12   92 :.........<.........*.......4799863.....:.........:.........:.........:......... qa=+
 04TA01  14  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>5899852..:.........:.........:.........:......... qa=+
 04TA02  16  1.3 0x03 0x11         P04TA02  104 :.........<.........*.........>..26899741.........:.........:.........:......... qa=+
 04TA03  14  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>.5899862.:.........:.........:.........:......... qa=+
 04TA04   6  1.7 0x03 0x58         P04TA04  530 :.........<.........*.257999752.........:.........:.........:.........:......... qa=+
 04TA05   6  1.3 0x03 0x59         P04TA05  536 :.........<.........*.258998621.........:.........:.........:.........:......... qa=+
 04TA06   9  1.3 0x03 0x5a         P04TA06  542 :.........<.........*.....3689972.......:.........:.........:.........:......... qa=+
 04TA07   5  1.3 0x03 0x5b         P04TA07  548 :.........<.........*147999741>.........:.........:.........:.........:......... qa=0
 04TA08  13  1.3 0x03 0x13         P04TA08  116 :.........<.........*.........25899851..:.........:.........:.........:......... qa=+
 04TA09   6  0.9 0x03 0x14         P04TA09  122 :.........<.........*..2799973>.........:.........:.........:.........:......... qa=+
 04TA10   8  1.3 0x03 0x15         P04TA10  128 :.........<.........*....2689984........:.........:.........:.........:......... qa=+
 04TA11   8  1.3 0x03 0x16         P04TA11  134 :.........<.........*....3799962........:.........:.........:.........:......... qa=+
 04TA12   8  1.3 0x03 0x17         P04TA12  140 :.........<.........*....36899741.......:.........:.........:.........:......... qa=+
 04TB01   8  1.3 0x03 0x18         P04TB12  146 :.........<.........*....2689974........:.........:.........:.........:......... qa=+
 04TB02  12  1.3 0x03 0x19         P04TB11  152 :.........<.........*........36999752...:.........:.........:.........:......... qa=+
 04TB03  14  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........14899852..:.........:.........:.........:......... qa=+
 04TB04   4  0.9 0x03 0x5c         P04TB09  554 :.........<.........14799861..>.........:.........:.........:.........:......... qa=0
 04TB05   8  1.3 0x03 0x5d         P04TB08  560 :.........<.........*....1689973........:.........:.........:.........:......... qa=+
 04TB06   6  1.3 0x03 0x5e         P04TB07  566 :.........<.........*.13689984>.........:.........:.........:.........:......... qa=+
 04TB07  10  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.....3...:...8.....:.........:.........:.........:......... qa=+
 04TB08  19  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.....3689975.......:.........:.........:......... qa=+
 04TB09  17  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>...2799851.........:.........:.........:......... qa=+
 04TB10  18  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>.....589961........:.........:.........:......... qa=+
 04TB11  13  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........1699961...:.........:.........:.........:......... qa=+
 04TB12  11  0.9 0x03 0x1f         P04TB01  188 :.........<.........*........699961.....:.........:.........:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>....157999741......:.........:.........:......... qa=+
 04TC02  14  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>3799862..:.........:.........:.........:......... qa=+
 04TC03  18  1.7 0x03 0x22         P04TC10  206 :.........<.........*.........>....4799962........:.........:.........:......... qa=+
 04TC04  18  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>....25899751.......:.........:.........:......... qa=+
 04TC05  15  1.3 0x03 0x61         P04TC08  584 :.........<.........*.........>.46899852:.........:.........:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>......3799852......:.........:.........:......... qa=+
 04TC07  22  0.9 0x03 0x63         P04TC06  596 :.........<.........*.........>........2699862....:.........:.........:......... qa=+
 04TC08  20  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>......489985.......:.........:.........:......... qa=+
 04TC09  11  1.3 0x03 0x24         P04TC04  218 :.........<.........*.......2689974.....:.........:.........:.........:......... qa=+
 04TC10  18  1.3 0x03 0x25         P04TC03  224 :.........<.........*.........>....4799873........:.........:.........:......... qa=+
 04TC11  13  1.3 0x03 0x26         P04TC02  230 :.........<.........*.........14899863..:.........:.........:.........:......... qa=+
 04TC12  12  1.3 0x03 0x27         P04TC01  236 :.........<.........*.........5899852...:.........:.........:.........:......... qa=+
 04TD01  14  1.3 0x03 0x28         P04TD12  242 :.........<.........*.........>3799851..:.........:.........:.........:......... qa=+
 04TD02  21  1.3 0x03 0x29         P04TD11  248 :.........<.........*.........>.......279984......:.........:.........:......... qa=+
 04TD03   9  1.3 0x03 0x2a         P04TD10  254 :.........<.........*.....2699974.......:.........:.........:.........:......... qa=+
 04TD04  22  1.3 0x03 0x64         P04TD09  602 :.........<.........*.........>.......14789986311.:.........:.........:......... qa=+
 04TD05  14  1.3 0x03 0x65         P04TD08  608 :.........<.........*.........>26899851.:.........:.........:.........:......... qa=+
 04TD06  16  1.3 0x03 0x66         P04TD07  614 :.........<.........*.........>..26899852.........:.........:.........:......... qa=+
 04TD07  18  1.3 0x03 0x67         P04TD06  620 :.........<.........*.........>...15899862........:.........:.........:......... qa=+
 04TD08  14  1.3 0x03 0x2b         P04TD05  260 :.........<.........*.........>379985...:.........:.........:.........:......... qa=+
 04TD09  17  1.3 0x03 0x2c         P04TD04  266 :.........<.........*.........>..15899863.........:.........:.........:......... qa=+
 04TD10  18  1.3 0x03 0x2d         P04TD03  272 :.........<.........*.........>...15899861........:.........:.........:......... qa=+
 04TD11  19  1.3 0x03 0x2e         P04TD02  278 :.........<.........*.........>......589974.......:.........:.........:......... qa=+
 04TD12  16  1.3 0x03 0x2f         P04TD01  284 :.........<.........*.........>...4899851.........:.........:.........:......... qa=+
 04TE01  19  1.3 0x03 0x30         P04TE12  290 :.........<.........*.........>....15899851.......:.........:.........:......... qa=+
 04TE02  18  1.3 0x03 0x31         P04TE11  296 :.........<.........*.........>...36899862........:.........:.........:......... qa=+
 04TE03  15  1.3 0x03 0x32         P04TE10  302 :.........<.........*.........>136899741:.........:.........:.........:......... qa=+
