#L2-ped run(7118002)
#L2H10,6,total event counter; x=cases,1629,1629,1629,0,0,0,
#L2ped  CPU/eve MPV 140 kTicks,  FWHM=3, seen eve=1629
# L2ped-Adc spectra, run=7118002, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 03TB08  25  2.2 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:34677655331.12..1..:1..1.1...:......... qa=+
 03TB09  16  2.6 0x02 0x44         P03TB09  409 :.........<.........*.........>2356666655322..12111.2.......:.........:......... qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>....124667665422111:.11.1.1.1:.......1.:......... qa=+
 03TB11  26  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:.246676642112.1.11.1.11..1...1.1....... qa=+
 03TB12  32  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......24677653122112....1...:112.1.... qa=+
 03TC01  22  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>......134667654311111.11...1.:.........:....1.... qa=+
 03TC02  25  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:135677642121211111.:1.1......:.1....... qa=+
 03TC03  26  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:..246775321121.1...:111...1..:......... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*.........35775322121111.1...1:.........1.........:.....1... qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........>2367753212.11.1.1..:..1.11...:.........:......... qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>.......25776422212.11.1.1..1.1.11..1...:..1...... qa=+
 03TC07  22  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>.........36775322111111..11.1:11.......:1.......1 qa=+
 03TC08  27  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:..1457764211212111.:...1.....:....1.... qa=+
 03TC09  20  1.3 0x02 0x4c         P03TC09  457 :.........<.........*.........>.....1246776522122111.1.1..1.:.........:......... qa=+
 03TC10  15  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>1356776421111.2221.:.1..11...:.1.......:......... qa=+
 03TC11  27  1.3 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.125677641.111.111.:11.11....:......... qa=+
 03TC12  28  0.9 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....256765311.11.11:11..1...1:......... qa=+
 03TD01  17  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>.13567764231111.1.111.11.....:.........:......... qa=+
 03TD02  21  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.......36776432221.21.1...1..:.........:1........ qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:....46775322111..11:1.....1.1:......1.. qa=+
 03TD04  13  1.7 0x03 0x50         P03TD04  482 :.........<.........*.........3577653221:11111..1.:1.......1:.........:......... qa=+
 03TD05  14  1.3 0x03 0x51         P03TD05  488 :.........<.........*.........246776421.2...1111.11.........:.........:..1...... qa=+
 03TD06  12  1.3 0x03 0x52         P03TD06  494 :.........<.........*........3567643121.2112.....1:11.......:.........:......... qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*.....2467753211111.:.11.....1:..1......:.....1...:......... qa=+
 03TD08  26  1.3 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:.14677642112.2111..:.....1.1.:......... qa=+
 03TD09  20  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>....2456666542.2211:.1.11...1:.........:......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........:24567664211111..11.:111......:....1.... qa=+
 03TD11  15  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.136776422212121.111111..1...:.........:......... qa=+
 03TD12  16  1.7 0x03 0x07         P03TD12   44 :.........<.........*.........>..1577743111121.1..2.........:1........:......... qa=+
 03TE01  22  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>.......13567654221.211.111...:.........:......... qa=+
 03TE02  18  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>...2256776322211.1.11..11....:.........:......... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>.....11467753212.112.1...111.:.1.......:......... qa=+
 03TE04  15  1.7 0x03 0x54         P03TE04  506 :.........<.........*.........>..4677522211111..1.:.........:.........:......... qa=+
 03TE05  12  1.3 0x03 0x55         P03TE05  512 :.........<.........*.........157752212121212.112.:.........:.........:........1 qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*....267753211.22111:..1..1...1.1...11..:.........:......... qa=+
 03TE07  12  1.3 0x03 0x57         P03TE07  524 :.........<.........*........257764212111.11.11..2:1...1....:......1..:......... qa=+
 03TE08  17  1.3 0x03 0x0b         P03TE08   68 :.........<.........*.........>..246776431..212.11:1..1.1...1.........:...1..... qa=+
 03TE09  21  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>......2457775422.1.11.1.11..1:.........:.....1... qa=+
 03TE10  14  1.7 0x03 0x0d         P03TE10   80 :.........<.........*.........246776422121.11..1..:1...1...1:.........:......... qa=+
 03TE11  17  1.7 0x03 0x0e         P03TE11   86 :.........<.........*.........>..1256775412112111.1.11.1....:.....11..1...1..... qa=+
 03TE12  13  1.7 0x03 0x0f         P03TE12   92 :.........<.........*.........236776431121...111..:11.......:...1.1...:......... qa=+
 04TA01  16  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>.23677642222.111111:.1..1....:.........:......... qa=+
 04TA02  18  1.3 0x03 0x11         P04TA02  104 :.........<.........*.........>...24677642211.11..1.....1...:.........:......... qa=+
 04TA03  17  1.7 0x03 0x12         P04TA03  110 :.........<.........*.........>...2567653221.1111.:..1......:.........:......... qa=+
 04TA04   9  1.7 0x03 0x58         P04TA04  530 :.........<.........*.....2577653121111.:.1.1.....:.........:.........:......... qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*.....13677532112.1121...1....1....1....:.........:......... qa=+
 04TA06  11  1.3 0x03 0x5a         P04TA06  542 :.........<.........*......13677643221.22..2.1..1.:..1..1...:.........:......... qa=+
 04TA07   8  1.3 0x03 0x5b         P04TA07  548 :.........<.........*....2467753221.2..12.1.1.11.1:....1....:........1:......... qa=+
 04TA08  14  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........>2567754332.2..111.1:...1.....:.........:......... qa=+
 04TA09   9  1.3 0x03 0x14         P04TA09  122 :.........<.........*......3677522112111:.12.1...1:.........:.........:......... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......3677521112111:.1.1.....:...1...1.:....1....:......... qa=+
 04TA11  11  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......246774211111111.....1.:.....11..1.........:......... qa=+
 04TA12  11  1.3 0x03 0x17         P04TA12  140 :.........<.........*.......14677421.1112.11.1...11.........:.........:......... qa=+
 04TB01  13  1.3 0x03 0x18         P04TB12  146 :.........<.........*.........357764221111........:1........:.........:......... qa=+
 04TB02  16  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>..36776531212111.11:11.......:......1..:......... qa=+
 04TB03  17  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...15776422212..1.1:.....1.1.:.........:......... qa=+
 04TB04   8  1.3 0x03 0x5c         P04TB09  554 :.........<.........*....25776422212111.1.........1...1.....:.........:......... qa=+
 04TB05  10  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......14776322111111.11.11...:.........:..1......:......... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*....1267752321.1121111..1....:.1.......:1...1....:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........6...8...3.:.1...1...1...1.....:.........:......... qa=+
 04TB08  24  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........1467763222111...1..1:.1.1.....:.....1... qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......157763221111.1.11.11.111.........:......... qa=+
 04TB10  21  0.9 0x03 0x1d         P04TB03  176 :.........<.........*.........>........3676321111221111.....1...1...1.:.....1... qa=+
 04TB11  15  1.3 0x03 0x1e         P04TB02  182 :.........<.........*.........>..2577632111121....:2...1..1.:1.1......:1.....1.. qa=+
 04TB12  14  0.9 0x03 0x1f         P04TB01  188 :.........<.........*.........>1467652.1211.1.....:.........:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....35776532211111:111..11..:1........:......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...1467753221211...:1.1.1....:..1......:....1.... qa=+
 04TC03  12  0.9 0x03 0x22         P04TC10  206 :.........<.........*.......12567643112111.1.1.1..:.........:1........:......... qa=+
 04TC04  19  1.7 0x03 0x60         P04TC09  578 :.........<.........*.........>.....146775311211..11.1111...:...1.....:......... qa=+
 04TC05  17  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>...257765411222.11.112.1.....:..1...1..:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>.......36775332.212111....1..:1...1....:......... qa=+
 04TC07  21  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>.......3577643.1221111.2....11.........1...1..... qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>.........46775311111.....2..1:.........:......... qa=+
