#L2-ped algorithm finishRun(7146077), compiled: Mar 27 2006 , 16:21:09
#L2H10,6,total event counter; x=cases,785,785,785,0,0,0,
#L2ped  CPU/eve MPV 155 kTicks,  FWHM=3, seen eve=785
# L2ped-Adc spectra, run=7146077, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TE01  22  1.3 0x02 0x08         P01TE01   49 :.........<.........*.........>.......13566532221.:1........1..1......:...1..... qa=+
 01TE02  20  1.3 0x02 0x09         P01TE02   55 :.........<.........*.........>......1466542..1.11:.11......:..1......:......... qa=+
 01TE03  26  1.7 0x02 0x0a         P01TE03   61 :.........<.........*.........>.........:..2466642:1111.....:.1.......:......... qa=+
 01TE04  14  1.3 0x02 0x54         P01TE04  505 :.........<.........*.........>1356642112..1.11...:.........:.........:.....1... qa=+
 01TE05  15  1.3 0x02 0x55         P01TE05  511 :.........<.........*.........>..256652112......1.:.........:.........:......... qa=+
 01TE06  17  1.7 0x02 0x56         P01TE06  517 :.........<.........*.........>....466643.21..111.:..1......:.........:......... qa=+
 01TE07  17  1.7 0x02 0x57         P01TE07  523 :.........<.........*.........>...256664211.11111.:1........:.........:......... qa=+
 01TE08  23  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>.........14666411.1:.1.......:.........:......... qa=+
 01TE09  24  1.3 0x02 0x0c         P01TE09   73 :.........<.........*.........>.........:3566542111......11.1.........:.......1. qa=+
 01TE10  19  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>.....146664111.21211.1...1..1:.........:......... qa=+
 01TE11  26  1.7 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:...366631:.111.1...:..1......:......... qa=+
 01TE12  21  1.3 0x02 0x0f         P01TE12   91 :.........<.........*.........>........2566542....:.11..1...1...1....1:......... qa=+
 02TA01  16  1.7 0x02 0x10         P02TA12   97 :.........<.........*.........>..14666531121.1..1.:.1.......:.......1.:......... qa=+
 02TA02  19  1.3 0x02 0x11         P02TA11  103 :.........<.........*.........>.....3566531211..11:.1...1...:.........:......... qa=+
 02TA03  21  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>.......356653.11...:1........1.........:......... qa=+
 02TA04  14  1.3 0x02 0x58         P02TA09  529 :.........<.........*.........>25665411211.....1.1:.........:1........:......... qa=+
 02TA05  15  1.7 0x02 0x59         P02TA08  535 :.........<.........*.........>.146664221...1.....:.........:.........:......... qa=+
 02TA06  19  1.7 0x02 0x5a         P02TA07  541 :.........<.........*.........>.....2466642.21..11:.........:........1:......... qa=+
 02TA07  30  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:......2566542.11...:.........:......... qa=+
 02TA08  22  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.........4665421.111111....1.:.........:......... qa=+
 02TA09  11  1.3 0x02 0x14         P02TA04  121 :.........<.........*.......1466511.....:...1111..:.........:.........:......... qa=+
 02TA10  13  1.7 0x02 0x15         P02TA03  127 :.........<.........*.........14666422111.1....1..:.........:.........:......... qa=+
 02TA11  16  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>..14665211.....111.1.........:.........:......... qa=+
 02TA12  19  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>....135665212...1..1.....1...:.........:......... qa=+
 02TB01   9  1.3 0x02 0x18         P02TB12  145 :.........<.........*.....25665321..21.1:....1....:.........:.........:......... qa=+
 02TB02  22  1.7 0x02 0x19         P02TB11  151 :.........<.........*.........>......145666532.111:1........:.........:......... qa=+
 02TB03  20  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>......256653..1112.:...1.....111.......:......... qa=+
 02TB04  20  1.3 0x02 0x5c         P02TB09  553 :.........<.........*.........>.......3566521111..:.1.......:.........:......... qa=+
 02TB05  22  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>.........4666411211:......1..:.........:......... qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.......466631.21211:.........:........1:......... qa=+
 02TB07  21  1.3 0x02 0x5f         P02TB06  571 :.........<.........*.........>......1256654.11...11.......1:.........:......... qa=+
 02TB08  20  1.3 0x02 0x1b         P02TB05  163 :.........<.........*.........>......14566542.2.1.11....1...:.........:......1.. qa=+
 02TB09  18  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>....246664111.1....:.........:.........:......... qa=+
 02TB10  23  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:35664211.:.........:1........:......... qa=+
 02TB11  25  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:.156653121.11......:....1....:..1...... qa=+
 02TB12  22  1.7 0x02 0x1f         P02TB01  187 :.........<.........*.........>........1466641.11.:.1...11..1.........:......... qa=+
 02TC01  16  1.7 0x02 0x20         P02TC01  193 :.........<.........*.........>..2566653211.1...1.:.........:.........:......... qa=+
 02TC02  12  1.3 0x02 0x21         P02TC02  199 :.........<.........*........13566531212:1.1......:.........:.........:......... qa=+
 02TC03  23  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>.........3566531111:1........:.........:..1.1.... qa=+
 02TC04  14  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>25665321.:...11....:...1.....:.........:......... qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>.....135665321.1.21:.........:.........:......... qa=+
 02TC06  23  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>.......1.15665322..:.11.1....:.........:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:25666422.1...11..1.11..1.1...:......... qa=+
 02TC08  23  1.7 0x02 0x23         P02TC08  211 :.........<.........*.........>.........14666531111.1.1.....:......1..:.......1. qa=+
 02TC09  16  2.2 0x02 0x24         P02TC09  217 :.........<.........*.........>.145665523.11.11.11:.........:...1.....:......... qa=+
 02TC10  26  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:.24566531111.111.1.:..1...1..:..1...... qa=+
 02TC11  21  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>.......2456653..1..:..1.....1:..1......1......... qa=+
 02TC12  19  1.7 0x02 0x27         P02TC12  235 :.........<.........*.........>.....24666311..11..1..1......:.....1...:......... qa=+
 02TD01  15  1.7 0x02 0x28         P02TD01  241 :.........<.........*.........>.146665211.21....1.:.........:.........:......... qa=+
 02TD02  14  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.356653121.1...1...:.........:.........:......... qa=+
 02TD03  16  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........>..146653111111...1.:....1....:...1...1.:......... qa=+
 02TD04  17  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>...355665422.111...:.........:.........:.....1... qa=+
 02TD05  16  1.3 0x02 0x65         P02TD05  607 :.........<.........*.........>..24566542.1111.1..111.......:.........:......... qa=+
 02TD06  22  1.7 0x02 0x66         P02TD06  613 :.........<.........*.........>........2566643111.:1.11.....:1........:......... qa=+
 02TD07  18  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>....2566542111.1..1:......1.11.........:......... qa=+
 02TD08  23  1.3 0x02 0x2b         P02TD08  259 :.........<.........*.........>.........256652111.:...1.....:.........:......... qa=+
 02TD09  18  1.3 0x02 0x2c         P02TD09  265 :.........<.........*.........>....24566531111....:.........:.........:......... qa=+
 02TD10  16  1.7 0x02 0x2d         P02TD10  271 :.........<.........*.........>.13566642:1.1.1....1.1.......:.........:......... qa=+
 02TD11  23  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........135665311.1.....1...:11.......:......... qa=+
 02TD12  22  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........356653..1.111...1...:11.......:......... qa=+
 02TE01  13  1.7 0x02 0x30         P02TE01  289 :.........<.........*........11466653111:1...1...1:.....1...:.1.......:......... qa=+
 02TE02  14  1.7 0x02 0x31         P02TE02  295 :.........<.........*.........>24666521.:111....1.:..1......:.........:......... qa=+
 02TE03  16  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>..2566653211121..1.:.........1..1......:......... qa=+
 02TE04  20  1.3 0x02 0x68         P02TE04  625 :.........<.........*.........>......25665431111.1:1.1..1.1.:.........:......... qa=+
 02TE05  24  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.46664111:11.11.1..:.........:......... qa=+
 02TE06  24  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:.4666311.:1.2....1.:....11...:......... qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........1466532111111..111..111.......:......... qa=+
 02TE08  17  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>..135666531111....11.........:.........:......... qa=+
 02TE09   7  1.3 0x02 0x34         P02TE09  313 :.........<.........*....1566411.11....1:..11.1...:.........:.........:......... qa=+
 02TE10  10  1.3 0x02 0x35         P02TE10  319 :.........<.........*......25665311.1..1:..11.111.1.........:.........:......... qa=+
 02TE11  14  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........>.25665311:.111...1.:.........:...1...1.:......... qa=+
 02TE12  13  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........>3566531..111..1....:.........:1........:......... qa=+
 03TA01  12  1.3 0x02 0x38         P03TA01  337 :.........<.........*.......1256653.21111..11.....:.........:.........:......... qa=+
 03TA02  12  1.3 0x02 0x39         P03TA02  343 :.........<.........*.......235665312121:...1..111:.........:....1....:......... qa=+
 03TA03  19  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>......3566521.11..111........:.........:......... qa=+
 03TA04  19  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>.....245665311111..:1...1.1..1......1..:......... qa=+
 03TA05  18  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>....3566532.2......:.........:.........:......... qa=+
 03TA06  18  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>....245664222.21..1:.........:.........:......... qa=+
 03TA07  20  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>......256653111111.1.........:.........:......... qa=+
 03TA08  16  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>..246664121...1....:...1.....:.........:......... qa=+
 03TA09  13  1.3 0x02 0x3c         P03TA09  361 :.........<.........*.........1466541111111...11..:.........:.........:......... qa=+
 03TA10  17  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>....356652..21...1.1.........:.......1.:......... qa=+
 03TA11  17  0.9 0x02 0x3e         P03TA11  373 :.........<.........*.........>...1466622..12111..:1.1......:.........:......... qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>..246653111.....1.1:1........:..1......:......... qa=+
 03TB01  14  1.7 0x02 0x40         P03TB01  385 :.........<.........*.........>2566654321..1..1...:.........:.........:......... qa=+
 03TB02  18  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>...2456665421.1....1.........:1........:......... qa=+
 03TB03  27  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:...13566542.111..1.:.........:......... qa=+
 03TB04  18  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>....2566521111.1.1.:.........:....1....:......... qa=+
 03TB05  18  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>....13666421.11..1.:1......1.:.........:.....1... qa=+
 03TB06  26  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:..24666421121..1...:.........:........1 qa=+
 03TB07  22  1.7 0x02 0x73         P03TB07  691 :.........<.........*.........>........2566642121.:11.......:.1...11..1......... qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:356664312:..11.....:.........:......... qa=+
 03TB09  14  1.7 0x02 0x44         P03TB09  409 :.........<.........*.........1345665553211...11.11.........:.........:1........ qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>....2346665431211.1:...11..1.:.........:......... qa=+
 03TB11  25  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:1356664311111......:11......1:......... qa=+
 03TB12  31  2.2 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:......145665411....1....1....:......... qa=+
 03TC01  21  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>.....124566543.1..1:..1...1..:.........:......... qa=+
 03TC02  24  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:346665321:..1......1.........:......... qa=+
 03TC03  25  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:.145665312..1.1.11.:1........:..1...... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*........256652211111.12......:.........:.........:......... qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........>256652121111.......:...1.....:.........:......... qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>......14665311..111:1....1...:.........:.......1. qa=+
 03TC07  20  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>.......25665321.11.:1........:.........:1.......1 qa=+
 03TC08  25  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:.24566531111112.2..:........1:......... qa=+
 03TC09  20  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>.....14566542.1.1..1..11.....:.........:1........ qa=+
 03TC10  14  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>24666541.21121..111:.....1...:....1....:......... qa=+
 03TC11  25  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.136665411.1..1....:.........:..1...... qa=+
 03TC12  27  1.7 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:...15666421...11...:.........:......... qa=+
 03TD01  15  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>.13566652211..1....:.1.......:.........:......... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>......135665321.1..:.........:.....1...1......... qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:....3666311.2..111.1.1.......:......... qa=+
 03TD04  11  1.3 0x03 0x50         P03TD04  482 :.........<.........*.......14566411.111:.........:.........:.........:.1....... qa=+
 03TD05  12  1.3 0x03 0x51         P03TD05  488 :.........<.........*........1356642111.:1.111....1.........1.........:......... qa=+
 03TD06  11  1.7 0x03 0x52         P03TD06  494 :.........<.........*.......246663121..1:....1....:..1......:.....1...:......... qa=+
 03TD07   9  1.7 0x03 0x53         P03TD07  500 :.........<.........*.....246664211.1111:.......1.:1........:.........:...1..... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:.2566643.1.....11.1:1..2.....:......... qa=+
 03TD09  18  1.7 0x03 0x04         P03TD09   26 :.........<.........*.........>...1345666542.1212.:...1..1..:.........:......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........134566542.:.1..1.1..:...1.....:......... qa=+
 03TD11  16  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>..3566522:1..1.1...:.........:.........:......... qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>..146654.1.1...1..1:.........1.........:......... qa=+
 03TE01  21  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>.......236665411111:.........:.........:......... qa=+
 03TE02  17  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>...245665321..11...:.........:.........:......... qa=+
 03TE03  20  0.9 0x03 0x0a         P03TE03   62 :.........<.........*.........>......2466641212...1.1.......1........1:......... qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>.356652.2111.111...1.1.......:.1.......:1........ qa=+
 03TE05  12  0.9 0x03 0x55         P03TE05  512 :.........<.........*........136763111.1:1........:...1.....:.........:......... qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*....46654>2.12.1111:1....1...:.11......:.........:......... qa=+
 03TE07  11  1.3 0x03 0x57         P03TE07  524 :.........<.........*.......1466642..121:..1...111:..1......:.........:......... qa=+
 03TE08  16  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>..2466641211...11.1:.........:...1.....:...1..... qa=+
 03TE09  20  1.3 0x03 0x0c         P03TE09   74 :.........<.........*.........>.......4566542...21:......1..:.........:...1..... qa=+
 03TE10  13  1.7 0x03 0x0d         P03TE10   80 :.........<.........*.........2466642211:.1...1...:1........:.........:......... qa=+
 03TE11  16  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>..2456653211.11.1..:.......1.:.....1...:......... qa=+
 03TE12  13  1.3 0x03 0x0f         P03TE12   92 :.........<.........*.........135665322211.....1..:.........:.........:......... qa=+
 04TA01  15  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>.3566531111........:.........:.........:......... qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>..145666431.1.21.1.:.........:.........:......... qa=+
 04TA03  16  1.7 0x03 0x12         P04TA03  110 :.........<.........*.........>..146664312.11.1..1:..1......:.........:......... qa=+
 04TA04   8  1.3 0x03 0x58         P04TA04  530 :.........<.........*.....356643111111.11..1.1....:....1....:.........:......... qa=+
 04TA05   8  1.3 0x03 0x59         P04TA05  536 :.........<.........*.....35665221.11.1.:11.......:....1....11........:......... qa=+
 04TA06  10  1.3 0x03 0x5a         P04TA06  542 :.........<.........*......356653111112111..1..1.1:1.....1..:.........:......... qa=+
 04TA07   7  1.3 0x03 0x5b         P04TA07  548 :.........<.........*...356664211.1.....1....11...:.........:.........:...1..... qa=+
 04TA08  13  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........136665211111...1....:.11......:.........:......... qa=+
 04TA09   9  0.9 0x03 0x14         P04TA09  122 :.........<.........*.....136753211..1..1..1.11...:.........:.........:......... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......3666321......1.........:.1....1..:.........:......... qa=+
 04TA11  10  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......3566511..11.:.1....1..:1........:.........:......... qa=+
 04TA12  10  1.3 0x03 0x17         P04TA12  140 :.........<.........*......1256642.....1:.11..11..:.....1...:.........:......... qa=+
 04TB01  12  1.7 0x03 0x18         P04TB12  146 :.........<.........*........1466642211.:.........:.........:.........:......... qa=+
 04TB02  15  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>.146664322.2......1:.........:.........:......... qa=+
 04TB03  16  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...35665211212.1...:.....1...:.........:......... qa=+
 04TB04   7  1.3 0x03 0x5c         P04TB09  554 :.........<.........*....466632.2111111.:1.1......:.........:.........:......... qa=+
 04TB05   9  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......3566322.111..11.11.....1...1.....:.........:......... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*.....466521....21..:.1.......:1........:.........:......... qa=+
 04TB07  10  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........7...6...2.:.1.......1.........:.....1...:......... qa=+
 04TB08  23  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........2466533111:1.1......1.........:1........ qa=+
 04TB09  19  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......156641.21....11.11....1:.........:......... qa=+
 04TB10  20  0.9 0x03 0x1d         P04TB03  176 :.........<.........*.........>.......15764211.11.:..11.....:.........:......... qa=+
 04TB11  15  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........>..2576411:1...1.2..:.1.......:.........:......... qa=+
 04TB12  13  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>156642...2..1111...:...1.1...:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....3466642112....1..21.....:.........:......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...135664321211....:.........:.........:......... qa=+
 04TC03  11  1.3 0x03 0x22         P04TC10  206 :.........<.........*.......35665222....:..1......1.........:.........:......... qa=+
 04TC04  19  1.7 0x03 0x60         P04TC09  578 :.........<.........*.........>......46664211..1.1:....1....:.........:......... qa=+
 04TC05  16  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>...35665321..11.11.:1...1....:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>......256652121....1......1..:.......1.:........1 qa=+
 04TC07  20  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>.......2566521221111.........:...1.....:1........ qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>.........466531211.11.1......:1........:......... qa=+
 04TC09  11  1.3 0x03 0x24         P04TC04  218 :.........<.........*.......24566522..1.:.......1.1....1....:.........:......... qa=+
 04TC10  19  1.3 0x03 0x25         P04TC03  224 :.........<.........*.........>.....1356652111....11...1....:.......1.:....1.... qa=+
 04TC11  16  1.3 0x03 0x26         P04TC02  230 :.........<.........*.........>..2466541:1.2...1..:..1.....1:.........:......... qa=+
 04TC12  13  1.7 0x03 0x27         P04TC01  236 :.........<.........*.........>156653.111...11....:.1.......:..1......:......... qa=+
 04TD01  14  1.3 0x03 0x28         P04TD12  242 :.........<.........*.........>.366632111..11...1.:1........:....1....:......... qa=+
