#L2-ped Run(7160018)
#L2H10,6,total event counter; x=cases,192457,192457,192457,0,0,0,
#L2ped  CPU/eve MPV 133 kTicks,  FWHM=2, seen eve=192457
# L2ped-Adc spectra, run=7160018, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TB05  23  1.7 0x01 0x71         P01TB05  678 :.........<.........*.........>........48:aba9766555555444434333333213132211112. qa=+
 01TB06  23  1.3 0x01 0x72         P01TB06  684 :.........<.........*.........>.........59abb:76655555444434333233332322221221.1 qa=+
 01TB07  22  1.7 0x01 0x73         P01TB07  690 :.........<.........*.........>.......27:aba:7655555444434333333222322122222111. qa=+
 01TB08  30  1.7 0x01 0x43         P01TB08  402 :.........<.........*.........>.........:....379aaaa:86655544544334333222222212. qa=+
 01TB09  15  1.3 0x01 0x44         P01TB09  408 :.........<.........*.........279aaba:86555544444434333332133222221222:11..1..1. qa=+
 01TB10  20  1.3 0x01 0x45         P01TB10  414 :.........<.........*.........>....258:bba86655554444444344333233222221222.21111 qa=+
 01TB11  28  1.3 0x01 0x46         P01TB11  420 :.........<.........*.........>.........:..148:bba865555554444444333333222321121 qa=+
 01TB12  31  1.3 0x01 0x47         P01TB12  426 :.........<.........*.........>.........:......48:bba965555554444443443333322322 qa=+
 01TC01  19  1.7 0x01 0x48         P01TC01  432 :.........<.........*.........>....479abb:9765555444333323222212221211:1....1... qa=+
 01TC02  26  0.9 0x01 0x49         P01TC02  438 :.........<.........*.........>.........:.169aba976655554444333333322222111111.1 qa=+
 01TC03  25  1.3 0x01 0x4a         P01TC03  444 :.........<.........*.........>.........:.69aba:76555554444333333323211121121.2. qa=+
 01TC04  18  0.9 0x01 0x74         P01TC04  696 :.........<.........*.........>....38aba966655555444433333322233222221111.11.2.. qa=+
 01TC05  18  1.3 0x01 0x75         P01TC05  702 :.........<.........*.........>...16:bba866555544443433333322.22.111.2:112....11 qa=+
 01TC06  17  1.3 0x01 0x76         P01TC06  708 :.........<.........*.........>..37:bba96665555544444443343332322222221212112112 qa=+
 01TC07  16  1.3 0x01 0x77         P01TC07  714 :.........<.........*.........>.17:aba86655555544444443333322232111222:11.1..11. qa=+
 01TC08  31  1.7 0x01 0x4b         P01TC08  450 :.........<.........*.........>.........:......16:aba:76655554444434433332233321 qa=+
 01TC09  19  1.7 0x01 0x4c         P01TC09  456 :.........<.........*.........>...147:aba:86555554444434432333233232212121121.11 qa=+
 01TC10  28  1.7 0x01 0x4d         P01TC10  462 :.........<.........*.........>.........:...47:aba:86555544444444433333332222221 qa=+
 01TC11  31  1.3 0x01 0x4e         P01TC11  468 :.........<.........*.........>.........:.....138:aba:86555544444444333433332223 qa=+
 01TC12  24  1.3 0x01 0x4f         P01TC12  474 :.........<.........*.........>.........58:bba97655554544444343333322332223.2211 qa=+
 01TD01  18  1.3 0x02 0x00         P01TD01    1 :.........<.........*.........>...158aba:9555444433332222221122.1.1.1.2.111...1. qa=+
 01TD02  21  1.3 0x02 0x01         P01TD02    7 :.........<.........*.........>.......48abb:8766655544344334233232222212122..1.1 qa=+
 01TD03  27  1.7 0x02 0x02         P01TD03   13 :.........<.........*.........>.........:..269aba976655554443333333222222121.111 qa=+
 01TD04  16  1.7 0x02 0x50         P01TD04  481 :.........<.........*.........>.479abaa97655554444333333322212112221111.1.1....1 qa=+
 01TD05  18  1.7 0x02 0x51         P01TD05  487 :.........<.........*.........>.1169:bba9666555544444344332332122211221221.1...1 qa=+
 01TD06  23  1.7 0x02 0x52         P01TD06  493 :.........<.........*.........>........48aaba:8665555544443333223222221212112121 qa=+
 01TD07  20  1.7 0x02 0x53         P01TD07  499 :.........<.........*.........>....379:aaa:9865554554444433333213112211223.22121 qa=+
 01TD08  24  1.3 0x02 0x03         P01TD08   19 :.........<.........*.........>.........:48abb97655555544444443332232222121122.1 qa=+
 01TD09  12  1.3 0x02 0x04         P01TD09   25 :.........<.........*......148:aba:97555555444444332433332221212212111:2.111..11 qa=+
 01TD10  21  1.7 0x02 0x05         P01TD10   31 :.........<.........*.........>.....369:aaa:86655554444444333333323133222211.121 qa=+
 01TD11  21  1.7 0x02 0x06         P01TD11   37 :.........<.........*.........>.....169:bba:86555455444444333333322232121111211. qa=+
 01TD12  27  1.7 0x02 0x07         P01TD12   43 :.........<.........*.........>.........:..48:bba9765555544444444433332232233212 qa=+
 01TE01  21  1.7 0x02 0x08         P01TE01   49 :.........<.........*.........>......37:aba:8665554444443332232221212112111.11.1 qa=+
 01TE02  20  1.3 0x02 0x09         P01TE02   55 :.........<.........*.........>.....37:bb:876655544444433322322122..22121.1.11.. qa=+
 01TE03  26  1.7 0x02 0x0a         P01TE03   61 :.........<.........*.........>.........:.47:aba97665555544333332322232122122111 qa=+
 01TE04  14  1.3 0x02 0x54         P01TE04  505 :.........<.........*.........17:bba86665554444433333332221221211.111111...1.1.. qa=+
 01TE05  16  1.3 0x02 0x55         P01TE05  511 :.........<.........*.........>.37:bb:866655555544444343333233332222.212211.1.21 qa=+
 01TE06  17  1.7 0x02 0x56         P01TE06  517 :.........<.........*.........>..37:aba:866555544443333332222222122222:112..111. qa=+
 01TE07  17  1.3 0x02 0x57         P01TE07  523 :.........<.........*.........>..27:aba:86655555444443333322332211211.12.1111111 qa=+
 01TE08  22  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>........48abb:86555555444444333332323222212221111 qa=+
 01TE09  24  1.3 0x02 0x0c         P01TE09   73 :.........<.........*.........>........158:aba976555544544343343233222222212222. qa=+
 01TE10  19  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>....37:bba8655554544444444433332333222122121.1211 qa=+
 01TE11  26  1.7 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:.169aba96555544444443333333323222222222 qa=+
 01TE12  21  1.3 0x02 0x0f         P01TE12   91 :.........<.........*.........>.......48:bba976555554444434443433333222222212232 qa=+
 02TA01  16  1.7 0x02 0x10         P02TA12   97 :.........<.........*.........>.37:aba:86665544444333322222222221111..11111...1. qa=+
 02TA02  18  1.3 0x02 0x11         P02TA11  103 :.........<.........*.........>...158abb:7665555444344332222232111111.:.1.1.11.1 qa=+
 02TA03  20  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>.....159aba:766655554434333232231232122:1111.12.. qa=+
 02TA04  13  1.3 0x02 0x58         P02TA09  529 :.........<.........*.........28:bb:8666555554443333333322111221.122211111.11111 qa=+
 02TA05  15  1.3 0x02 0x59         P02TA08  535 :.........<.........*.........>16:aba9766555454444434323333222232222.11111211111 qa=+
 02TA06  19  1.3 0x02 0x5a         P02TA07  541 :.........<.........*.........>....48:aba97665555444434333333332322221211211.121 qa=+
 02TA07  30  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:.....37:bba9766555554444443343332322222 qa=+
 02TA08  22  0.9 0x02 0x13         P02TA05  115 :.........<.........*.........>.......26:aba97655554544443433333223211212121.21. qa=+
 02TA09  10  1.3 0x02 0x14         P02TA04  121 :.........<.........*......48abb:765555554444444333332232212321111111.:.111.1.12 qa=+
 02TA10  13  1.3 0x02 0x15         P02TA03  127 :.........<.........*........48:bba9655555555444434333333332222131122212.2121.21 qa=+
 02TA11  16  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>.27:bb:86555555444443343333323222212212112111..21 qa=+
 02TA12  18  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>...259abb:865555444444444433333323222231111122111 qa=+
 02TB01   8  1.3 0x02 0x18         P02TB12  145 :.........<.........*...159abb:76655554443333333222212222112:..21.....:......1.1 qa=+
 02TB02  21  2.2 0x02 0x19         P02TB11  151 :.........<.........*.........>.....279aaaa:865555544444333333222222111.111222.1 qa=+
 02TB03  19  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>....269aba:76665554444443343333223322121221111112 qa=+
 02TB04  20  1.3 0x02 0x5c         P02TB09  553 :.........<.........*.........>.....169abb:76655555444334333322122222111221.11.. qa=+
 02TB05  22  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>........59aba976655555444433333333222222211221112 qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.....16:bba97655555444443333333221222212111122112 qa=+
 02TB07  20  1.3 0x02 0x5f         P02TB06  571 :.........<.........*.........>.....269abba97655555444444343333232222.1222121.22 qa=+
 02TB08  20  1.7 0x02 0x1b         P02TB05  163 :.........<.........*.........>....368:aba:97655544444444333333223232211212..1.1 qa=+
 02TB09  18  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>..158:aba9666555454443433333333212..2112.2..1111. qa=+
 02TB10  23  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........69aba866555554444444333333332222322.2112 qa=+
 02TB11  24  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........259abb:765555545444434333332332323122231 qa=+
 02TB12  22  1.3 0x02 0x1f         P02TB01  187 :.........<.........*.........>......258abba965555554444434333333333223232222221 qa=+
 02TC01  16  1.7 0x02 0x20         P02TC01  193 :.........<.........*.........>.58:aba:8666555544334333332322212.221.1:12.1.1..1 qa=+
 02TC02  12  1.3 0x02 0x21         P02TC02  199 :.........<.........*.......269aba:86665554444433322222222212211111..11111.1...1 qa=+
 02TC03  22  1.7 0x02 0x22         P02TC03  205 :.........<.........*.........>.......169aba:8666555444443333322322112122.211.11 qa=+
 02TC04  13  1.3 0x02 0x60         P02TC04  577 :.........<.........*........169aba:876655554444443322323322122212..1121.1.11.11 qa=+
 02TC05  20  1.7 0x02 0x61         P02TC05  583 :.........<.........*.........>....258:aba:866555544444343332332222211222.111..1 qa=+
 02TC06   0  0.9 0x02 0x62         P02TC06  589 :.........<.........a99998888899999999999887666667788888888777888888888888888888 qa=0
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>........148:bba976555555444443333431323112.111222 qa=+
 02TC08  23  1.7 0x02 0x23         P02TC08  211 :.........<.........*.........>........27:aba:7655555444444333333231222221222.1. qa=+
 02TC09  15  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........158:aaaa976555555444443443333323322222122.11212111 qa=+
 02TC10  25  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:58:aba:86555554444444333332322321222212 qa=+
 02TC11  21  1.7 0x02 0x26         P02TC11  229 :.........<.........*.........>.....148:aba:765555544444443343333222332222122121 qa=+
 02TC12  19  1.7 0x02 0x27         P02TC12  235 :.........<.........*.........>....38:bba96555555444443334333333322122231211.2.1 qa=+
 02TD01  15  1.3 0x02 0x28         P02TD01  241 :.........<.........*.........>37:bba976655444443333333222222121211221:.11111.1. qa=+
 02TD02  14  1.7 0x02 0x29         P02TD02  247 :.........<.........*.........>59aba:766555544433333222113221111.1..1.:11....... qa=+
 02TD03  15  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........>..7:bba8666555554444433333332122211122.1122.1.111 qa=+
 02TD04  17  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>.368:aaaa97665555444444343323331322322222.211212. qa=+
 02TD05  16  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>2589abaa97665555444444333332322212212222.21.11.1. qa=+
 02TD06  22  1.7 0x02 0x66         P02TD06  613 :.........<.........*.........>......258:aba:86655555544443333333232323222212111 qa=+
 02TD07  18  1.3 0x02 0x67         P02TD07  619 :.........<.........*.........>...58:bba97655555544443433333222222222111.11.11.1 qa=+
 02TD08  22  1.3 0x02 0x2b         P02TD08  259 :.........<.........*.........>........38:bba86655555444443333333322212212121111 qa=+
 02TD09  18  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>..158:aba:7655554544444333333332222212122111.1.2. qa=+
 02TD10  16  1.7 0x02 0x2d         P02TD10  271 :.........<.........*.........>169:aaa:765555444444443333332222121122222222.1211 qa=+
 02TD11  23  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>........158abb:8655554444444433333223231231221211 qa=+
 02TD12  22  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>........49aba:9655555444444443333333332333122212. qa=+
 02TE01  13  1.7 0x02 0x30         P02TE01  289 :.........<.........*.......1379aba:8665555443333322312111211.212..1..:.11...1.. qa=+
 02TE02  14  1.3 0x02 0x31         P02TE02  295 :.........<.........*........158:aba:76655544433343332213.2.11.1111.1.:11....... qa=+
 02TE03  16  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>.48:aba:976655554444433323323222121122221.11..1.. qa=+
 02TE04  20  1.3 0x02 0x68         P02TE04  625 :.........<.........*.........>....159aaba986655555444434332322232222121.121..21 qa=+
 02TE05  24  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........159aba9665555555444433333222322321211221 qa=+
 02TE06  24  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........17:bba9665555555444433333322321232121211 qa=+
 02TE07  22  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........6:bb:86655555444444443332323222222221121 qa=+
 02TE08  17  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>.269:aba:9765555544444333232333232232222221.11121 qa=+
 02TE09   7  1.3 0x02 0x34         P02TE09  313 :.........<.........*...17:bb:76555555444443434322322321222112112.11111...111111 qa=+
 02TE10   9  1.3 0x02 0x35         P02TE10  319 :.........<.........*.....48abb:7655555544444443343332323332221112.212111.12.... qa=+
 02TE11  14  1.7 0x02 0x36         P02TE11  325 :.........<.........*.........269aba:76555554544444333343222233222211111.1.1.212 qa=+
 02TE12  13  1.3 0x02 0x37         P02TE12  331 :.........<.........*........159aba:86555554444444433332333223221222.2:2.1.1.2.1 qa=+
 03TA01  11  1.3 0x02 0x38         P03TA01  337 :.........<.........*......169aba:76655554443333322222211.121.11....1.:..1111..1 qa=+
 03TA02  11  1.7 0x02 0x39         P03TA02  343 :.........<.........*......27:aba:766555544444333323222212121221121...:1.1..211. qa=+
 03TA03  19  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>....16:aba9766555544444343333123122.2.212211211.1 qa=+
 03TA04  20  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>...147:aaba97655554444333332222211122.112.2111... qa=+
 03TA05  18  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>..369abba86655555444434433333221221112.:2111111.. qa=+
 03TA06  18  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>...379aba:766555554444433323331322322.111111.1111 qa=+
 03TA07  20  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>.....47:bba97655555544444433332323322222.1.11111. qa=+
 03TA08  16  1.3 0x02 0x3b         P03TA08  355 :.........<.........*.........>.58abba966555554444344343322233321121.22111.1212. qa=+
 03TA09  12  1.3 0x02 0x3c         P03TA09  361 :.........<.........*........37:bba965555545444443343322332221212122.11.22.111.. qa=+
 03TA10  17  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>...59aba97555554454444333333223122222.2221..12... qa=+
 03TA11  17  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>..27:bb:765555454444443433333212221222111122121.1 qa=+
 03TA12  15  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>.38:bb:865555444444444443333232222222122222212111 qa=+
 03TB01  14  2.2 0x02 0x40         P03TB01  385 :.........<.........*.........37:aaaa:9866555444333233332211312.11..21:.21.111.1 qa=+
 03TB02  18  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>.2579:aaaa9866555444443333322122222.1212111.112.2 qa=+
 03TB03  28  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:..268:aba:87655554444443333221222121222 qa=+
 03TB04  18  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>..137:bb:8666555544444333333222221222211.11121... qa=+
 03TB05  18  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>....59aba:766555554433333323222221.222111111112.1 qa=+
 03TB06  26  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:137:aba:7656555544444343333132322112121 qa=+
 03TB07  22  1.7 0x02 0x73         P03TB07  691 :.........<.........*.........>......358:aba976655555544444323233221222212211221 qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>........369aaaa:876555544544443333322332232222112 qa=+
 03TB09  15  2.2 0x02 0x44         P03TB09  409 :.........<.........*.......1368::aaaa:98655554443434333332232222222111211111..1 qa=+
 03TB10  20  2.2 0x02 0x45         P03TB10  415 :.........<.........*.........>..1369:aaaa:8755555544343443332223222212221311221 qa=+
 03TB11  25  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........269aaaa:96555544444433334333333323222221 qa=+
 03TB12  31  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.....269aaba:86555544444443333333232323 qa=+
 03TC01  21  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>....368:aaaa:866554443443323223221211111.11..1... qa=+
 03TC02  24  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>........269:aaa:87655454444333333222231221.111111 qa=+
 03TC03  25  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:47:abb:86665554443433333222212211112.12 qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*.......37:bb:7665555554444333333222322222211212.11.12.111.1 qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*........148:bba866655555443433333332222221.211121:11...1..1 qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>.....159aba:7665555544444433333233222111.11111111 qa=+
 03TC07  20  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>......37:bb:8665555554444443433342333222221222122 qa=+
 03TC08  25  1.7 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:37:aba:86655555544443433333223222222212 qa=+
 03TC09  19  1.3 0x02 0x4c         P03TC09  457 :.........<.........*.........>....37:abaa9765555554444443344223231222222111.121 qa=+
 03TC10  14  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........47:aba:97555554444444433432333233221.1221231111111 qa=+
 03TC11  25  1.3 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.69abaa9755555544444444333332231222221. qa=+
 03TC12  27  1.7 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:..38:aba9755554444444333332333332222232 qa=+
 03TD01  15  2.2 0x03 0x00         P03TD01    2 :.........<.........*.........>379aaaa:866555444333323322221221.12111.1...1.1... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.....379aba:866555554443333332323321222221.11.2.1 qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:...58abb:7665555544443433223322221221.2 qa=+
 03TD04  11  1.3 0x03 0x50         P03TD04  482 :.........<.........*.....1369abb:8665555444343333332311211111.111112.:.....11.1 qa=+
 03TD05  13  1.3 0x03 0x51         P03TD05  488 :.........<.........*........369aba:866565555444443333333312321212211.11.11111.1 qa=+
 03TD06  11  1.3 0x03 0x52         P03TD06  494 :.........<.........*......169abb97665555554444343333323222212221111121211111..1 qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*....169aba:865555555444343433332231233222112111.21.21111.1. qa=+
 03TD08  24  1.3 0x03 0x03         P03TD08   20 :.........<.........*.........>.........269abba976555554444444333332323312132111 qa=+
 03TD09  18  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>.3589:aaaa:875555444444344333232233222111222112.1 qa=+
 03TD10  24  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>........379:aaaa975555544444443444333223222222211 qa=+
 03TD11  15  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.58abba865555544444444333333232.32.1.22112112..2. qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>.37:bba96555544444444333332232222212.111221111.11 qa=+
 03TE01  21  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>.....1479aba:9766555443333332213212221.111.111... qa=+
 03TE02  17  1.7 0x03 0x09         P03TE02   56 :.........<.........*.........>.368:aba:76655554433333333231211111.1.12111..1121 qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>.....47:aba:766555554444343333222121222221121..12 qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>27:bba8666555544443333333323211122112.121....1..1 qa=+
 03TE05  12  0.9 0x03 0x55         P03TE05  512 :.........<.........*........48aba9666555554444443333233222222221211.21....11.1. qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*...6:aba966555555544444444433323332221122211111111111..1... qa=+
 03TE07  12  1.3 0x03 0x57         P03TE07  524 :.........<.........*.......37:bb:86655555444444434333333223212221112111.21..11. qa=+
 03TE08  16  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>148:aba97655554544443333233233222222112:22.112... qa=+
 03TE09  20  1.3 0x03 0x0c         P03TE09   74 :.........<.........*.........>....158:abaa97555555544444343233322232.222.1.2221 qa=+
 03TE10  13  1.7 0x03 0x0d         P03TE10   80 :.........<.........*.......268:aba:76555555444443333333332312122121121112.1...1 qa=+
 03TE11  16  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>1479abba975555545444433333332323222222111.112211. qa=+
 03TE12  13  1.7 0x03 0x0f         P03TE12   92 :.........<.........*........48:aba:86555544444444343333333133212121221.211121.1 qa=+
 04TA01  15  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........158:aba97665545443433233332221122.221.1.:......1.. qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>.368:aba:8665555444333323332232222211111.1.111111 qa=+
 04TA03  16  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>.159abb:86665555444343333232222.12121111121...11. qa=+
 04TA04   9  1.3 0x03 0x58         P04TA04  530 :.........<.........*....27:aba976655555444443333332222222221211111121:.....11.1 qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*....269aba9766555544444433332332222212211112.111.:1111.1... qa=+
 04TA06  10  1.3 0x03 0x5a         P04TA06  542 :.........<.........*.....48:bba9666555554444434332323232122121122222.1.11111.12 qa=+
 04TA07   8  1.3 0x03 0x5b         P04TA07  548 :.........<.........*...58:bba97655555454444333333232232222122221.1.11:21.2...1. qa=+
 04TA08  13  1.7 0x03 0x13         P04TA08  116 :.........<.........*........269aba:97655555444433333323332222112212.1211...1.11 qa=+
 04TA09   9  0.9 0x03 0x14         P04TA09  122 :.........<.........*.....49aba9655555554444443333333332122222.2.11111112.121... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*....27:bba865555544444444433333323222221112121.1221.111111. qa=+
 04TA11  10  1.3 0x03 0x16         P04TA11  134 :.........<.........*.....169abb:765555544444443333332321232222122111212..22.... qa=+
 04TA12  10  1.3 0x03 0x17         P04TA12  140 :.........<.........*....1379aba9655555554443344333332332222122.2111221212111111 qa=+
 04TB01  12  1.7 0x03 0x18         P04TB12  146 :.........<.........*.......47:aba:765544332222.211111..1...:..1......:......... qa=+
 04TB02  15  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>269aba:976655544443343332322321211221.11....1..1. qa=+
 04TB03  17  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>..27:bba9766555544443333223323222222211111..11..1 qa=+
 04TB04   7  1.3 0x03 0x5c         P04TB09  554 :.........<.........*...59aba9766555544444433333333221222211:22..1..1111.1..1... qa=+
 04TB05  10  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......7:bb:76655555444443433333222221112.1.11.1.11...1111.1 qa=+
 04TB06   8  0.9 0x03 0x5e         P04TB07  566 :.........<.........*...148aba96666555555444443333332222121222112.111111...12.11 qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........a...b...7.:.6...5...5...4...4.:.3...3...2...2...2. qa=+
 04TB08  23  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>........48:bba966655554444443333323213122122211.2 qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>.....37:aba86655555444343333323222222.2:221.11111 qa=+
 04TB10  20  0.9 0x03 0x1d         P04TB03  176 :.........<.........*.........>......27aba866555554444443333333233322212.1.1212. qa=+
 04TB11  15  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........>.48aba96655555444444444433333223222122222311211.1 qa=+
 04TB12  13  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........37:bb:76555554444444333333232332223221121222.11.1. qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>....58:aba976665554444333333323212211121.21.1111. qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>..47:bba97665555544443333233222212211.12.111.1... qa=+
 04TC03  11  1.3 0x03 0x22         P04TC10  206 :.........<.........*......48:bba866555554444333323222212211:.21.111.2:1.....1.. qa=+
 04TC04  19  1.7 0x03 0x60         P04TC09  578 :.........<.........*.........>.....59abb:8666555444443333333232222222:11111...1 qa=+
 04TC05  17  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>..58:bba976655555544444343233322332222221212321.. qa=+
