#L2-ped algorithm finishRun(7077049)
#L2H10,6,total event counter; x=cases,270,270,270,0,0,0,
#L2ped  CPU/eve MPV 138 kTicks,  FWHM=3, seen eve=270
# L2ped-Adc spectra, run=7077049, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 02TA07  30  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:.......345541111.1.:.........:......... qa=+
 02TA08  24  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.........:145531..1:......1..:.....1...:......... qa=+
 02TA09  13  1.3 0x02 0x14         P02TA04  121 :.........<.........*.........>355411...:.........:.........:.........:......... qa=+
 02TA10  15  1.3 0x02 0x15         P02TA03  127 :.........<.........*.........>.245541.1:.....1...:.........:..1......:......... qa=+
 02TA11  16  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>....355411.11......:.........:.........:......... qa=+
 02TA12  20  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>......145542.......:.....1...:.........1......... qa=+
 02TB01  10  1.3 0x02 0x18         P02TB12  145 :.........<.........*.......245541...1..:.........:.........:...1.....:......... qa=+
 02TB02  22  1.3 0x02 0x19         P02TB11  151 :.........<.........*.........>........1345532...1:..1......:.........:......... qa=+
 02TB03  21  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>........35543.1....:....11...:.........:......... qa=+
 02TB04  21  1.7 0x02 0x5c         P02TB09  553 :.........<.........*.........>.......135553.2.11.:.1.......:....1....:......... qa=+
 02TB05  23  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>.........14554121.1:1...1..1.1..1......:......... qa=+
 02TB06  21  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.......145542..121.:1........:.........:......... qa=+
 02TB07  21  1.7 0x02 0x5f         P02TB06  571 :.........<.........*.........>.......13555422..1.:..1......1.........:......... qa=+
 02TB08  23  1.3 0x02 0x1b         P02TB05  163 :.........<.........*.........>.........24554321.1:..1......:.........:......... qa=+
 02TB09  19  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>......35552.....1..:.........:.........:......... qa=+
 02TB10  25  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:..35541..:.........:.........:......... qa=+
 02TB11  26  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:..245541.:.1...11..:.......1.:......... qa=+
 02TB12  23  1.7 0x02 0x1f         P02TB01  187 :.........<.........*.........>.........13555411..:.........:.........:......... qa=+
 02TC01  17  1.7 0x02 0x20         P02TC01  193 :.........<.........*.........>...24554312111.....:.........:...1.....:......... qa=+
 02TC02  13  1.7 0x02 0x21         P02TC02  199 :.........<.........*.........>355532...:1.1......:......1..:.........:......... qa=+
 02TC03  23  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>.........245542....:....1....:.........:......... qa=+
 02TC04  15  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>.14554321:.1111....:.........:.........:......... qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>.......245543.11...:.........:.1.......:......... qa=+
 02TC06  24  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>.........1345541111:.....1...:.........:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:.245543..:11...1..11.........:......... qa=+
 02TC08  23  1.3 0x02 0x23         P02TC08  211 :.........<.........*.........>.........1345532.11:......1..:.........:......... qa=+
 02TC09  17  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........>..14455411..1......:.........:.........:......... qa=+
 02TC10  26  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:..24554311...1.....:..1......:......... qa=+
 02TC11  22  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>........245542.....1...1.....:.........:........1 qa=+
 02TC12  20  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>......145542.1.....:1..1..1..:.........:......... qa=+
 02TD01  16  1.7 0x02 0x28         P02TD01  241 :.........<.........*.........>..2455531:1..1.11..:1........:.........:......... qa=+
 02TD02  15  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.145542.1:.........:.........:.........:......... qa=+
 02TD03  16  1.7 0x02 0x2a         P02TD03  253 :.........<.........*.........>...2555421.1.......:.........:.........:......... qa=+
 02TD04  21  2.2 0x02 0x64         P02TD04  601 :.........<.........*.........>...13....5554....11:.........:.....1...:......... qa=+
 02TD05  18  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>..12455542.1..1....:1.11...1.:.1.......:......... qa=+
 02TD06  22  1.3 0x02 0x66         P02TD06  613 :.........<.........*.........>........14554321.1.11....1...:.........:......... qa=+
 02TD07  19  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>.....13555331..1...:11.......:.........:......... qa=+
 02TD08  23  1.7 0x02 0x2b         P02TD08  259 :.........<.........*.........>.........:35553....1........1:..1......:......... qa=+
 02TD09  19  1.3 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....1345541.1.....:.........:.........:......... qa=+
 02TD10  18  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.........>...12455422.1......:.........:.........:......... qa=+
 02TD11  24  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:.245542..1.1.......:.......1.:......... qa=+
 02TD12  23  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........:245542.11:......11.:..1......:....1.... qa=+
 02TE01  14  1.7 0x02 0x30         P02TE01  289 :.........<.........*.........>.345542111.........:.........:.........:......... qa=+
 02TE02  15  1.7 0x02 0x31         P02TE02  295 :.........<.........*.........>.1355541.:.1..1..1.:.........:.........:......... qa=+
 02TE03  17  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>...13555421111.....:.........:.........:......... qa=+
 02TE04  21  1.7 0x02 0x68         P02TE04  625 :.........<.........*.........>.......245554111..111..1.....:.........:......... qa=+
 02TE05  25  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:..355421.:1........:.........:......... qa=+
 02TE06  25  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:..455431.1.........:.........:......... qa=+
 02TE07  24  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:1455421.1:.1.......:.........:...1..... qa=+
 02TE08  18  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>...12355531...1.1.11.........:.........:....1.... qa=+
 02TE09   9  1.3 0x02 0x34         P02TE09  313 :.........<.........*......35542....1...:.........:.........:.........:......... qa=+
 02TE10  11  1.3 0x02 0x35         P02TE10  319 :.........<.........*........35542..1...:.....1.1.:.........:.........:......... qa=+
 02TE11  15  1.7 0x02 0x36         P02TE11  325 :.........<.........*.........>..355531.:....1....:....1....:.........:......... qa=+
 02TE12  15  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........>.1355531.:...1...1.:.1.......:.........:......... qa=+
 03TA01  12  1.3 0x02 0x38         P03TA01  337 :.........<.........*.........245531....:..1......:.........:.........:......... qa=+
 03TA02  12  1.3 0x02 0x39         P03TA02  343 :.........<.........*.........24554211..:.........:.........:.........:......... qa=+
 03TA03  20  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>.......1455431..1..:.........:.........:......... qa=+
 03TA04  20  1.3 0x02 0x6c         P03TA04  649 :.........<.........*.........>......134554311....1..1......:.........:......... qa=+
 03TA05  18  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>.....245543.111....:.........:.........:......... qa=+
 03TA06  19  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>......3455311.1.1..:.........:.........:......... qa=+
 03TA07  21  1.7 0x02 0x6f         P03TA07  667 :.........<.........*.........>........355531.11..:.......1.:.........:......... qa=+
 03TA08  17  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>...1455521.1......1:1........:.........:......... qa=+
 03TA09  13  1.3 0x02 0x3c         P03TA09  361 :.........<.........*.........>145541..11.........:.........:.........:......... qa=+
 03TA10  18  0.9 0x02 0x3d         P03TA10  367 :.........<.........*.........>.....24553.........:.........:.........:......... qa=+
 03TA11  18  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>.....25553...1....1:.........:.........:......... qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>...245532:..1.111..:.........:.........:......... qa=+
 03TB01  16  2.2 0x02 0x40         P03TB01  385 :.........<.........*.........>..34454433111.1..1.:.....1...:.........:......... qa=+
 03TB02  18  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>....13455443111....1.1.......:.........:......... qa=+
 03TB03  29  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:.....23554432111...:.........:......... qa=+
 03TB04  19  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>.....135541111.....:.1.1.....:.........:......... qa=+
 03TB05  19  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>......145541.11111.:.1.....1.:.........:......... qa=+
 03TB06  27  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:...235553:..11.1.1.:.........:......... qa=+
 03TB07  24  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........:2455422.1:..1..1..1:.........:......... qa=+
 03TB08  25  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:23455433.:1.......11.1.1.....:......... qa=+
 03TB09  16  2.6 0x02 0x44         P03TB09  409 :.........<.........*.........>.13444444421..1....:...1..1..:.........:......... qa=+
 03TB10  20  1.3 0x02 0x45         P03TB10  415 :.........<.........*.........>......2455443311...:.1.......1.......1.:......... qa=+
 03TB11  26  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:..1455443211....1..:1...1..1.:......... qa=+
 03TB12  32  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......124554321...:..1......:......... qa=+
 03TC01  22  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>.......12455541.1.1:.........:...1.....:.1....... qa=+
 03TC02  25  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:.24455321:.1.1.....:.........:......... qa=+
 03TC03  26  1.7 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:..1355532111.....1.:.........:......... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*.........24552211111..1..1...:.........:.........:......... qa=+
 03TC05  14  0.9 0x02 0x75         P03TC05  703 :.........<.........*.........>125552.11:..1......:.........:.........:.1....... qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>.......25553...1..1:.........:.........:......... qa=+
 03TC07  22  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>.........2455311...:..1......:.........:......... qa=+
 03TC08  26  0.9 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:...355531:..11.....:.........:.......1. qa=+
 03TC09  20  1.3 0x02 0x4c         P03TC09  457 :.........<.........*.........>.......24554321....1...1.....:.........:......... qa=+
 03TC10  15  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>.145554311...1.....:...1.....:1........:......... qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:...3555421..1....1.:.....1..1:......... qa=+
 03TC12  28  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....1355422.....1..:.........:......... qa=+
 03TD01  16  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>.124554411..1....1.:.........:.........:......... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>......1355541..1...:..1......:.........:......... qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:...1355411..1......:.........:......... qa=+
 03TD04  11  1.3 0x03 0x50         P03TD04  482 :.........<.........*.......13455311....:.1.......:........1:.........:......... qa=+
 03TD05  12  0.9 0x03 0x51         P03TD05  488 :.........<.........*........23554321.11:.1.......1.........:.........:......... qa=+
 03TD06  11  1.7 0x03 0x52         P03TD06  494 :.........<.........*......1245542....1.:.........:..1......:.........:......... qa=+
 03TD07   9  0.9 0x03 0x53         P03TD07  500 :.........<.........*......45542......11:.........:.........:.........:......... qa=+
 03TD08  25  1.3 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:.24554311:...1..1..:.........:......... qa=+
 03TD09  20  2.6 0x03 0x04         P03TD09   26 :.........<.........*.........>....134455431...1..:......1..:.........:......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........:134554321:11......1:.........:......... qa=+
 03TD11  15  0.9 0x03 0x06         P03TD11   38 :.........<.........*.........>..3455421:1....1...:..1.1....:.........:......... qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>..145542.:1.1.11...:.........:.........:......... qa=+
 03TE01  21  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>........3555421....1..1......:.........:......... qa=+
 03TE02  18  1.7 0x03 0x09         P03TE02   56 :.........<.........*.........>....235553..1......:.........:.........:......... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>......1355431..1...:.........:.1......1:......... qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>.1455421.:1....1...:.........:.........:......... qa=+
 03TE05  12  0.9 0x03 0x55         P03TE05  512 :.........<.........*.........14553112..:...111...:.........:.........:......... qa=+
 03TE06   7  1.7 0x03 0x56         P03TE06  518 :.........<.........*...13555311........:.........:....1....:.........:......... qa=+
 03TE07  11  1.3 0x03 0x57         P03TE07  524 :.........<.........*.......24553111....:.........:.........:.........:......... qa=+
 03TE08  17  1.3 0x03 0x0b         P03TE08   68 :.........<.........*.........>...3455421...1.....:.........:.........:......... qa=+
 03TE09  20  1.3 0x03 0x0c         P03TE09   74 :.........<.........*.........>.....11345542.1..11:.........:.........:.......1. qa=+
 03TE10  13  1.3 0x03 0x0d         P03TE10   80 :.........<.........*.........>345542...:1..11....:.........:.........:......... qa=+
 03TE11  16  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>..12455431.........:..1......:....11...:......... qa=+
 03TE12  13  1.7 0x03 0x0f         P03TE12   92 :.........<.........*.........13555321..:1....1...:.........:.........:....1.... qa=+
 04TA01  15  1.7 0x03 0x10         P04TA01   98 :.........<.........*.........>.145553111...1.....:.........:.........:......... qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>..12455531...1.....:.1.......:.........:......... qa=+
 04TA03  16  1.7 0x03 0x12         P04TA03  110 :.........<.........*.........>...355531:....1..1.:.1..1....:.........:......... qa=+
 04TA04   8  0.9 0x03 0x58         P04TA04  530 :.........<.........*....234553111.1..1.:.........:.........:.........:......... qa=+
 04TA05   8  1.3 0x03 0x59         P04TA05  536 :.........<.........*....1245531.11.....:.........:.........:.........:......... qa=+
 04TA06  10  1.7 0x03 0x5a         P04TA06  542 :.........<.........*......1355541......:.1.......:.........:.........:......... qa=+
 04TA07   7  1.3 0x03 0x5b         P04TA07  548 :.........<.........*...234554211...111.:.1.......:.........:.........:......... qa=+
 04TA08  13  1.3 0x03 0x13         P04TA08  116 :.........<.........*.........>2455421..1....1.1..:1........:.........:......... qa=+
 04TA09   9  1.3 0x03 0x14         P04TA09  122 :.........<.........*......255411..1...11.........:......1..:.........:......... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......245531....11.:....1....:.........:.........:......... qa=+
 04TA11  11  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......135542.....1:.......1.:.........:.........:......... qa=+
 04TA12  11  1.3 0x03 0x17         P04TA12  140 :.........<.........*......12455411....1:.........:.........:..1......:......... qa=+
 04TB01  12  1.3 0x03 0x18         P04TB12  146 :.........<.........*.........345542...1:1........:.........:.........:......... qa=+
 04TB02  15  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>.13455422:11.....1.:.........:.........:......... qa=+
 04TB03  16  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...2455421.........:.....1...:.........:......... qa=+
 04TB04   7  1.3 0x03 0x5c         P04TB09  554 :.........<.........*....14553>....11...:..1......:.........:.........:......... qa=+
 04TB05   9  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......245531......1:.11......:.........:.........:......... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*....135542111111..11.........:........1:.........:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........5...5...1.:.....1...:.........:.........:......... qa=+
 04TB08  23  1.7 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........135553221.:1.......1:.........:......... qa=+
 04TB09  19  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......24553.11.1...:.........:.........:......... qa=+
 04TB10  20  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>.......135542...1..:1........:.........:......... qa=+
 04TB11  15  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........>..1465311:1.1...1..:.........:.....1...:......... qa=+
 04TB12  14  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>135542.1.:..1.1....:.........1.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....2455521.1.....:.........:.........:......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>....345531.........:.........:.........:......... qa=+
 04TC03  11  0.9 0x03 0x22         P04TC10  206 :.........<.........*.......235552111...:.........:.........:.........:......... qa=+
 04TC04  18  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>.....245542........11......1.:.....1...:......... qa=+
 04TC05  16  1.3 0x03 0x61         P04TC08  584 :.........<.........*.........>...24554322....1...:1......1.:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>.......355422...1..:.........:.........:......... qa=+
 04TC07  20  0.9 0x03 0x63         P04TC06  596 :.........<.........*.........>.......2455311.1...:.........:.........:......... qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>.........3455311...:..1.1....:.........:......... qa=+
 04TC09  12  1.3 0x03 0x24         P04TC04  218 :.........<.........*........245543..1..:..1.1....:.........:.........:......... qa=+
 04TC10  20  1.3 0x03 0x25         P04TC03  224 :.........<.........*.........>......3455421.1..1.:.........:........1:......... qa=+
 04TC11  16  0.9 0x03 0x26         P04TC02  230 :.........<.........*.........>...355421:1...1....:.........:.........:......... qa=+
 04TC12  13  1.3 0x03 0x27         P04TC01  236 :.........<.........*.........>145542.11111.......:.........:.........:......... qa=+
 04TD01  14  1.3 0x03 0x28         P04TD12  242 :.........<.........*.........>.35542...11....1...:...1.....:.........:......... qa=+
 04TD02  21  1.3 0x03 0x29         P04TD11  248 :.........<.........*.........>.........45542..11.:.....1...:.....1...:......... qa=+
 04TD03  10  1.7 0x03 0x2a         P04TD10  254 :.........<.........*.......255532.11...:.........:.........:.........:......... qa=+
 04TD04  20  1.7 0x03 0x64         P04TD09  602 :.........<.........*.........>......235554321....:....1....:.........:......... qa=+
 04TD05  15  1.3 0x03 0x65         P04TD08  608 :.........<.........*.........>.1245542.1.........:.....1...:.........:......... qa=+
