#L2-ped algorithm finishRun(7082081)
#L2H10,6,total event counter; x=cases,781,781,781,0,0,0,
#L2ped  CPU/eve MPV 143 kTicks,  FWHM=3, seen eve=781
# L2ped-Adc spectra, run=7082081, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 02TD09  19  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....1456653...1...1.1.......:.........:......... qa=+
 02TD10  17  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.........>...14566522211111.11....1..1.:....1....:......... qa=+
 02TD11  24  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:.356653211111.111..:..1......:......... qa=+
 02TD12  23  1.7 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........1466643..111........:..11...1.:........1 qa=+
 02TE01  15  1.3 0x02 0x30         P02TE01  289 :.........<.........*.........>.3566531211.111...1:.........:.........:......... qa=+
 02TE02  14  1.3 0x02 0x31         P02TE02  295 :.........<.........*.........>1356654212..11....1:........1:.........:......... qa=+
 02TE03  17  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>...34666532112122.1:........1:.........:......... qa=+
 02TE04  21  1.7 0x02 0x68         P02TE04  625 :.........<.........*.........>.......356654312111111.1...1.:.......1.:......... qa=+
 02TE05  25  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.246653.1:1.11.1...:....1...1:......... qa=+
 02TE06  25  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:.3566531.:1..11.1..:.........:......... qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:256652.211.11.1.1..1..1......1.......1. qa=+
 02TE08  18  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>...124666521211.1.11.......1.:.........:......... qa=+
 02TE09   8  1.3 0x02 0x34         P02TE09  313 :.........<.........*.....1566421.111...1.1.......:11.......:.........:......... qa=+
 02TE10  11  1.3 0x02 0x35         P02TE10  319 :.........<.........*.......2466522.11..:..1.1...1:.1.....1.:..1......:......... qa=+
 02TE11  15  1.7 0x02 0x36         P02TE11  325 :.........<.........*.........>.146664312.1.1.11.1:....1....:.........:......... qa=+
 02TE12  15  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........>.256653111.11......:1...11...:.........:......... qa=+
 03TA01  12  1.3 0x02 0x38         P03TA01  337 :.........<.........*........24665321111:....1....:.........:.........:......... qa=+
 03TA02  12  1.3 0x02 0x39         P03TA02  343 :.........<.........*.........356653111121..1.....:.........:........1:......... qa=+
 03TA03  20  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>......245665221111.11.1...1..:.........:......... qa=+
 03TA04  20  1.3 0x02 0x6c         P03TA04  649 :.........<.........*.........>.....1345665322.1..:.1.......:.........:......... qa=+
 03TA05  19  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>....14566531111..1.:.........:.........:......... qa=+
 03TA06  19  1.7 0x02 0x6e         P03TA06  661 :.........<.........*.........>.....346664.11..11.1.........:.........:......... qa=+
 03TA07  21  1.7 0x02 0x6f         P03TA07  667 :.........<.........*.........>.......246664222111:.........:.........:......... qa=+
 03TA08  17  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>..13566641.2..1.1..:.........:...1.....:......... qa=+
 03TA09  13  1.7 0x02 0x3c         P03TA09  361 :.........<.........*.........>1566541.11..1.1....:...1.....:.........:......... qa=+
 03TA10  18  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>.....4665311.11.1.1:.........:.........:......... qa=+
 03TA11  18  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>....246653111111...:....1....:..1......:......... qa=+
 03TA12  16  1.7 0x02 0x3f         P03TA12  379 :.........<.........*.........>...4666412111....1.:.........:.........:......... qa=+
 03TB01  16  2.6 0x02 0x40         P03TB01  385 :.........<.........*.........>.24556554321...1.1.:.........:.........:......... qa=+
 03TB02  18  2.2 0x02 0x41         P03TB02  391 :.........<.........*.........>...1345665533.1..1.:.........:.........:......... qa=+
 03TB03  28  1.3 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:....14566554211112.:1........1......... qa=+
 03TB04  19  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>.....24665221....21:.........:.........:......... qa=+
 03TB05  19  1.7 0x02 0x71         P03TB05  679 :.........<.........*.........>.....14666421.1.11.:..11.....:.........:......... qa=+
 03TB06  27  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:..125666421..11...1:.........:......... qa=+
 03TB07  23  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........14566412111.1.1...1.1..1......:......... qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:2456654321.11.11...:...1.....:.....1... qa=+
 03TB09  15  3.0 0x02 0x44         P03TB09  409 :.........<.........*.........>124565655431.1.....:...11....:.........:......... qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....1356655431.11.1..1......:.....1...:......... qa=+
 03TB11  26  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:.245665532.1..1....:.........1..1.1.... qa=+
 03TB12  32  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......24566543.11.1....1.11.:......1.. qa=+
 03TC01  22  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>......13456665321..1.11......:.........:......... qa=+
 03TC02  25  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:135666541111....11.:.1.......:......... qa=+
 03TC03  26  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:.134665411111111...:.1.......1...1..... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*.........356642121.1.....11..:1........:....1....:.....1... qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........>246653211111..1.1..:.1.......:.........:......... qa=+
 03TC06  20  0.9 0x02 0x76         P03TC06  709 :.........<.........*.........>.......466542.1.11.:.....1..1:..1......:......... qa=+
 03TC07  22  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>........1466632.11.:11.......:.......1.:......... qa=+
 03TC08  26  1.7 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:.12466641:11.111...1......1.11..1...... qa=+
 03TC09  20  1.3 0x02 0x4c         P03TC09  457 :.........<.........*.........>.....124566542111111..1...1..:...1.....:......... qa=+
 03TC10  15  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>.356665311.11.1.1..:......11.:.........:......... qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:..3566642112.1111111.....11..:......... qa=+
 03TC12  28  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....35665421.......1.1.1.....:......... qa=+
 03TD01  16  2.2 0x03 0x00         P03TD01    2 :.........<.........*.........>.1456665312.1.11...:....11...:.........:......... qa=+
 03TD02  20  1.7 0x03 0x01         P03TD02    8 :.........<.........*.........>......3466642..1..1:..1...1..:...1.....:......... qa=+
 03TD03  27  1.7 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:....4666421111111..:.........:....1.... qa=+
 03TD04  12  1.3 0x03 0x50         P03TD04  482 :.........<.........*........4566521211.1......1..:....1....:.........:......... qa=+
 03TD05  12  1.3 0x03 0x51         P03TD05  488 :.........<.........*........1356653211.11.1.1....:1........:.........:......... qa=+
 03TD06  11  1.7 0x03 0x52         P03TD06  494 :.........<.........*.......24666422..11111111...1:.........:........1:..1...... qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*.....256653211111.111........:....1....:.........:......... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:1456653221.....1...1.........:......... qa=+
 03TD09  18  1.7 0x03 0x04         P03TD09   26 :.........<.........*.........>...13456665432.1.1.:1........:.......1.:......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........:2456655311.....111.:.1.......:......... qa=+
 03TD11  15  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.146664211.1....1..1.........:.........:......... qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>..3566531:.........:.11...1..:1....1...:......... qa=+
 03TE01  22  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>......124566542111.11........:1........:......... qa=+
 03TE02  18  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>...245665422211....:....1..1.:.........:11....... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>......1456642211.11:1........:1........:......... qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>.35665211:2.111.11.:.........:...1.....:......... qa=+
 03TE05  12  1.3 0x03 0x55         P03TE05  512 :.........<.........*........146653122..:.1.....1.:.......1.:.........:......... qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*....3566521112....1:.1..1...1:.....1...:.........:......... qa=+
 03TE07  11  1.3 0x03 0x57         P03TE07  524 :.........<.........*.......246653111...:1..1....1:.........:.........:1........ qa=+
 03TE08  16  1.7 0x03 0x0b         P03TE08   68 :.........<.........*.........>..2466643211.1.1...1..11..111:.........:......... qa=+
 03TE09  20  2.2 0x03 0x0c         P03TE09   74 :.........<.........*.........>.....11456654311.11:...1.....1.........:......... qa=+
 03TE10  13  1.7 0x03 0x0d         P03TE10   80 :.........<.........*........1356665311.111.1.....:.........:.........:......... qa=+
 03TE11  17  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>..145665422.1......:...1.1.1.:......1..:......... qa=+
 03TE12  12  1.3 0x03 0x0f         P03TE12   92 :.........<.........*........23566542111:.1.11.111:1..1.....:....1....:......... qa=+
 04TA01  14  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>1456653221.111.....:.........1.........:......... qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>...356664211.1....1:1..1.....1.........:......... qa=+
 04TA03  16  1.7 0x03 0x12         P04TA03  110 :.........<.........*.........>..246664211111.....1.1.......:.........:......... qa=+
 04TA04   8  1.3 0x03 0x58         P04TA04  530 :.........<.........*.....466642111.12..1..1......1.........:.........:......... qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*.....34665321....1.1.........:.........:.........:......... qa=+
 04TA06  11  1.7 0x03 0x5a         P04TA06  542 :.........<.........*......125666421...1:1......1.:.........:.......1.:......... qa=+
 04TA07   8  1.3 0x03 0x5b         P04TA07  548 :.........<.........*...13566542121111.1:.1.......:.........:.........:..1...... qa=+
 04TA08  13  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........1466653212:.........:..1......:.1.....1.:......... qa=+
 04TA09   9  1.3 0x03 0x14         P04TA09  122 :.........<.........*......46653121...111.1.......:.1.....1.:..1......:......... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......466642.1.1.11111...1...:.........:.........:......... qa=+
 04TA11  10  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......356653.21.11:1..1.....:....1....:.........:......... qa=+
 04TA12  10  1.3 0x03 0x17         P04TA12  140 :.........<.........*.......2566531.1.1.1.........:.1.......:.........:......... qa=+
 04TB01  12  1.3 0x03 0x18         P04TB12  146 :.........<.........*........13566532112:1...11...:.........:.........:......... qa=+
 04TB02  15  1.3 0x03 0x19         P04TB11  152 :.........<.........*.........>.1356654211........1......1..:.........:......... qa=+
 04TB03  16  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...3566532.112.1.1.:.........:.........:......... qa=+
 04TB04   7  1.7 0x03 0x5c         P04TB09  554 :.........<.........*....36664222.....1.1.........:..1......:.........:......... qa=+
 04TB05   9  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......356631211....:1......1.:.........:........1:......... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*....2366531111.111.1.11......:..1......:.........:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........6...7...2.:.....1...1.........:.........:.......1. qa=+
 04TB08  22  1.7 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........35665421112.1.......:.........:1........ qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......25664212..11.1.1...1..1:.........:......... qa=+
 04TB10  20  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>.......15764111..11:1..1.1.1.:....1....:......... qa=+
 04TB11  15  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........>..25764211.11.111..:..1......:.........:...1..... qa=+
 04TB12  14  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>.56653..22.....1...:.........:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....2466643111111.:.........:.........1......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...1356652121.2...1:.........:.........:......... qa=+
 04TC03  11  1.3 0x03 0x22         P04TC10  206 :.........<.........*......12466642111.11.........:.........:.........:......... qa=+
 04TC04  18  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>....1466641111111.11..1......:...1.....:......... qa=+
 04TC05  16  1.7 0x03 0x61         P04TC08  584 :.........<.........*.........>...35665421121.2...:.........:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>.....11466542111111:.........:.........:......... qa=+
 04TC07  20  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>.......35665211.2..11.....1..:.........:......1.. qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>........14665322...:1.....1.1:.........1......... qa=+
 04TC09  12  1.7 0x03 0x24         P04TC04  218 :.........<.........*........2466641211.:.1.......:......1..:.........:......... qa=+
 04TC10  20  1.7 0x03 0x25         P04TC03  224 :.........<.........*.........>.....145665311.11.1:11.....1.:.1.......:......... qa=+
 04TC11  16  1.3 0x03 0x26         P04TC02  230 :.........<.........*.........>..13566531.1...1...1..1....1.:.........:......... qa=+
 04TC12  13  1.3 0x03 0x27         P04TC01  236 :.........<.........*.........>356653.111.1..1.1..:.........:.........:......... qa=+
