#L2-ped Run(7154053)
#L2H10,6,total event counter; x=cases,31450,7863,7863,0,0,0,
#L2ped  CPU/eve MPV 33 kTicks,  FWHM=3, seen eve=31450
#L2ped  will save full spectra for all towers
# L2ped-Adc spectra, run=7154053, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TD06  23  1.3 0x02 0x52         P01TD06  493 :.........<.........*.........>........15788865333223222212.2.1.21..1.11....1... qa=+
 01TD07  20  1.7 0x02 0x53         P01TD07  499 :.........<.........*.........>....24688887643233211221111.11.121..1..:.1....... qa=+
 01TD08  24  1.3 0x02 0x03         P01TD08   19 :.........<.........*.........>.........:36898533333122121121...111111:.......1. qa=+
 01TD09  12  1.3 0x02 0x04         P01TD09   25 :.........<.........*.......2478987543322122212221:111....11:1........:......1.. qa=+
 01TD10  21  1.7 0x02 0x05         P01TD10   31 :.........<.........*.........>......3678887533322322.2112112..111....1.......1. qa=+
 01TD11  20  1.7 0x02 0x06         P01TD11   37 :.........<.........*.........>......2578886433322221212211112111111..:......... qa=+
 01TD12  26  1.3 0x02 0x07         P01TD12   43 :.........<.........*.........>.........:..25898764323212212212121.2.1:111.111.. qa=+
 01TE01  21  1.7 0x02 0x08         P01TE01   49 :.........<.........*.........>......1478887544333212.111111:.11.1..11:..1.1.11. qa=+
 01TE02  20  1.3 0x02 0x09         P01TE02   55 :.........<.........*.........>......47897543333212222111111:..11.....:.1....... qa=+
 01TE03  26  1.3 0x02 0x0a         P01TE03   61 :.........<.........*.........>.........:.2578875433332212222111111.1.:11....... qa=+
 01TE04  14  1.3 0x02 0x54         P01TE04  505 :.........<.........*.........>3689864333332221221:11....11.:.....1...:......... qa=+
 01TE05  15  1.3 0x02 0x55         P01TE05  511 :.........<.........*.........>.158986443332222223:21.1.111.1.11....1.:1..1...1. qa=+
 01TE06  17  1.3 0x02 0x56         P01TE06  517 :.........<.........*.........>..1578876432332321.111.111.11:.1.......:......... qa=+
 01TE07  17  1.3 0x02 0x57         P01TE07  523 :.........<.........*.........>..257888643333221221112111111:.......1.:......... qa=+
 01TE08  22  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>........1688875333313221121121211111...:...1.1... qa=+
 01TE09  23  1.3 0x02 0x0c         P01TE09   73 :.........<.........*.........>.........468887643323322221211..1.2.11.:.....1... qa=+
 01TE10  19  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>....25789753333223222212211..11.11..11.1.1....... qa=+
 01TE11  25  1.3 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:..4799753332221222112221..11.11.1...... qa=+
 01TE12  21  1.7 0x02 0x0f         P01TE12   91 :.........<.........*.........>.......268987543122222221121111.11....1:.111....1 qa=+
 02TA01  15  1.7 0x02 0x10         P02TA12   97 :.........<.........*.........>.157888644432232111:..1..1...1..1..1...:........1 qa=+
 02TA02  18  1.7 0x02 0x11         P02TA11  103 :.........<.........*.........>....3689874333323311121..1...:11.....1.:.1......1 qa=+
 02TA03  20  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>.....13789864433322222121.11.1.21......:1.1...... qa=+
 02TA04  13  1.3 0x02 0x58         P02TA09  529 :.........<.........*.........>479875443333322121111.1111...:.11..11..1......... qa=+
 02TA05  15  1.3 0x02 0x59         P02TA08  535 :.........<.........*.........>.368986443332322222222.1..11.1..1.....1:......... qa=+
 02TA06  19  1.3 0x02 0x5a         P02TA07  541 :.........<.........*.........>....257888544323321112.21111.1....11.1.:1......1. qa=+
 02TA07  30  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:.....258887543323222211212.1111...1.1.. qa=+
 02TA08  22  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.......1478976433332222222112:..1..1.111....11... qa=+
 02TA09  10  1.3 0x02 0x14         P02TA04  121 :.........<.........*......25898743332232122222..111...1....:.1.....1.:......... qa=+
 02TA10  13  1.3 0x02 0x15         P02TA03  127 :.........<.........*........157888543333221221212:1.1.1.2..:1...1.11.:...11.1.. qa=+
 02TA11  15  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>.25888743333322222111..1.21.11.......1.:.1.1..... qa=+
 02TA12  18  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>....26898743323222222.212121.:1.1...11.:1........ qa=+
 02TB01   8  1.3 0x02 0x18         P02TB12  145 :.........<.........*....2689875433332122.....1.11:..11.....:111......:......... qa=+
 02TB02  21  2.2 0x02 0x19         P02TB11  151 :.........<.........*.........>......478888754332222322111.111.1111.1.:1........ qa=+
 02TB03  19  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>.....36898744333332321.2211..1.111.1...1.1.111.1. qa=+
 02TB04  20  1.3 0x02 0x5c         P02TB09  553 :.........<.........*.........>......36898643323222111211111:111.11.1.:.1....... qa=+
 02TB05  22  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>........278986333333222222.11:...1..1.1:.....1... qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>......378985343322212.21.211.:.........:.1....1.. qa=+
 02TB07  20  1.3 0x02 0x5f         P02TB06  571 :.........<.........*.........>.....1368887543323222121212.111...1111.11....11.. qa=+
 02TB08  20  1.7 0x02 0x1b         P02TB05  163 :.........<.........*.........>....1367888764233332.211211111111.1...1:.1..1.... qa=+
 02TB09  18  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>...357897533332322212.111..11:1.......1:..1...... qa=+
 02TB10  23  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........3689854232232212111121.11.121.11..1..1.1 qa=+
 02TB11  24  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:2689874332222122..122111.11..:1...1...1 qa=+
 02TB12  22  1.3 0x02 0x1f         P02TB01  187 :.........<.........*.........>.......358887643322322221.211:.1...21..:.11..11.. qa=+
 02TC01  16  1.7 0x02 0x20         P02TC01  193 :.........<.........*.........>.15788875333223212111.2112..1:.1.11....:..1...... qa=+
 02TC02  12  1.3 0x02 0x21         P02TC02  199 :.........<.........*........3689875333332321211..112..11.1.:.........:..1...... qa=+
 02TC03  22  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>........2688875433332122121.1:.1.11....1....1.... qa=+
 02TC04  13  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........3689875433322222221121..1..1.1:.1....1..:......... qa=+
 02TC05  19  1.7 0x02 0x61         P02TC05  583 :.........<.........*.........>....1468887543323332222.2111.:.11.1...1:.1....... qa=+
 02TC06  22  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>.......23579875433223222122.111.11.111.:.1....... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........1578876433322212222111.11.1...:......... qa=+
 02TC08  23  1.7 0x02 0x23         P02TC08  211 :.........<.........*.........>........147888754332322111221:.2.1...1.:......1.. qa=+
 02TC09  15  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........>2578887644322222221111111.111:.1..1...11.1.1..1.1 qa=+
 02TC10  25  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:2578887533332122112:2111....11..1..1... qa=+
 02TC11  21  1.7 0x02 0x26         P02TC11  229 :.........<.........*.........>.......5789875323222121112222:111..21..21.......1 qa=+
 02TC12  19  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>....15788864232312111222.1111:111......:..1.....1 qa=+
 02TD01  14  1.3 0x02 0x28         P02TD01  241 :.........<.........*.........>.578886433212212121:1221.....:...1.....:1........ qa=+
 02TD02  14  1.7 0x02 0x29         P02TD02  247 :.........<.........*.........>268986543332121.1111111211...:.1.......:......... qa=+
 02TD03  15  1.3 0x02 0x2a         P02TD03  253 :.........<.........*.........>..3798854333332222122121....11.2.2.....:1........ qa=+
 02TD04  17  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>.1457888764433333212122111..1:11....1..1.1....... qa=+
 02TD05  16  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>.3578887643332331212112122...:..111....:..11..... qa=+
 02TD06  22  1.7 0x02 0x66         P02TD06  613 :.........<.........*.........>.......257898754333223222.2111...1...1.:11.11.... qa=+
 02TD07  17  1.3 0x02 0x67         P02TD07  619 :.........<.........*.........>...36888764333222112.1.11111.11........:.11...... qa=+
 02TD08  22  1.3 0x02 0x2b         P02TD08  259 :.........<.........*.........>........158987533322222221.121.1.111...:11.11.... qa=+
 02TD09  18  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>...2578887433222121211211...1:.111.1.1.:....1.1.. qa=+
 02TD10  16  1.7 0x02 0x2d         P02TD10  271 :.........<.........*.........>.2578887432222132221212.1.1111.....1...:......... qa=+
 02TD11  23  1.7 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........3689874332322221222212.11.111.:..1...1.. qa=+
 02TD12  22  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........6898753333232221111121211.....:..1.1.1.. qa=+
 02TE01  13  1.3 0x02 0x30         P02TE01  289 :.........<.........*........1478987543322212112211..1......:1.1..1.1.1...1..1.. qa=+
 02TE02  14  1.3 0x02 0x31         P02TE02  295 :.........<.........*.........3578886434322221211.12.111.1.1:.........:......... qa=+
 02TE03  16  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>.2578887543322222212212112.111..1.1.1..1......... qa=+
 02TE04  19  1.7 0x02 0x68         P02TE04  625 :.........<.........*.........>.....3688875432321222212.121.11..1111..:...1..... qa=+
 02TE05  24  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:3789854433321222211:2.1.11..1:1..1....1 qa=+
 02TE06  24  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:378986434322222211111.11.....1......... qa=+
 02TE07  22  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........479875333322222212112211...11.1.11...1.. qa=+
 02TE08  17  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>..36788875432232122:221.11..11....1..1.:......... qa=+
 02TE09   7  1.3 0x02 0x34         P02TE09  313 :.........<.........*...1589864333222211:221111.11:..1......:.........:......... qa=+
 02TE10   9  1.3 0x02 0x35         P02TE10  319 :.........<.........*.....15798743322212222122121111.111111.11....1...:......... qa=+
 02TE11  14  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........>368987532323232221112...2..1.11.1......1........1 qa=+
 02TE12  13  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........36898643333222211.212111111...1..1..11..:..1.1.... qa=+
 03TA01  11  1.3 0x02 0x38         P03TA01  337 :.........<.........*.......26898754333221.1.1212.:.....1...:.........:......... qa=+
 03TA02  11  1.7 0x02 0x39         P03TA02  343 :.........<.........*.......3789865343222311111.2.:1211.21..:1........1.1.1..... qa=+
 03TA03  19  1.7 0x02 0x3a         P03TA03  349 :.........<.........*.........>.....26898653322332222111.1111.....11..:1........ qa=+
 03TA04  19  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>....157888753333321121121211.1.11......:...1..... qa=+
 03TA05  17  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>..1468887533333223211.122.11.:121..1.1.:.....1... qa=+
 03TA06  18  1.7 0x02 0x6e         P03TA06  661 :.........<.........*.........>...157898643323221221121111.11...11....11......1. qa=+
 03TA07  19  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>.....368987543333221111111111:1..111.1111.1...1.. qa=+
 03TA08  16  1.3 0x02 0x3b         P03TA08  355 :.........<.........*.........>.2578886433233312212121.1.2..:1.1....1.:.1..1.... qa=+
 03TA09  12  1.3 0x02 0x3c         P03TA09  361 :.........<.........*.........47888643233222212111:..1.111.21.1.11....:......... qa=+
 03TA10  17  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>...158986433322322211.11.2111:.1.11.1..1......1.. qa=+
 03TA11  17  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>...378985433322221121111211..:11...1.11:.....11.. qa=+
 03TA12  15  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>.147987533222222222121.12112.1.111.1.1.1..1...... qa=+
 03TB01  13  1.7 0x02 0x40         P03TB01  385 :.........<.........*.........3678887654332222222.:.11.1....:......1..:........1 qa=+
 03TB02  18  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>.13567888764333322221...2111.1.........:......... qa=+
 03TB03  27  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:..25788876433332212222.1.....1.....1... qa=+
 03TB04  17  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>...2589874432223211111.2.1.1.1.1.1....1:.......1. qa=+
 03TB05  18  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>....368986333332322212.121.1.:1111.11..:.....1..1 qa=+
 03TB06  26  1.3 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:.2478986433322222232.11.1.1.1:.....1..1 qa=+
 03TB07  21  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>......14688875433333222122221:2.11...1.:..11..... qa=+
 03TB08  23  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>........146888865333322212221212.11.11.:.1.1.1..1 qa=+
 03TB09  14  2.2 0x02 0x44         P03TB09  409 :.........<.........*.......124678887765432322221111..2121.1:1....1.11:..1...... qa=+
 03TB10  19  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>...146788876533233222.12111.111..11..1.:..1...1.. qa=+
 03TB11  24  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........1468888653332232221221112.1121:....11... qa=+
 03TB12  30  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.....14788876332332222221121.:..1.11... qa=+
 03TC01  20  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>.....35788876433332312111111.1....1....:1........ qa=+
 03TC02  24  1.7 0x02 0x49         P03TC02  439 :.........<.........*.........>.........46788875443222112.21:11112...1:......... qa=+
 03TC03  25  1.7 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:1578887533332322121111.1..1.1:.1..1.... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*.......2579974333321321.211..21.1..1..1:1.1......:...1..... qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........257897543333322222222.1.11111111........:........1 qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>......36898643332312221211.111.1..1..111.......1. qa=+
 03TC07  20  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>......25898644333212221.2.2212.....21.1:1..1...1. qa=+
 03TC08  25  1.7 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:1478887433323211121112.11.1..:11...11.. qa=+
 03TC09  19  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>....257888764322222122221.12111.11.1...:......... qa=+
 03TC10  14  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>4788875433232223111221111....11.1..11..:.11....1. qa=+
 03TC11  25  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.468887532333212222221.11.111:......... qa=+
 03TC12  26  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:..2578875333222221111111.211.:.1.....1. qa=+
 03TD01  15  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>15788886433221222211.12..11..:11.......:......... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.....146898754333222212.21..1:...11....:......1.1 qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:..14789754433333211:.11111.11:......... qa=+
 03TD04  12  1.3 0x03 0x50         P03TD04  482 :.........<.........*.......1578986433332312111111:11.1..1..:.1.......:......1.. qa=+
 03TD05  13  1.7 0x03 0x51         P03TD05  488 :.........<.........*.........368986433333332111.12.2..11..1111..1..1.11..1..... qa=+
 03TD06  12  1.3 0x03 0x52         P03TD06  494 :.........<.........*.......2578975333232212222111:.1.1.11.11.1.1.....:......... qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*....1578975432222221211.111..:.11....1.:.........:....1.... qa=+
 03TD08  24  1.3 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:36888764333322212221.1..1.1.111.1..1... qa=+
 03TD09  18  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>.13567888765323322221222111..:2..1.....:.....1... qa=+
 03TD10  24  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>........136788876433222221211111111.11.:........1 qa=+
 03TD11  15  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.2678875332232222112111111...:.1..1....:1........ qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>.25788853322211221111..12.2..11.....1..:111.....1 qa=+
 03TE01  20  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>......26788865333222121211..1:11......11...1..... qa=+
 03TE02  17  1.7 0x03 0x09         P03TE02   56 :.........<.........*.........>..4678886443322.221211111111.:11...2.1.1......... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>.....357897543232222211121211:.........:.1.1..... qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>.579875433333221222112121..11:.1111....1.1....... qa=+
 03TE05  12  1.3 0x03 0x55         P03TE05  512 :.........<.........*........378975333332322211211:.11...11.:..111...1:1........ qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*...4789754333333322221....11.1.1..1.1..:..1......:.1....... qa=+
 03TE07  12  1.3 0x03 0x57         P03TE07  524 :.........<.........*........478975333323222.2112.1..122..1.1.1....1..:...1..1.. qa=+
 03TE08  15  1.3 0x03 0x0b         P03TE08   68 :.........<.........*.........>.26888753333222222.2111.12...111....1..1.1....... qa=+
 03TE09  20  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>.....147888764333321221111.1.221111....:..1...... qa=+
 03TE10  12  1.3 0x03 0x0d         P03TE10   80 :.........<.........*........467887643332221221.2.1111.1....1...1.1...:........1 qa=+
 03TE11  16  1.7 0x03 0x0e         P03TE11   86 :.........<.........*.........>.267888753222322222222111211111..1.....:.......1. qa=+
 03TE12  13  1.7 0x03 0x0f         P03TE12   92 :.........<.........*.........468887543323232112.21.11112.1211.......1:.1....... qa=+
 04TA01  14  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>368887543333232121111..1....1:.......1.:.1....... qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>.146888864343222111112.1.12..:..11.1...:.1....... qa=+
 04TA03  16  1.7 0x03 0x12         P04TA03  110 :.........<.........*.........>..378986443333222212..11.1...:...1.1...:.....1... qa=+
 04TA04   9  1.3 0x03 0x58         P04TA04  530 :.........<.........*.....478986433322322222.1.11111.11.....:1...1....:..11....1 qa=+
 04TA05   9  1.3 0x03 0x59         P04TA05  536 :.........<.........*.....368985433333312212211111:..1.1....1.........1......... qa=+
 04TA06   9  1.3 0x03 0x5a         P04TA06  542 :.........<.........*.....26798753332222221121..111..1..1.1.:.........1......... qa=+
 04TA07   7  1.7 0x03 0x5b         P04TA07  548 :.........<.........*...368987533322212111212111111..1..11.1:.......1.:.1....... qa=+
 04TA08  13  1.7 0x03 0x13         P04TA08  116 :.........<.........*........1478886443322112221121.1111..1.:.1.1.....:...1..... qa=+
 04TA09   9  1.3 0x03 0x14         P04TA09  122 :.........<.........*.....168975433323222222.1.11.:2.1..111.:.11..1...:11...1... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*.....378985333222222121.2211111..1.11.121..1.1...:1........ qa=+
 04TA11  10  1.7 0x03 0x16         P04TA11  134 :.........<.........*......46898633222322222211111:.21..11.1:.1.1.....:......11. qa=+
 04TA12  10  1.3 0x03 0x17         P04TA12  140 :.........<.........*.....14689853322232222222111.:..1..1..2:.1.......:......... qa=+
 04TB01  12  1.3 0x03 0x18         P04TB12  146 :.........<.........*.......147898644333222111111111..1.....:.........:......... qa=+
 04TB02  15  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>.4788865433222222112.11.111..1.1...1...:......... qa=+
 04TB03  16  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...579875433332221211211111..1.........:.1...1... qa=+
 04TB04   7  1.3 0x03 0x5c         P04TB09  554 :.........<.........*...4789854333321332222211.1..1...1...1.:....1..1.:..11..... qa=+
 04TB05   9  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......589864333331322211122..1.11.1111.:......1..:...1..... qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*....26898543332332122.1.212..12..11.1.1:1.1.....1:......... qa=+
 04TB07  10  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........9...9...4.:.4...3...3...2...2.:.1...1...1.......1. qa=+
 04TB08  22  1.3 0x03 0x1b         P04TB05  164 :.........<.........*.........>........157887543332212121.1.111.1.....:1.......1 qa=+
 04TB09  19  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......57987433222312122.11..111.......1:1......1. qa=+
 04TB10  20  0.9 0x03 0x1d         P04TB03  176 :.........<.........*.........>......1489853333222222221111111.2..1...:1........ qa=+
 04TB11  15  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........>.16897533332221222.:121111.1111.11..11.11........ qa=+
 04TB12  13  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........25898633332222211111121.1111..1..11.1..1:........1 qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>....1578886543333322211..111.:.1.1....1:.......1. qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...47898644332222121121..111.1.2......1:1...1.1.1 qa=+
 04TC03  10  1.3 0x03 0x22         P04TC10  206 :.........<.........*.....247898643333222121211.11:........1:......1..:1.......1 qa=+
