#L2-ped algorithm finishRun(7079028)
#L2H10,6,total event counter; x=cases,2022,2022,2022,0,0,0,
#L2ped  CPU/eve MPV 146 kTicks,  FWHM=2, seen eve=2022
# L2ped-Adc spectra, run=7079028, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 01TC04  18  1.3 0x01 0x74         P01TC04  696 :.........<.........*.........>.....167763222221111..1.....1:..1......:......... qa=+
 01TC05  18  1.3 0x01 0x75         P01TC05  702 :.........<.........*.........>....15776322.22111.:.1...1..11..1.....1:........1 qa=+
 01TC06  17  1.3 0x01 0x76         P01TC06  708 :.........<.........*.........>....46775322121111.1...111.1.:.........:......... qa=+
 01TC07  16  1.3 0x01 0x77         P01TC07  714 :.........<.........*.........>..2677631112112111.11..1.....:.........:......... qa=+
 01TC08  31  1.7 0x01 0x4b         P01TC08  450 :.........<.........*.........>.........:.......257775321.211.1.1....1:1...1.... qa=+
 01TC09  19  1.3 0x01 0x4c         P01TC09  456 :.........<.........*.........>.....1567765321.11.:..1..1...:.1.......:...1..... qa=+
 01TC10  28  1.3 0x01 0x4d         P01TC10  462 :.........<.........*.........>.........:....246776531121111:11..1..1.1......... qa=+
 01TC11  31  1.3 0x01 0x4e         P01TC11  468 :.........<.........*.........>.........:.......15677653221211....11.11.......1. qa=+
 01TC12  24  1.3 0x01 0x4f         P01TC12  474 :.........<.........*.........>.........:3677652211112..11.11.111..11.:......... qa=+
 01TD01  20  1.3 0x02 0x00         P01TD01    1 :.........<.........*.........>......357765322111.:..1..1...:.........:......... qa=+
 01TD02  23  1.7 0x02 0x01         P01TD02    7 :.........<.........*.........>.........3577653132:1111111..11........:......... qa=+
 01TD03  28  1.3 0x02 0x02         P01TD03   13 :.........<.........*.........>.........:....157775332112121:.11......:......... qa=+
 01TD04  17  1.3 0x02 0x50         P01TD04  481 :.........<.........*.........>...25677642222.211.:.........:.........:......... qa=+
 01TD05  19  1.3 0x02 0x51         P01TD05  487 :.........<.........*.........>.....467764222.112.211..111.1:.....1...:......... qa=+
 01TD06  24  1.7 0x02 0x52         P01TD06  493 :.........<.........*.........>.........256776641111.1211.1.11........1......... qa=+
 01TD07  22  1.7 0x02 0x53         P01TD07  499 :.........<.........*.........>......135677654212.21.1.1....:.........:.1....... qa=+
 01TD08  26  1.7 0x02 0x03         P01TD08   19 :.........<.........*.........>.........:..2577753211111..11:..2..1...:......... qa=+
 01TD09  13  1.7 0x02 0x04         P01TD09   25 :.........<.........*........1357776531122211.1.1.1.........:.........:...1..... qa=+
 01TD10  21  1.7 0x02 0x05         P01TD10   31 :.........<.........*.........>.....1356777642222.:11.112.111.1.......:......... qa=+
 01TD11  24  1.7 0x02 0x06         P01TD11   37 :.........<.........*.........>.........24677653212.2111111.1......11.:......... qa=+
 01TD12  28  1.3 0x02 0x07         P01TD12   43 :.........<.........*.........>.........:....36776432.2.1112:1.11.1.1.1..1...... qa=+
 01TE01  22  1.3 0x02 0x08         P01TE01   49 :.........<.........*.........>........2467764322112...11..1:..1......1......... qa=+
 01TE02  21  1.3 0x02 0x09         P01TE02   55 :.........<.........*.........>........3677642211111.111....:1........:1........ qa=+
 01TE03  27  1.3 0x02 0x0a         P01TE03   61 :.........<.........*.........>.........:...1467754312211.111..1...1.111........ qa=+
 01TE04  15  1.3 0x02 0x54         P01TE04  505 :.........<.........*.........>..46775323121122...:.11......:.........:......... qa=+
 01TE05  16  1.3 0x02 0x55         P01TE05  511 :.........<.........*.........>...36776322221111211111.1.1..:.1..1....:......... qa=+
 01TE06  18  1.7 0x02 0x56         P01TE06  517 :.........<.........*.........>.....46777532111112:.111.....1.1.......:......... qa=+
 01TE07  18  1.3 0x02 0x57         P01TE07  523 :.........<.........*.........>....357764222121211:.11..11.1:..1..1...:......... qa=+
 01TE08  25  1.3 0x02 0x0b         P01TE08   67 :.........<.........*.........>.........:.3677642221111.111.1111.1....:.1.....1. qa=+
 01TE09  25  1.7 0x02 0x0c         P01TE09   73 :.........<.........*.........>.........:.2577753122111.11..:111....1.:......1.1 qa=+
 01TE10  20  1.3 0x02 0x0d         P01TE10   79 :.........<.........*.........>.......36776411211122.1.....1:..1.1111.:......... qa=+
 01TE11  27  1.3 0x02 0x0e         P01TE11   85 :.........<.........*.........>.........:...267763:1112.....:.1.1..1..:......1.. qa=+
 01TE12  24  1.7 0x02 0x0f         P01TE12   91 :.........<.........*.........>.........:257775322112111.11.1....1....1.......1. qa=+
 02TA01  18  1.3 0x02 0x10         P02TA12   97 :.........<.........*.........>...12567763222111..:11..1....:.........:......... qa=+
 02TA02  20  1.3 0x02 0x11         P02TA11  103 :.........<.........*.........>......35776423122112...11....1.........:......... qa=+
 02TA03  22  1.3 0x02 0x12         P02TA10  109 :.........<.........*.........>.........36775231211111..1...:1........:......... qa=+
 02TA04  14  0.9 0x02 0x58         P02TA09  529 :.........<.........*.........>1467754321221111.1.:....1.1.111........:......... qa=+
 02TA05  16  1.3 0x02 0x59         P02TA08  535 :.........<.........*.........>.126776532131111.1.:1..2.....1.........:......... qa=+
 02TA06  19  1.3 0x02 0x5a         P02TA07  541 :.........<.........*.........>.....35677522111211:.11...1.1:......1..:........1 qa=+
 02TA07  30  1.3 0x02 0x5b         P02TA06  547 :.........<.........*.........>.........:......2577763211211:........1:.1...1... qa=+
 02TA08  23  1.3 0x02 0x13         P02TA05  115 :.........<.........*.........>.........:26776322112.111211.1.........:......... qa=+
 02TA09  13  1.3 0x02 0x14         P02TA04  121 :.........<.........*.........>577631212211..1111.:.........:.........:.1....... qa=+
 02TA10  15  1.3 0x02 0x15         P02TA03  127 :.........<.........*.........>136776311:2211.21.2:1..1...1.:.........:...1..... qa=+
 02TA11  17  1.3 0x02 0x16         P02TA02  133 :.........<.........*.........>...15776322221111.1:11.11..1.:.....1..1:.1....... qa=+
 02TA12  20  1.3 0x02 0x17         P02TA01  139 :.........<.........*.........>......36776422111..:2.11..111:....1....:..11..... qa=+
 02TB01  10  1.3 0x02 0x18         P02TB12  145 :.........<.........*.......46776422112.11.1......1.1.......:.........:.1....... qa=+
 02TB02  22  1.3 0x02 0x19         P02TB11  151 :.........<.........*.........>.......1456776422222111.111..:.1..1....:..1...... qa=+
 02TB03  21  1.3 0x02 0x1a         P02TB10  157 :.........<.........*.........>........5776532212.1.11.111.11.........:......... qa=+
 02TB04  21  1.3 0x02 0x5c         P02TB09  553 :.........<.........*.........>.......25677542211211111...1.:.........:......... qa=+
 02TB05  23  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>.........267764222.11111111..:.....1...:......... qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.......2677642111.1111..1..1.:.........:..1...... qa=+
 02TB07  21  1.7 0x02 0x5f         P02TB06  571 :.........<.........*.........>.......247776423211:.1111....:.........:......... qa=+
 02TB08  23  1.7 0x02 0x1b         P02TB05  163 :.........<.........*.........>.........36777642111212....1.:..11.11..:......... qa=+
 02TB09  19  1.7 0x02 0x1c         P02TB04  169 :.........<.........*.........>.....2577742221111.111...11.11.........:......... qa=+
 02TB10  25  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:..577632121221111.1111111..1.1......... qa=+
 02TB11  26  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:..3577642122.111.11:........11......... qa=+
 02TB12  23  1.7 0x02 0x1f         P02TB01  187 :.........<.........*.........>.........1577763112221..11..1:..1......:.1....... qa=+
 02TC01  17  1.3 0x02 0x20         P02TC01  193 :.........<.........*.........>..1467765321222..2.:........1:.........:1........ qa=+
 02TC02  13  1.7 0x02 0x21         P02TC02  199 :.........<.........*.........357775331221111.111.1..2....1.:.........:......... qa=+
 02TC03  23  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>.........467764311122.111.1..:.111.1..1:......... qa=+
 02TC04  14  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>.36776533212122111.:......1..:.........:......... qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>......24677653221111.11..1.1.1.........:........1 qa=+
 02TC06  23  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>.........14677641212121211111:.1.......:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:14677653222.112.11111...11...1...1..... qa=+
 02TC08  23  1.3 0x02 0x23         P02TC08  211 :.........<.........*.........>.........14677632122..2111...:1.1......1......... qa=+
 02TC09  16  2.2 0x02 0x24         P02TC09  217 :.........<.........*.........>..456776432...12111:1..11..1.:...1.....:......... qa=+
 02TC10  26  1.7 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:.246776531.1.1.....11111.....:....1...1 qa=+
 02TC11  22  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>.......24677642111.:2111.1..1:1......1.:......1.. qa=+
 02TC12  20  1.3 0x02 0x27         P02TC12  235 :.........<.........*.........>.....1367763212.12.:.......1.1.1.....1.:......... qa=+
 02TD01  16  1.7 0x02 0x28         P02TD01  241 :.........<.........*.........>..3677754312211121.:...1.....:1...1....:......... qa=+
 02TD02  15  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.36776431221111.11.1..11.1...1.........:......... qa=+
 02TD03  16  1.7 0x02 0x2a         P02TD03  253 :.........<.........*.........>..1467763321212211.1.........:..1......:......... qa=+
 02TD04  21  1.7 0x02 0x64         P02TD04  601 :.........<.........*.........>..345....6776....21:2.....1..:.........:......... qa=+
 02TD05  17  1.7 0x02 0x65         P02TD05  607 :.........<.........*.........>.1245777642221211.1:1.1..11..:.........:....1.... qa=+
 02TD06  22  1.3 0x02 0x66         P02TD06  613 :.........<.........*.........>......12567765322111.1..2.1.1:.1...1..1:..1....1. qa=+
 02TD07  19  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>.....35777543221121:.....1...:......1..:......... qa=+
 02TD08  23  1.7 0x02 0x2b         P02TD08  259 :.........<.........*.........>.........15777532112.1..1121.:.1...1...:......... qa=+
 02TD09  19  1.3 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....3567764132121211..1.....:..11.....:......... qa=+
 02TD10  18  1.3 0x02 0x2d         P02TD10  271 :.........<.........*.........>...1567764211122.211.1.1...1.:1........:......... qa=+
 02TD11  24  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:.467764121..121.1.1:.1.....1.1......... qa=+
 02TD12  23  1.7 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........156776411111.11..1.1:.........:1.1...... qa=+
 02TE01  15  1.7 0x02 0x30         P02TE01  289 :.........<.........*.........>.4677642222112111..:1........:.........:......... qa=+
 02TE02  15  1.7 0x02 0x31         P02TE02  295 :.........<.........*.........>.35777532121.211..1:11.11....:.........:1........ qa=+
 02TE03  17  1.7 0x02 0x32         P02TE03  301 :.........<.........*.........>..135777643222112.11..111....:...1.1...:......... qa=+
 02TE04  21  1.7 0x02 0x68         P02TE04  625 :.........<.........*.........>.......457775411222112.2.11..11111.....:........1 qa=+
 02TE05  25  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.257764332221..111.11..11..1.:......... qa=+
 02TE06  25  1.3 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:.367764222211.112..11........:......... qa=+
 02TE07  24  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:26776421111122..1.11..11.....:1....1... qa=+
 02TE08  18  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>....3577754.2.12211:2..1..11.1.........:......... qa=+
 02TE09   8  1.3 0x02 0x34         P02TE09  313 :.........<.........*.....2577632222211.11.1..11.11.1.......:.........:......... qa=+
 02TE10  11  1.3 0x02 0x35         P02TE10  319 :.........<.........*......115776422111211.11.1..11.1..11...1.........:......... qa=+
 02TE11  15  1.7 0x02 0x36         P02TE11  325 :.........<.........*.........>.157775312111211..1:1.....1..:......1..:......... qa=+
 02TE12  15  0.9 0x02 0x37         P02TE12  331 :.........<.........*.........>.257774312..2111...:11.......:.........:......... qa=+
 03TA01  12  1.3 0x02 0x38         P03TA01  337 :.........<.........*........14677532222:.11111...:..1......:.........:......... qa=+
 03TA02  12  1.3 0x02 0x39         P03TA02  343 :.........<.........*........1357764212121.1.11...1.........:1........:......1.. qa=+
 03TA03  20  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>......146776432322112...11...:..2......:......... qa=+
 03TA04  20  1.3 0x02 0x6c         P03TA04  649 :.........<.........*.........>.....13567765321211211111.1.1:1.1.1....:......1.. qa=+
 03TA05  18  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>....25677643212.1221..1......:.1.....1.:......... qa=+
 03TA06  19  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>.....14677632222121:11.1..1..:11.......:......... qa=+
 03TA07  21  1.7 0x02 0x6f         P03TA07  667 :.........<.........*.........>.......2577754212112.1121.1..:..1......:......... qa=+
 03TA08  17  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>..1467775321211.11.:.2..11...:.1....1..:.1....... qa=+
 03TA09  13  1.3 0x02 0x3c         P03TA09  361 :.........<.........*.........>367764222:11.1.....1...11..1.1.........:..1...... qa=+
 03TA10  18  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>.....467752222..111:.1.....1.1.........:......... qa=+
 03TA11  18  0.9 0x02 0x3e         P03TA11  373 :.........<.........*.........>....14777521111....:.1.1.....:..1......:......... qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>..1477753211.1..121:.....1...:1........:......... qa=+
 03TB01  16  2.2 0x02 0x40         P03TB01  385 :.........<.........*.........>.2566776543212.111.1..1......:.........:......... qa=+
 03TB02  19  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>...135677764331122221.1....1.:...1...1.:.....1... qa=+
 03TB03  29  1.7 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:....2467776543..11.:2111.....:...1..... qa=+
 03TB04  19  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>.....257764322112111.111...1.:.....1.1.:......... qa=+
 03TB05  19  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>.....2567754211.22112.1..1...:...1.....:......... qa=+
 03TB06  27  1.7 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:..135777532222111..11.1.1...11......... qa=+
 03TB07  24  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>.........146776421112111....11.........:.1....... qa=+
 03TB08  25  2.2 0x02 0x43         P03TB08  403 :.........<.........*.........>.........125677664321111111.11.........:......... qa=+
 03TB09  16  2.6 0x02 0x44         P03TB09  409 :.........<.........*.........>1345666665432112..1:.1....1.1:.........:......... qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....3467766541..1211.1.111.1:.........:......... qa=+
 03TB11  26  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:.246777643211...1.1:...1.1.1.1.1....... qa=+
 03TB12  32  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......15677754221.12111...1.1....1.... qa=+
 03TC01  22  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>.......34677764221111111.11..:......1..:1........ qa=+
 03TC02  25  1.3 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:1356776422212..1.1.1...1.....:...1..... qa=+
 03TC03  26  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:..3567753221211.121:.1.......:......... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*.........467753322221112.....:.11......1...1.....:......... qa=+
 03TC05  14  0.9 0x02 0x75         P03TC05  703 :.........<.........*.........>1577753222.1121.1111..1111...:..1......:......... qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>.......47775322122211.....11.:.........:.1.....1. qa=+
 03TC07  22  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>.........36775322111211.2...1:1.......11......... qa=+
 03TC08  26  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:.235677532212.11111:1.1.1..1.:11.1..... qa=+
 03TC09  20  1.7 0x02 0x4c         P03TC09  457 :.........<.........*.........>.....1346776542.21.:.11.111.1:.........:.1....... qa=+
 03TC10  15  1.7 0x02 0x4d         P03TC10  463 :.........<.........*.........>.35777643211.2111.1:.1111..1.:.......1.:1........ qa=+
 03TC11  26  1.7 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:..35777641111.1..121.1.111.1.:...11.... qa=+
 03TC12  28  1.3 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:....3577653222.112.:.1.....111.1....... qa=+
 03TD01  17  1.7 0x03 0x00         P03TD01    2 :.........<.........*.........>.14677764211111.11.1.1.......1.....1...:......... qa=+
 03TD02  20  1.3 0x03 0x01         P03TD02    8 :.........<.........*.........>.....1357775322221.1121.11...:.........:...1..... qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:...2577643222.11..111........1..1...... qa=+
 03TD04  11  1.3 0x03 0x50         P03TD04  482 :.........<.........*.......3567753212112111..1...:.........:.........:......... qa=+
 03TD05  12  0.9 0x03 0x51         P03TD05  488 :.........<.........*.......235677532111:2221..1111.........:......1..:......... qa=+
 03TD06  11  1.7 0x03 0x52         P03TD06  494 :.........<.........*......1467764222.111.1.11.1.1:.........:.........:......... qa=+
 03TD07   9  1.3 0x03 0x53         P03TD07  500 :.........<.........*.....3577653112.11212.1......:1......1.:.........:....1.... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:14677753211.11.11111.........:.....1... qa=+
 03TD09  20  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>...13566776542.22.111.111..1.1...1.....:......... qa=+
 03TD10  25  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........13567765422211.1121.:....1.1..:...1..... qa=+
 03TD11  15  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>.256775322212.12211:1...1....11........:......... qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>..36776423111111..1:1.1.11...:.....1...:..1...... qa=+
 03TE01  21  1.3 0x03 0x08         P03TE01   50 :.........<.........*.........>.....1.24677653212211....11..:1........:......... qa=+
 03TE02  18  1.3 0x03 0x09         P03TE02   56 :.........<.........*.........>...13567753221111112........1:.........:......... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>.....124677531112111211.....1:111......:..1...1.. qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>.36776332212221.1..:1........:.........:......... qa=+
 03TE05  12  1.3 0x03 0x55         P03TE05  512 :.........<.........*.........3677521112:1.1.1....:.........1.1.1.....:......... qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*...146775222122.11111...1....:....11...1.........:..1...... qa=+
 03TE07  11  1.3 0x03 0x57         P03TE07  524 :.........<.........*.......46775322221111.11111..:1..1..1..:..1......:......... qa=+
 03TE08  16  1.3 0x03 0x0b         P03TE08   68 :.........<.........*.........>..1467764222.2...21:1.....1..:.11......:......... qa=+
 03TE09  20  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>......3567764312121:..1..1..11..1.1....:1........ qa=+
 03TE10  13  1.7 0x03 0x0d         P03TE10   80 :.........<.........*........1246776432.2111.1..11:.1.111...:.......1.:......... qa=+
 03TE11  17  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>..256776531211...111111.....11.........:......... qa=+
 03TE12  13  1.7 0x03 0x0f         P03TE12   92 :.........<.........*.........3577764211211111.1.111.1.....1:.1......11......... qa=+
 04TA01  15  1.7 0x03 0x10         P04TA01   98 :.........<.........*.........>13577753322111..1111....1..1.:......1..:......... qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>..1467775332211111.1.1.1.....:.........:.....1... qa=+
 04TA03  16  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>.11567764322212..12:.11....1.:.........:......... qa=+
 04TA04   8  1.3 0x03 0x58         P04TA04  530 :.........<.........*....25777532212...1:11.11.2.1:.........:.........:......... qa=+
 04TA05   8  1.3 0x03 0x59         P04TA05  536 :.........<.........*....146775322111..1:2...1....:.1.1....1:.........:......... qa=+
 04TA06  10  1.7 0x03 0x5a         P04TA06  542 :.........<.........*......3567763221211:.1.1111..11........:.........:......... qa=+
 04TA07   7  1.3 0x03 0x5b         P04TA07  548 :.........<.........*...356776423221112121.1..1...:....1....:.........:......... qa=+
 04TA08  13  1.3 0x03 0x13         P04TA08  116 :.........<.........*.........14677653212.22211..111....1...1.........:.1....... qa=+
 04TA09   9  0.9 0x03 0x14         P04TA09  122 :.........<.........*......478643221....:.2..1..1.:.....1...:.........:......... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......4677521212...1...1.11..1.........:..1......1......... qa=+
 04TA11  11  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......25776422.11111.1.1...1:...1.....:.........:......... qa=+
 04TA12  11  1.3 0x03 0x17         P04TA12  140 :.........<.........*.......257764.12.22:1..1.11.1:.111.1..1:......1..:......... qa=+
 04TB01  12  1.3 0x03 0x18         P04TB12  146 :.........<.........*........14677643222:1111...11:...1.....:.........:......... qa=+
 04TB02  15  1.3 0x03 0x19         P04TB11  152 :.........<.........*.........>.256776532221111.1.1.........:...1.....:......... qa=+
 04TB03  16  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>..14677632222.111..1........11.....1...:......... qa=+
 04TB04   7  1.3 0x03 0x5c         P04TB09  554 :.........<.........*...14677632221222.1:...1.....:.1.......:........1:......... qa=+
 04TB05   9  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......36775231111.121111.....1.........:1........:.......1. qa=+
 04TB06   8  1.3 0x03 0x5e         P04TB07  566 :.........<.........*....25776422221.211111..2....:.1.....1.:.........:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........7...8...3.:.2...1...2...1.....:.1.......:.......1. qa=+
 04TB08  23  1.7 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........357775322121.12.....1..11....1:1........ qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>......3677522211...1111......:11.1.....:......1.. qa=+
 04TB10  20  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>.......15776222221.:1.1......:.1..11...:..1...... qa=+
 04TB11  15  1.3 0x03 0x1e         P04TB02  182 :.........<.........*.........>.126875222.2..111.1:11..11...:1........:......... qa=+
 04TB12  14  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>15776422111.1.1.1..11.1......:........1:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....467765321121211..1......:...1.....:1........ qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...146775332221121.:2........:..1......:......1.. qa=+
 04TC03  11  1.3 0x03 0x22         P04TC10  206 :.........<.........*.......257774321222111.1.....:1...1....:.........:......... qa=+
 04TC04  18  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>....246776422211.1111..11....:.........:.11...... qa=+
 04TC05  16  1.3 0x03 0x61         P04TC08  584 :.........<.........*.........>..24677653221111121111.112.1.:..1.1.1..:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>......2577643.22211:1111.111.1....1....:.11..1... qa=+
 04TC07  20  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>.......4677533111112.12..1..1:..11..1.1:......... qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>.........4677532111111211.1..:..111....:......... qa=+
