#L2-ped Run(7150008)
#L2H10,6,total event counter; x=cases,269,269,269,0,0,0,
#L2ped  CPU/eve MPV 155 kTicks,  FWHM=3, seen eve=269
# L2ped-Adc spectra, run=7150008, Z-scale is ln(yield), only first digit shown;  maxPedDev=5  table format:
# name, ped, sigPed, crate, chan, softID-m-s-e, RDO_ID;
#                                   ADC spectrum: [-20 ...  <=-10 ... *=0  ...  >=+10 ... :=+20 ... 60],  Xaxis=raw ADC + 20
 02TB05  22  1.3 0x02 0x5d         P02TB08  559 :.........<.........*.........>.........145532..1.1.1.......:.........1......... qa=+
 02TB06  20  1.3 0x02 0x5e         P02TB07  565 :.........<.........*.........>.......35543111111.:.........:.........:......... qa=+
 02TB07  21  1.3 0x02 0x5f         P02TB06  571 :.........<.........*.........>.......1355431....1:.1.......:.........:......... qa=+
 02TB08  20  1.3 0x02 0x1b         P02TB05  163 :.........<.........*.........>......13455442.....:.........:.........:......... qa=+
 02TB09  18  1.3 0x02 0x1c         P02TB04  169 :.........<.........*.........>....23554211.......:........1:...1.....:......... qa=+
 02TB10  23  1.3 0x02 0x1d         P02TB03  175 :.........<.........*.........>.........:245532...:1.1..1...:.........:.1....... qa=+
 02TB11  25  1.3 0x02 0x1e         P02TB02  181 :.........<.........*.........>.........:..45543..11..1.....:.........:......... qa=+
 02TB12  22  1.3 0x02 0x1f         P02TB01  187 :.........<.........*.........>.........35543211.11.1.......:.........:......... qa=+
 02TC01  16  1.7 0x02 0x20         P02TC01  193 :.........<.........*.........>..244554211.1.1....:.........:.........:......... qa=+
 02TC02  12  1.3 0x02 0x21         P02TC02  199 :.........<.........*.........245542..11:....1....:.....1...:.........:......... qa=+
 02TC03  23  1.3 0x02 0x22         P02TC03  205 :.........<.........*.........>.........24554212..:.........:.........:......... qa=+
 02TC04  13  1.3 0x02 0x60         P02TC04  577 :.........<.........*.........>.45542..11.........:.........:.........:......... qa=+
 02TC05  20  1.3 0x02 0x61         P02TC05  583 :.........<.........*.........>......245542111....:.....1...:.........:......... qa=+
 02TC06  23  1.3 0x02 0x62         P02TC06  589 :.........<.........*.........>......111:3554221111...1.....1.........:......... qa=+
 02TC07  24  1.3 0x02 0x63         P02TC07  595 :.........<.........*.........>.........:13554311.1.........:.........:......... qa=+
 02TC08  23  1.7 0x02 0x23         P02TC08  211 :.........<.........*.........>.........:3555421.1:..1....1.1.........:......... qa=+
 02TC09  16  1.7 0x02 0x24         P02TC09  217 :.........<.........*.........>.1245544111........:.1.......:1........:......... qa=+
 02TC10  26  1.3 0x02 0x25         P02TC10  223 :.........<.........*.........>.........:..2455421:.1...1...:..1......:......... qa=+
 02TC11  21  1.3 0x02 0x26         P02TC11  229 :.........<.........*.........>........24554211...:..1......:.........:......... qa=+
 02TC12  19  1.7 0x02 0x27         P02TC12  235 :.........<.........*.........>......35553.111...1:.........:.........:......... qa=+
 02TD01  15  1.7 0x02 0x28         P02TD01  241 :.........<.........*.........>..35554211.........:.........:.........:......... qa=+
 02TD02  14  1.3 0x02 0x29         P02TD02  247 :.........<.........*.........>.145541111....1....:.........:.........:......... qa=+
 02TD03  16  1.7 0x02 0x2a         P02TD03  253 :.........<.........*.........>...3554321..11.1...:.1.......:.........:......... qa=+
 02TD04  17  1.3 0x02 0x64         P02TD04  601 :.........<.........*.........>...2345542111..1...:.........:.........:......... qa=+
 02TD05  16  1.3 0x02 0x65         P02TD05  607 :.........<.........*.........>..13455421..12.1...:.........:1........:......... qa=+
 02TD06  22  1.7 0x02 0x66         P02TD06  613 :.........<.........*.........>.........3455321...:.........:.........:......... qa=+
 02TD07  18  1.7 0x02 0x67         P02TD07  619 :.........<.........*.........>....145553....1..11:.........1.........:......... qa=+
 02TD08  22  1.3 0x02 0x2b         P02TD08  259 :.........<.........*.........>.........2455421.11:..1......1.........:......... qa=+
 02TD09  18  1.7 0x02 0x2c         P02TD09  265 :.........<.........*.........>.....2555421.......:.........:.........:......... qa=+
 02TD10  16  1.7 0x02 0x2d         P02TD10  271 :.........<.........*.........>..135554111......1.:.........:......1..:......... qa=+
 02TD11  23  1.3 0x02 0x2e         P02TD11  277 :.........<.........*.........>.........:245541.1.:.........:.........:......... qa=+
 02TD12  22  1.3 0x02 0x2f         P02TD12  283 :.........<.........*.........>.........245542...1:1..1.....:.........1......... qa=+
 02TE01  13  1.7 0x02 0x30         P02TE01  289 :.........<.........*.........>3555421.11...1.....:.........:.........:......... qa=+
 02TE02  14  1.7 0x02 0x31         P02TE02  295 :.........<.........*.........>135553111:.......1.:.........:.........:......... qa=+
 02TE03  16  1.3 0x02 0x32         P02TE03  301 :.........<.........*.........>..13455332.1.1....1:.........:.........:......... qa=+
 02TE04  20  1.3 0x02 0x68         P02TE04  625 :.........<.........*.........>......24554211.....:......1..:.....1...:......... qa=+
 02TE05  24  1.3 0x02 0x69         P02TE05  631 :.........<.........*.........>.........:.2555211.1.1...1.1.:.........:......... qa=+
 02TE06  24  1.7 0x02 0x6a         P02TE06  637 :.........<.........*.........>.........:.35553111:1...1....:.........:......... qa=+
 02TE07  23  1.3 0x02 0x6b         P02TE07  643 :.........<.........*.........>.........:35542.11.:.1.......:.........:......... qa=+
 02TE08  17  1.7 0x02 0x33         P02TE08  307 :.........<.........*.........>..124555321.1.1....:......1..:.........:......... qa=+
 02TE09   7  1.3 0x02 0x34         P02TE09  313 :.........<.........*....145532.........:...1.....:.........:.........:......... qa=+
 02TE10   9  1.3 0x02 0x35         P02TE10  319 :.........<.........*.......45541.1.....:.1.1.1...:.........:.....1...:......... qa=+
 02TE11  14  1.3 0x02 0x36         P02TE11  325 :.........<.........*.........>.145542.1:1.1......:.........:.........:......... qa=+
 02TE12  13  1.3 0x02 0x37         P02TE12  331 :.........<.........*.........>245542..1:.......1.:.........:.........:......... qa=+
 03TA01  12  1.3 0x02 0x38         P03TA01  337 :.........<.........*........135542....1:.........:...1.....:.........:......... qa=+
 03TA02  11  1.3 0x02 0x39         P03TA02  343 :.........<.........*........145542.1...1.........:.........:.........:......... qa=+
 03TA03  19  1.3 0x02 0x3a         P03TA03  349 :.........<.........*.........>......2455321111..1:.........:.........:......... qa=+
 03TA04  19  1.7 0x02 0x6c         P03TA04  649 :.........<.........*.........>.....23455431..1...:.......1.:1........:......... qa=+
 03TA05  18  1.3 0x02 0x6d         P03TA05  655 :.........<.........*.........>....2455421.1......:.........:.........:......... qa=+
 03TA06  19  1.3 0x02 0x6e         P03TA06  661 :.........<.........*.........>.....24553.11....1.:.........:.........:......... qa=+
 03TA07  20  1.3 0x02 0x6f         P03TA07  667 :.........<.........*.........>......2455421...1..:.........:.........:......... qa=+
 03TA08  16  1.7 0x02 0x3b         P03TA08  355 :.........<.........*.........>...35553.:......1..:.........:.........:......... qa=+
 03TA09  13  1.7 0x02 0x3c         P03TA09  361 :.........<.........*.........>35553....:.........:.........:.........:......... qa=+
 03TA10  18  1.3 0x02 0x3d         P03TA10  367 :.........<.........*.........>.....45531..1......:.........:.........:......... qa=+
 03TA11  17  1.3 0x02 0x3e         P03TA11  373 :.........<.........*.........>....245531..1...1..:.........:.........:......... qa=+
 03TA12  16  1.3 0x02 0x3f         P03TA12  379 :.........<.........*.........>...3554211.1.1....1:.........:.........:......... qa=+
 03TB01  14  1.3 0x02 0x40         P03TB01  385 :.........<.........*.........>245544332:11.....1.:.........:.........:......... qa=+
 03TB02  18  1.7 0x02 0x41         P03TB02  391 :.........<.........*.........>....24455432.......:.........:.........:......... qa=+
 03TB03  28  1.3 0x02 0x42         P03TB03  397 :.........<.........*.........>.........:....345542211.11...:..1......:......... qa=+
 03TB04  18  1.3 0x02 0x70         P03TB04  673 :.........<.........*.........>....135542.........:....1...1:.........:......... qa=+
 03TB05  18  1.3 0x02 0x71         P03TB05  679 :.........<.........*.........>.....25553...1..1..:.1.......:.........:......... qa=+
 03TB06  26  1.3 0x02 0x72         P03TB06  685 :.........<.........*.........>.........:...345532:.........:.......1.:......... qa=+
 03TB07  22  1.3 0x02 0x73         P03TB07  691 :.........<.........*.........>........1355432..1.1...1.1...:.........:......... qa=+
 03TB08  24  1.7 0x02 0x43         P03TB08  403 :.........<.........*.........>.........:24554321.:.1.......:.........:......... qa=+
 03TB09  15  1.7 0x02 0x44         P03TB09  409 :.........<.........*.........>1344544331.....1.1.:.........:.........:......... qa=+
 03TB10  20  1.7 0x02 0x45         P03TB10  415 :.........<.........*.........>.....23455432.1....:.........:.........:......... qa=+
 03TB11  25  1.7 0x02 0x46         P03TB11  421 :.........<.........*.........>.........:.24555321:1........:.........:......... qa=+
 03TB12  31  1.7 0x02 0x47         P03TB12  427 :.........<.........*.........>.........:.......2455431...1.:.........:.1....1.. qa=+
 03TC01  21  1.7 0x02 0x48         P03TC01  433 :.........<.........*.........>......1345553211...:.........:.........:..1...... qa=+
 03TC02  24  1.3 0x02 0x49         P03TC02  439 :.........<.........*.........>.........:134554211:.........:.........:......... qa=+
 03TC03  25  1.3 0x02 0x4a         P03TC03  445 :.........<.........*.........>.........:.1245542.1.1.11....:.........:......... qa=+
 03TC04  12  1.3 0x02 0x74         P03TC04  697 :.........<.........*........1355421111.:.........1.........:1........1......... qa=+
 03TC05  14  1.3 0x02 0x75         P03TC05  703 :.........<.........*.........>1355411.1:....1....:.........:.........:......... qa=+
 03TC06  20  1.3 0x02 0x76         P03TC06  709 :.........<.........*.........>.......2455311.....:.........:.........:......... qa=+
 03TC07  20  1.3 0x02 0x77         P03TC07  715 :.........<.........*.........>........45542.1.11.:..11.....:.........:......... qa=+
 03TC08  26  1.3 0x02 0x4b         P03TC08  451 :.........<.........*.........>.........:.12455421:.1.......:1........:......... qa=+
 03TC09  19  1.3 0x02 0x4c         P03TC09  457 :.........<.........*.........>......3455421......:.1.......:.........:......... qa=+
 03TC10  14  1.3 0x02 0x4d         P03TC10  463 :.........<.........*.........>.345543..:...1.....:.........:.........:......... qa=+
 03TC11  26  1.3 0x02 0x4e         P03TC11  469 :.........<.........*.........>.........:.12455421:.........:.........:......... qa=+
 03TC12  27  1.7 0x02 0x4f         P03TC12  475 :.........<.........*.........>.........:...1455531.........:.........:......... qa=+
 03TD01  16  2.2 0x03 0x00         P03TD01    2 :.........<.........*.........>.12455442:.1.1.....:....1....:.........:......... qa=+
 03TD02  20  1.7 0x03 0x01         P03TD02    8 :.........<.........*.........>.......245542..1.1.:.......1.:.........:......... qa=+
 03TD03  27  1.3 0x03 0x02         P03TD03   14 :.........<.........*.........>.........:....355521...1.....:.........:..1...... qa=+
 03TD04  12  0.9 0x03 0x50         P03TD04  482 :.........<.........*.........24553.111.:111......:..1......:.........:......... qa=+
 03TD05  13  1.7 0x03 0x51         P03TD05  488 :.........<.........*.........>255541..1:.....1...:........1:.........:......... qa=+
 03TD06  12  1.3 0x03 0x52         P03TD06  494 :.........<.........*........1455411.11.:..1...1.1:.........:.........:......... qa=+
 03TD07   9  0.9 0x03 0x53         P03TD07  500 :.........<.........*......345532..11...:..1......:.........:.........:......... qa=+
 03TD08  25  1.7 0x03 0x03         P03TD08   20 :.........<.........*.........>.........:.2355432.:1...1....:......1..:......... qa=+
 03TD09  18  2.2 0x03 0x04         P03TD09   26 :.........<.........*.........>....234554321....1.:...1.....:.........:......... qa=+
 03TD10  24  1.7 0x03 0x05         P03TD10   32 :.........<.........*.........>.........:234554311:1.....1..:.........:......... qa=+
 03TD11  16  1.3 0x03 0x06         P03TD11   38 :.........<.........*.........>..1455411:.........:1........:.........:......... qa=+
 03TD12  16  1.3 0x03 0x07         P03TD12   44 :.........<.........*.........>..13554311..1......:..1......:.........:......... qa=+
 03TE01  21  1.7 0x03 0x08         P03TE01   50 :.........<.........*.........>........34554221.1.:..1......:.......1.:......... qa=+
 03TE02  17  1.7 0x03 0x09         P03TE02   56 :.........<.........*.........>..113455421111...1.:.........:.........:......... qa=+
 03TE03  20  1.3 0x03 0x0a         P03TE03   62 :.........<.........*.........>.......3554312.1...:.1.......:.........:......... qa=+
 03TE04  14  1.3 0x03 0x54         P03TE04  506 :.........<.........*.........>.2355421.11.....1..:...1.....:.........:......... qa=+
 03TE05  12  0.9 0x03 0x55         P03TE05  512 :.........<.........*.........24542....11.1.....1.:.........:1........:......... qa=+
 03TE06   7  1.3 0x03 0x56         P03TE06  518 :.........<.........*....3554321.1......:.........:.........:.........:......... qa=+
 03TE07  12  1.3 0x03 0x57         P03TE07  524 :.........<.........*........145542.....:.........:.........:.........:......... qa=+
 03TE08  16  1.3 0x03 0x0b         P03TE08   68 :.........<.........*.........>..145542.11.1......:.........:.........:......... qa=+
 03TE09  20  1.7 0x03 0x0c         P03TE09   74 :.........<.........*.........>.......345543......:.........:.........:......... qa=+
 03TE10  13  1.7 0x03 0x0d         P03TE10   80 :.........<.........*.......1.145553111.:.......1.:.........:.........:......... qa=+
 03TE11  16  1.3 0x03 0x0e         P03TE11   86 :.........<.........*.........>..13455421.2...1.1.:.........:.........:......... qa=+
 03TE12  13  1.7 0x03 0x0f         P03TE12   92 :.........<.........*.........>345542.1.:..1.1....:1.....1..:.1.......:......... qa=+
 04TA01  14  1.3 0x03 0x10         P04TA01   98 :.........<.........*.........>.2455421.111.....1.:.........:.........:......... qa=+
 04TA02  17  1.7 0x03 0x11         P04TA02  104 :.........<.........*.........>...24555321.1......11......1.:.........:......... qa=+
 04TA03  16  1.3 0x03 0x12         P04TA03  110 :.........<.........*.........>..1345541:1........:.........:.........:......... qa=+
 04TA04   9  1.3 0x03 0x58         P04TA04  530 :.........<.........*......35543.11...1.:.........:.........:.........:......... qa=+
 04TA05   9  0.9 0x03 0x59         P04TA05  536 :.........<.........*......35553.1.1....:........1:.........:.........:......... qa=+
 04TA06  10  1.7 0x03 0x5a         P04TA06  542 :.........<.........*......13555311..11.1.........:.........:.........:......... qa=+
 04TA07   7  1.3 0x03 0x5b         P04TA07  548 :.........<.........*....245542..11.....:.....11..:.........:.........:......... qa=+
 04TA08  13  1.7 0x03 0x13         P04TA08  116 :.........<.........*.........1255532...:.....1...:......1..:.........:......... qa=+
 04TA09   9  0.9 0x03 0x14         P04TA09  122 :.........<.........*......25642.111...1:.........:.........:.........:.1....... qa=+
 04TA10   9  1.3 0x03 0x15         P04TA10  128 :.........<.........*......35552.111.1..:.........:.........:.........:......... qa=+
 04TA11  10  1.3 0x03 0x16         P04TA11  134 :.........<.........*.......14553.1.1...:1........:.........:.........:......... qa=+
 04TA12  10  1.3 0x03 0x17         P04TA12  140 :.........<.........*......124553..11...:.........:...1.....:.........:......... qa=+
 04TB01  12  1.7 0x03 0x18         P04TB12  146 :.........<.........*........125553.1...:.........:.........:.........:......... qa=+
 04TB02  15  1.7 0x03 0x19         P04TB11  152 :.........<.........*.........>.1355542.:..11...1.:.........:.........:......... qa=+
 04TB03  17  1.3 0x03 0x1a         P04TB10  158 :.........<.........*.........>...145542:21.....1.1.....1...:.........:......... qa=+
 04TB04   7  1.7 0x03 0x5c         P04TB09  554 :.........<.........*....2555311......1.:..1......:.........:.........:......... qa=+
 04TB05   9  1.3 0x03 0x5d         P04TB08  560 :.........<.........*......145532...1...:.........:.........:.........:......... qa=+
 04TB06   8  0.9 0x03 0x5e         P04TB07  566 :.........<.........*.....155521....1...:.........:..1......:.........:......... qa=+
 04TB07  14  0.9 0x03 0x5f         P04TB06  572 :.........<.........*.........5...6...1.:.....1...:.........:.........:......... qa=+
 04TB08  23  1.7 0x03 0x1b         P04TB05  164 :.........<.........*.........>.........135552111.1.........:.........:......... qa=+
 04TB09  20  1.3 0x03 0x1c         P04TB04  170 :.........<.........*.........>.......455412.1....11........:......1..:......... qa=+
 04TB10  20  1.3 0x03 0x1d         P04TB03  176 :.........<.........*.........>........4553....1..1.........:........1:......... qa=+
 04TB11  15  0.9 0x03 0x1e         P04TB02  182 :.........<.........*.........>...46431.:.........:..1......:.........:........1 qa=+
 04TB12  13  1.3 0x03 0x1f         P04TB01  188 :.........<.........*.........>.45532...:....1....1.........:.........:......... qa=+
 04TC01  19  1.7 0x03 0x20         P04TC12  194 :.........<.........*.........>.....13555321..1...:.1.......:.........:......... qa=+
 04TC02  17  1.3 0x03 0x21         P04TC11  200 :.........<.........*.........>...12555311...1.11.:1........:.........:......... qa=+
 04TC03  10  1.3 0x03 0x22         P04TC10  206 :.........<.........*.......24553211...1:.........:.........:.........:......... qa=+
 04TC04  19  1.3 0x03 0x60         P04TC09  578 :.........<.........*.........>.....1245542112....:.........:......1..:......... qa=+
 04TC05  17  1.3 0x03 0x61         P04TC08  584 :.........<.........*.........>...2355431.1.11..1.:.........:.........:......... qa=+
 04TC06  20  1.3 0x03 0x62         P04TC07  590 :.........<.........*.........>......1455421.1....:.........:......1..:......... qa=+
 04TC07  20  1.3 0x03 0x63         P04TC06  596 :.........<.........*.........>........45541.....11..11.....:.........:......... qa=+
 04TC08  22  1.3 0x03 0x23         P04TC05  212 :.........<.........*.........>.........35543..11.:.........:.........:......... qa=+
 04TC09  11  1.3 0x03 0x24         P04TC04  218 :.........<.........*.......124554121...:........1:.........:.........:......... qa=+
 04TC10  19  1.3 0x03 0x25         P04TC03  224 :.........<.........*.........>......2455421......:.........:...1.....:......... qa=+
 04TC11  16  1.3 0x03 0x26         P04TC02  230 :.........<.........*.........>...35542.1.......1.:1........:.........:......... qa=+
 04TC12  13  1.3 0x03 0x27         P04TC01  236 :.........<.........*.........>.45542..1:.........:.........:........1:......... qa=+
 04TD01  14  0.9 0x03 0x28         P04TD12  242 :.........<.........*.........>.25642.1.:.11......:.........:.........:......... qa=+
 04TD02  22  1.3 0x03 0x29         P04TD11  248 :.........<.........*.........>.........1455421...1.........:.........:......... qa=+
 04TD03   9  1.3 0x03 0x2a         P04TD10  254 :.........<.........*......1355421111...1.........:.........:.........:......... qa=+
 04TD04  20  1.7 0x03 0x64         P04TD09  602 :.........<.........*.........>.....134555311...1.:1........:.......1.:......... qa=+
 04TD05  16  1.7 0x03 0x65         P04TD08  608 :.........<.........*.........>..245543.:1..11....1.........:.........:......... qa=+
 04TD06  16  1.7 0x03 0x66         P04TD07  614 :.........<.........*.........>..135554121........:.........:.........:......... qa=+
