 		23.9	6	0	! 4d5/2 
 		10	4	0	! the others 
# 51 15  Sb
 		30491	2	0.87	! 1s 
 		4698	2	0.039	! 2s 
 		4380	2	0.069	! 2p1/2 
 		4132	4	0.069	! 2p3/2 
 		940	2	0	! 3s 
 		812.7	2	0	! 3p1/2 
 		766.4	4	0	! 3p3/2 
 		537.5	4	0	! 3d3/2 
 		528.2	6	0	! 3d5/2 
 		153.2	2	0	! 4s 
 		95.6	2	0	! 4p1/2 
 		95.6	4	0	! 4p3/2 
 		33.3	4	0	! 4d3/2 
 		32.1	6	0	! 4d5/2 
 		10	5	0	! the others 
# 52 15  Te
 		31814	2	0.877	! 1s 
 		4939	2	0.041	! 2s 
 		4612	2	0.074	! 2p1/2 
 		4341	4	0.074	! 2p3/2 
 		1006	2	0	! 3s 
 		870.8	2	0	! 3p1/2 
 		820.8	4	0	! 3p3/2 
 		583.4	4	0	! 3d3/2 
 		573	6	0	! 3d5/2 
 		169.4	2	0	! 4s 
 		103.3	2	0	! 4p1/2 
 		103.3	4	0	! 4p3/2 
 		41.9	4	0	! 4d3/2 
 		40.4	6	0	! 4d5/2 
 		10	6	0	! the others 
# 53 15  I
 		33169	2	0.884	! 1s 
 		5188	2	0.044	! 2s 
 		4852	2	0.079	! 2p1/2 
 		4557	4	0.079	! 2p3/2 
 		1072	2	0	! 3s 
 		931	2	0	! 3p1/2 
 		875	4	0	! 3p3/2 
 		630.8	4	0	! 3d3/2 
 		619.3	6	0	! 3d5/2 
 		186	2	0	! 4s 
 		123	2	0	! 4p1/2 
 		123	4	0	! 4p3/2 
 		50.6	4	0	! 4d3/2 
 		48.9	6	0	! 4d5/2 
 		10	7	0	! the others 
# 54 17  Xe
 		34561	2	0.891	! 1s 
 		5453	2	0.046	! 2s 
 		5107	2	0.083	! 2p1/2 
 		4786	4	0.085	! 2p3/2 
 		1148.7	2	0	! 3s 
 		1002.1	2	0	! 3p1/2 
 		940.6	4	0	! 3p3/2 
 		689	4	0	! 3d3/2 
 		676.4	6	0	! 3d5/2 
 		213.2	2	0	! 4s 
 		146.7	2	0	! 4p1/2 
 		145.5	4	0	! 4p3/2 
 		69.5	4	0	! 4d3/2 
 		67.5	6	0	! 4d5/2 
 		23.3	2	0	! 5s 
 		13.4	2	0	! 5p1/2 
 		12.1	4	0	! 5p3/2 
# 55 18  Cs
 		35985	2	0.897	! 1s 
 		5714	2	0.049	! 2s 
 		5359	2	0.09	! 2p1/2 
 		5012	4	0.091	! 2p3/2 
 		1211	2	0	! 3s 
 		1071	2	0	! 3p1/2 
 		1003	4	0	! 3p3/2 
 		740.5	4	0	! 3d3/2 
 		726.6	6	0	! 3d5/2 
 		232.3	2	0	! 4s 
 		172.4	2	0	! 4p1/2 
 		161.3	4	0	! 4p3/2 
 		79.8	4	0	! 4d3/2 
 		77.5	6	0	! 4d5/2 
 		22.7	2	0	! 5s 
 		14.2	2	0	! 5p1/2 
 		12.1	4	0	! 5p3/2 
 		10	1	0	! 6s 
# 56 19  Ba
 		37441	2	0.902	! 1s 
 		5989	2	0.052	! 2s 
 		5624	2	0.096	! 2p1/2 
 		5247	4	0.097	! 2p3/2 
 		1293	2	0	! 3s 
 		1137	2	0	! 3p1/2 
 		1063	4	0	! 3p3/2 
 		795.7	4	0	! 3d3/2 
 		780.5	6	0	! 3d5/2 
 		253.5	2	0	! 4s 
 		192	2	0	! 4p1/2 
 		178.6	4	0	! 4p3/2 
 		92.6	4	0	! 4d3/2 
 		89.9	6	0	! 4d5/2 
 		30.3	2	0	! 5s 
 		17	2	0	! 5p1/2 
 		14.8	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	0	0	! 6p1/2 
# 57 19  La
 		38925	2	0.907	! 1s 
 		6266	2	0.055	! 2s 
 		5891	2	0.103	! 2p1/2 
 		5483	4	0.104	! 2p3/2 
 		1362	2	0	! 3s 
 		1209	2	0	! 3p1/2 
 		1128	4	0	! 3p3/2 
 		853	4	0	! 3d3/2 
 		836	6	0	! 3d5/2 
 		274.7	2	0	! 4s 
 		205.8	2	0	! 4p1/2 
 		196	4	0	! 4p3/2 
 		105.3	4	0	! 4d3/2 
 		102.5	6	0	! 4d5/2 
 		34.3	2	0	! 5s 
 		19.3	2	0	! 5p1/2 
 		16.8	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
# 58 20  Ce
 		40443	2	0.912	! 1s 
 		6548	2	0.058	! 2s 
 		6164	2	0.11	! 2p1/2 
 		5723	4	0.111	! 2p3/2 
 		1436	2	0	! 3s 
 		1274	2	0	! 3p1/2 
 		1187	4	0	! 3p3/2 
 		902.4	4	0	! 3d3/2 
 		883.8	6	0	! 3d5/2 
 		291	2	0	! 4s 
 		223.2	2	0	! 4p1/2 
 		206.5	4	0	! 4p3/2 
 		109	4	0	! 4d3/2 
 		107	6	0	! 4d5/2 
 		37.8	2	0	! 5s 
 		19.8	2	0	! 5p1/2 
 		17	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		0.1	1	0	! 4f5/2 
# 59 20  Pr
 		41991	2	0.917	! 1s 
 		6835	2	0.061	! 2s 
 		6440	2	0.117	! 2p1/2 
 		5964	4	0.118	! 2p3/2 
 		1511	2	0	! 3s 
 		1337	2	0	! 3p1/2 
 		1242	4	0	! 3p3/2 
 		948.3	4	0	! 3d3/2 
 		928.8	6	0	! 3d5/2 
 		304.5	2	0	! 4s 
 		236.3	2	0	! 4p1/2 
 		217.6	4	0	! 4p3/2 
 		115.1	4	0	! 4d3/2 
 		115.1	6	0	! 4d5/2 
 		37.4	2	0	! 5s 
 		22.3	2	0	! 5p1/2 
 		22.3	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		2	2	0	! 4f5/2 
# 60 20  Nd
 		43569	2	0.921	! 1s 
 		7126	2	0.064	! 2s 
 		6722	2	0.124	! 2p1/2 
 		6208	4	0.125	! 2p3/2 
 		1575	2	0	! 3s 
 		1403	2	0	! 3p1/2 
 		1297	4	0	! 3p3/2 
 		1003.3	4	0	! 3d3/2 
 		980.4	6	0	! 3d5/2 
 		319.2	2	0	! 4s 
 		243.3	2	0	! 4p1/2 
 		224.6	4	0	! 4p3/2 
 		120.5	4	0	! 4d3/2 
 		120.5	6	0	! 4d5/2 
 		37.5	2	0	! 5s 
 		21.1	2	0	! 5p1/2 
 		21.1	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		1.5	3	0	! 4f5/2 
# 61 18  Pm
 		45184	2	0.925	! 1s 
 		7428	2	0.066	! 2s 
 		7013	2	0.132	! 2p1/2 
 		6459	4	0.132	! 2p3/2 
 		1650	2	0	! 3s 
 		1471.4	2	0	! 3p1/2 
 		1357	4	0	! 3p3/2 
 		1052	4	0	! 3d3/2 
 		1027	6	0	! 3d5/2 
 		328	2	0	! 4s 
 		242	2	0	! 4p1/2 
 		242	4	0	! 4p3/2 
 		37.4	8	0	! 4f7/2 
 		20	6	0	! 4d5/2 
 		20	4	0	! 4d3/2 
 		7.4	2	0	! 5s 
 		1.2	2	0	! 5p1/2 
 		1.2	3	0	! 5p3/2 
# 62 20  Sm
 		46834	2	0.929	! 1s 
 		7737	2	0.071	! 2s 
 		7312	2	0.14	! 2p1/2 
 		6716	4	0.139	! 2p3/2 
 		1723	2	0	! 3s 
 		1541	2	0	! 3p1/2 
 		1419.8	4	0	! 3p3/2 
 		1110.9	4	0	! 3d3/2 
 		1083.4	6	0	! 3d5/2 
 		347.2	2	0	! 4s 
 		265.6	2	0	! 4p1/2 
 		247.4	4	0	! 4p3/2 
 		129	4	0	! 4d3/2 
 		129	6	0	! 4d5/2 
 		37.4	2	0	! 5s 
 		21.3	2	0	! 5p1/2 
 		21.3	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		5.2	5	0	! 4f5/2 
# 63 19  Eu
 		48519	2	0.932	! 1s 
 		8052	2	0.075	! 2s 
 		7617	2	0.149	! 2p1/2 
 		6977	4	0.147	! 2p3/2 
 		1800	2	0	! 3s 
 		1614	2	0	! 3p1/2 
 		1481	4	0	! 3p3/2 
 		1158.6	4	0	! 3d3/2 
 		1127.5	6	0	! 3d5/2 
 		360	2	0	! 4s 
 		284	2	0	! 4p1/2 
 		257	4	0	! 4p3/2 
 		33	4	0	! 4d3/2 
 		32	8	0	! 4f7/2 
 		27.7	6	0	! 4d5/2 
 		2	2	0	! 5s 
 		2	2	0	! 5p1/2 
 		2	4	0	! 5p3/2 
 		2	1	0	! the others 
# 64 18  Gd
 		50239	2	0.935	! 1s 
 		8376	2	0.079	! 2s 
 		7930	2	0.158	! 2p1/2 
 		7243	4	0.155	! 2p3/2 
 		1881	2	0	! 3s 
 		1688	2	0	! 3p1/2 
 		1544	4	0	! 3p3/2 
 		1221.9	4	0	! 3d3/2 
 		1189.6	6	0	! 3d5/2 
 		378.6	2	0	! 4s 
 		286	2	0	! 4p1/2 
 		271	4	0	! 4p3/2 
 		42.6	6	0	! 4d5/2 
 		40	4	0	! 4d3/2 
 		6	2	0	! 5s 
 		0.6	8	0	! 4f7/2 
 		0.6	6	0	! 4f5/2 
 		0.6	2	0	! the others 
# 65 21  Tb
 		51996	2	0.938	! 1s 
 		8708	2	0.083	! 2s 
 		8252	2	0.167	! 2p1/2 
 		7514	4	0.164	! 2p3/2 
 		1968	2	0	! 3s 
 		1768	2	0	! 3p1/2 
 		1611	4	0	! 3p3/2 
 		1276.9	4	0	! 3d3/2 
 		1241.1	6	0	! 3d5/2 
 		396	2	0	! 4s 
 		322.4	2	0	! 4p1/2 
 		284.1	4	0	! 4p3/2 
 		150.5	4	0	! 4d3/2 
 		150.5	6	0	! 4d5/2 
 		45.6	2	0	! 5s 
 		28.7	2	0	! 5p1/2 
 		22.6	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		7.7	6	0	! 4f5/2 
 		2.4	2	0	! 4f7/2 
# 66 21  Dy
 		53789	2	0.941	! 1s 
 		9046	2	0.089	! 2s 
 		8581	2	0.178	! 2p1/2 
 		7790	4	0.174	! 2p3/2 
 		2047	2	0	! 3s 
 		1842	2	0	! 3p1/2 
 		1676	4	0	! 3p3/2 
 		1333	4	0	! 3d3/2 
 		1292	6	0	! 3d5/2 
 		414.2	2	0	! 4s 
 		333.5	2	0	! 4p1/2 
 		293.2	4	0	! 4p3/2 
 		153.6	4	0	! 4d3/2 
 		153.6	6	0	! 4d5/2 
 		49.9	2	0	! 5s 
 		26.3	2	0	! 5p1/2 
 		26.3	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		8	6	0	! 4f5/2 
 		4.3	3	0	! 4f7/2 
# 67 21  Ho
 		55618	2	0.944	! 1s 
 		9394	2	0.094	! 2s 
 		8918	2	0.189	! 2p1/2 
 		8071	4	0.182	! 2p3/2 
 		2128	2	0	! 3s 
 		1923	2	0	! 3p1/2 
 		1741	4	0	! 3p3/2 
 		1392	4	0	! 3d3/2 
 		1351	6	0	! 3d5/2 
 		432.4	2	0	! 4s 
 		343.5	2	0	! 4p1/2 
 		308.2	4	0	! 4p3/2 
 		160	4	0	! 4d3/2 
 		160	6	0	! 4d5/2 
 		49.3	2	0	! 5s 
 		30.8	2	0	! 5p1/2 
 		24.1	4	0	! 5p3/2 
 		10	2	0	! 6s 
 		10	1	0	! 6p1/2 
 		8.6	6	0	! 4f5/2 
 		5.2	4	0	! 4f7/2 
# 68 21  Er
 		57486	2	0.947	! 1s 
 		9751	2	0.1	! 2s 
 		9264	2	0.2	! 2p1/2 
 		8358	4	0.192	! 2p3/2 
 		2206	2	0	! 3s 
 		2006	2	0	! 3p1/2 
 		1812	4	0	! 3p3/2 
